iteration,pseudo_time,kinematic_rms,dipole_coefficient,root_thickness,root_s_lambda,root_measured_s_lambda,root_relative_mismatch,root_body_eta,root_resolution_ratio,bem_condition_number,accepted_time_step,maximum_displacement_ratio,kinematic_integral,provisional_matching_surface_shift_panels,final_matching_surface_shift_panels,provisional_matching_surface_root_displacement_ratio,final_matching_surface_root_displacement_ratio,provisional_matching_surface_trigger_code,final_matching_surface_trigger_code,rk2_rejected_attempt_count,jet_point_count,shallow_jet_panel_count_per_side,boundary_panel_count,jet_tip_thickness,jet_tip_s_lambda
0,0.0,0.0162806128574097,8.203498856787965,0.1458152954407185,2.0602082773923254,2.003909027537357,0.0273269700315095,0.5529211477752627,4.777969663987938,15173.507529383713,,,0.0073341616623836,,,,,,,,277.0,138.0,444.0,0.0001607257603924,0.0097072093694432
1,0.0011977231843157,0.0122605415777849,8.22689155589608,0.1409571758106115,2.0585675275982074,2.0917139049035254,0.0161016711188439,0.5529873756307337,8.65984936304645,36636.15654133102,0.0011977231843157,0.2267249739544464,0.003541331697688,0.0,0.0,0.0,0.0,0.0,0.0,0.0,519.0,259.0,686.0,1.6755646166485422e-05,0.0010435877399743
2,0.0021676820905294804,0.011999159574716575,8.226094272908773,0.1369700214720545,2.0691736859578107,2.132804756253898,0.030751923208724087,0.553084286226051,8.442972753459513,46849.58363564427,0.0009699589062137805,0.24868857265515282,0.003514852739811906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,520.0,260.0,688.0,6.69455662166026e-05,0.004261147168775022
3,0.003134712306090616,0.015916861932428188,8.229341596222945,0.14910311595647216,2.068553268876533,2.006986038550214,0.02976342512066768,0.5530925204930301,9.197219487269122,37034.75960540815,0.0009670302155611351,0.249036545830997,0.005374841756579558,0.0,0.0,0.0,0.0,0.0,0.0,0.0,521.0,260.0,688.0,0.00013706577784399667,0.008062168558688172
4,0.004096548842648194,0.015617382678400186,8.228338961164438,0.14511757485344812,2.061029752544362,2.0493190074321532,0.005681987413210157,0.5530938313990208,8.949985547219125,36923.2862400849,0.0009618365365575778,0.24871570625168923,0.005385607720655537,0.0,0.0,0.0,0.0,0.0,0.0,0.0,521.0,260.0,688.0,7.100691947166953e-05,0.0042991319746666905
5,0.0050588818414376464,0.015309921940626385,8.227472555852286,0.1411333335317909,2.063050578833702,2.0910124285154708,0.01355364234335759,0.5531511585828701,8.702272334927276,36811.71878038865,0.0009623329987894531,0.24863315896469598,0.005359870270740119,0.0,0.0,0.0,0.0,0.0,0.0,0.0,521.0,260.0,688.0,7.244338092931734e-06,0.000449670331238353
6,0.006021847989516711,0.015658002418418828,8.230544502414913,0.1532997848388406,2.0559998194476865,1.9693681716059643,0.04213601918748926,0.5531060251666644,9.458943657282669,47704.263086057465,0.0009629661480790638,0.24849459982250455,0.004980310775206673,0.0,0.0,0.0,0.0,0.0,0.0,0.0,522.0,261.0,690.0,7.03797738442658e-05,0.004059017799990714
7,0.006983416409226398,0.015636135470066058,8.229423077345581,0.14932146631102194,2.043564199934457,2.0109250073782876,0.01597169913096743,0.5530467567023003,9.211683843999825,69931.37340408766,0.0009615684197096864,0.24878343553355653,0.005159523010982873,0.0,0.0,0.0,0.0,0.0,0.0,0.0,522.0,261.0,690.0,4.301241722448446e-07,2.552745403195007e-05
8,0.007945448409699175,0.015611450237342912,8.22844195397806,0.14533793778241144,2.0414327739573555,2.051474371112295,0.004918896807693373,0.553040038287437,8.963922878392193,36918.68993857999,0.0009620320004727775,0.24870886926013652,0.005314803566959491,0.0,0.0,0.0,0.0,0.0,0.0,0.0,521.0,260.0,688.0,6.923847485048492e-05,0.004226669641779457
9,0.008908031552008037,0.015530839374680985,8.227584944422512,0.14135459375500886,2.0474987901216046,2.091715897162769,0.02159566943555479,0.5530895036140853,8.716283445039107,36811.99991961786,0.0009625831423088624,0.24862127748766144,0.005416890891291371,0.0,0.0,0.0,0.0,0.0,0.0,0.0,521.0,260.0,688.0,8.132060644775324e-06,0.0005079087148933974
10,0.009871222007218345,0.015354688574702218,8.226843800605632,0.1373781269352692,2.060183948548431,2.132250646740545,0.03498071045689451,0.5531986479917068,8.469154710549894,44383.01062676557,0.0009631904552103079,0.24852238530735757,0.005441586311533959,0.0,0.0,0.0,0.0,0.0,0.0,0.0,520.0,260.0,688.0,7.868030379793378e-05,0.005016401840179214
11,0.010835081744724393,0.01255217159542301,8.2296557670651,0.149543525235781,2.060789239102027,2.002387332488455,0.028339582479099068,0.5529928313800458,9.225613325171897,64125.1110446283,0.0009638597375060494,0.2480118599107034,0.0034298568719013656,0.0,0.0,0.0,0.0,0.0,0.0,0.0,522.0,261.0,690.0,1.3328625610790833e-05,0.0007847978869237354
12,0.011800281724079117,0.01266074314908341,8.22863291063875,0.14556750824467254,2.053771017268908,2.043703877094731,0.004901783153783231,0.5529680945545521,8.97786630175097,36932.399663123266,0.0009651999793547241,0.24878716743437856,0.003612683550499718,0.0,0.0,0.0,0.0,0.0,0.0,0.0,521.0,260.0,688.0,7.711682313173978e-05,0.004672481706399065
