node,y_over_Vt,material_dphi_dt_over_V2,similarity_material_dphi_dt_over_V2,auxiliary_psi_over_V2,difference_over_V2,cp_from_auxiliary,cp_from_finite_difference,cp_from_similarity_derivative
71,0.2874055598108474,-2.5329048614782246,-3.434033926272605,-1.992583194936499,0.5403216665417256,4.952931518590736,6.033574851674188,7.835832981262948
72,0.5748111196216948,-2.5709807606701385,-3.485838978472315,-2.018739642752942,0.5522411179171964,4.948437689698146,6.052919925532539,7.882636361136893
73,0.8622166794325422,-2.6244938393092663,-3.558688509840059,-2.0562654312242037,0.5682284080850626,4.956794239857601,6.093251056027726,7.961640397089312
74,1.1496222392433897,-2.694988635094042,-3.6544872343554804,-2.105299941112942,0.5896886939811004,4.975987122190841,6.155364510153042,8.07436170867592
75,1.437027799054237,-2.7844150485646644,-3.775837161349619,-2.1669209123414452,0.6174941362232191,5.006057189149441,6.2410454615958795,8.223889687165789
76,1.7244333588650844,-2.8961263118704172,-3.9272102317605926,-2.2430457748393993,0.653080537031018,5.047359698998045,6.353520773060081,8.415688612840432
77,2.011838918675932,-3.0352679514101255,-4.115454308197014,-2.3365949704867854,0.6986729809233401,5.100408510296611,6.497754472143291,8.658127185717069
78,2.2992444784867794,-3.2095790941094604,-4.350840443174208,-2.4518730155253734,0.757706078584087,5.165662002326656,6.6810741594948295,8.963596857624324
79,2.5866500382976265,-3.430871839607524,-4.648990809554032,-2.595265635774673,0.8356062038328513,5.243059604151622,6.914272011817324,9.350509951710341
80,2.874055598108474,-3.7177997828102827,-5.03446999442281,-2.776505533976183,0.9412942488340996,5.330906639965433,7.2134951376336325,9.846835560858688
81,3.1614611579193217,-4.101329661254108,-5.547840388450487,-3.011086399051958,1.0902432622021503,5.4230372595357395,7.603523783940041,10.496545238332798
82,3.448866717730169,-4.6364543291393945,-6.260649524503774,-3.3252721167439283,1.3111822123954662,5.501119033088018,8.12348345787895,11.371873848607708
83,3.736272277541016,-5.430217579350249,-7.310910076863463,-3.767964515930085,1.6622530634201644,5.51182784568984,8.836333972530168,12.597718967556595
84,4.023677837351864,-6.7227214401496465,-9.003923843505879,-4.446097100472755,2.276624339676891,5.287976275325423,9.841224954679205,14.403629761391672
