phase_index,sample_count,first_kinematic_rms,last_kinematic_rms,exponential_rate_per_pseudo_time,log_linear_r_squared,relative_change_over_window
0,40,0.0051553400262405,0.0043268355449147,-0.9010267148017507,0.5974488987436144,-0.1352392386636223
1,40,0.0051954907512063,0.0043955259042301,-0.8364332157948365,0.5693562337162215,-0.1261821083973983
2,40,0.0052339518261237,0.0044601613080439,-0.7735724605959928,0.5389807735811865,-0.11727717273426319
3,40,0.0052480256664506,0.004497622276075,-0.717358429501731,0.5079428813889602,-0.10923709149262395
