iteration,pseudo_time,kinematic_rms,dipole_coefficient,root_thickness,root_s_lambda,root_body_eta,root_resolution_ratio,bem_condition_number,accepted_time_step,maximum_displacement_ratio
0,0.0,1.9159170713842608,5.660583989325194,0.0029925011009551447,1.6906102810240506,0.18507482530693764,0.17350234682742838,30314.29108921309,,
1,0.0003671324635696152,1.4817507994171066,5.700338032601768,0.018971044308571865,0.9702661177388285,0.19517935931428965,1.1023871730932746,22708.950435392617,0.0003671324635696152,0.17196352695859876
2,0.0008552556669756809,1.5136359420765797,5.707356871144703,0.016570599564146957,1.0643176380114212,0.1956162880766994,0.9635755271257715,24167.483306056954,0.0004881232034060657,0.19271398309758433
3,0.0013495673120351996,1.5361808684296956,5.713988997026652,0.014167906516141988,1.1543573918866645,0.19598182276884257,0.8256106575611847,26340.220302466005,0.0004943116450595188,0.1948838374388499
4,0.0018455787521378135,1.5798685941513742,5.7202598544730625,0.011714560113006528,1.2415470188899995,0.19625429132583005,0.6845743687902861,29767.909887409896,0.0004960114401026137,0.19795957055739283
5,0.0023353457146841035,1.6432864736992099,5.726302223037414,0.009150869091451477,1.3265783867016152,0.19641543322610855,0.5359523930243505,35371.66138491084,0.0004897669625462901,0.201790889933039
6,0.0028072664342411666,1.3020547443288157,5.758134444031298,0.01880111954887984,1.0014510592782035,0.2045423057056126,1.0935148074826198,22024.492269438862,0.00047192071955706326,0.1892435287306746
7,0.0033040637563365584,1.3663324163226553,5.765190177079589,0.01654155149924703,1.0942608595761139,0.20511870538661148,0.9627971443444947,22941.779865060722,0.0004967973220953917,0.1926065396708576
8,0.003804664214011927,1.4567086483946277,5.771934469300734,0.014269974321244046,1.1842640594618075,0.20564172154095473,0.8317502930202424,24260.302312001666,0.0005006004576753683,0.19436032769786696
9,0.004306250924429141,1.5027546663384992,5.778384514508501,0.011933686545348156,1.2731527973667875,0.2060944811765033,0.6971584346770368,26078.509683232212,0.0005015867104172144,0.19694925243284245
10,0.004802830316263329,1.5647960016356455,5.784592213101256,0.009468367907017697,1.3621674540971886,0.20646056850731087,0.5544137547138802,28788.88426513887,0.0004965793918341882,0.2003962267738782
11,0.005284653091082895,1.0746968579951153,5.809867143086651,0.018471848073628203,1.0402004516582835,0.21297560116639147,1.0730255994196591,21661.659045362456,0.00048182277481956633,0.19015927448534262
12,0.005791255514477547,1.0969557118506457,5.816866982312519,0.01637100347354688,1.1308952921653763,0.21366427615163697,0.9537546161185317,22350.664623392826,0.0005066024233946518,0.19293225123681504
13,0.006297719229373114,1.1394091324902087,5.823603685350046,0.01426126823682689,1.2188924656844422,0.21431158186512822,0.8315649619826392,23160.98548697459,0.0005064637148955664,0.1943307052476353
14,0.006803804240176847,1.203531464902977,5.830086666778435,0.012084791441921504,1.30683167690276,0.21490708358166977,0.7058310192672452,24245.231182695174,0.0005060850108037335,0.19654001313015115
15,0.007304891261681254,1.2949042997585667,5.836326179410844,0.00977928370294727,1.3963612493073991,0.21543805359485568,0.5723083866362679,25755.044387191436,0.000501087021504407,0.1995160556490532
16,0.0077932455552032045,0.9612841712901025,5.857078033186033,0.018033876532116314,1.083083958257904,0.22068545168762532,1.0448033939019084,21470.33062779516,0.0004883542935219509,0.19021338430887136
17,0.008310286998184271,0.9723603270952853,5.863961067167581,0.0160834785189827,1.171567800853539,0.22145924310806064,0.937888620661896,22043.174104713882,0.0005170414429810667,0.19347059653050439
18,0.008822744638179978,0.9920378989611776,5.8705911553896,0.014133277790328374,1.2568630542293466,0.22219796672648462,0.8246176884705251,22603.570235119532,0.0005124576399957061,0.19458083300444287
19,0.00933355479767868,1.015411446733125,5.876991774531256,0.012119953182817278,1.342676116901791,0.22289817117243138,0.7080161550950433,23359.802079839614,0.0005108101594987015,0.19653192480637907
20,0.009838945313500156,1.0510219001951229,5.883168803684221,0.00998634386630371,1.4308234314772859,0.2235504534684598,0.5843141408885584,24272.14292537502,0.0005053905158214764,0.19910958390601893
21,0.010332714061075141,0.90471638542306,5.896280297862654,0.017834921655156676,1.199530427619775,0.22739304727377374,1.0268616883629724,21095.182747208597,0.0004937687475749852,0.18925003699311363
22,0.010852829409391715,0.887553018445769,5.903659237975633,0.01639553273019278,1.2657993687656723,0.22835599436589837,0.9604086699571391,21610.46797710425,0.0005201153483165739,0.19203144456737345
23,0.011357987391524813,0.8783216792424134,5.910735079981428,0.014980961982348549,1.32501981014986,0.22928169503813356,0.8763387671858494,21767.06821589006,0.0005051579821330973,0.19229801464032065
24,0.011861735543202355,0.8748292749738733,5.917631937066043,0.01352623992663391,1.3847012395826672,0.230186277425652,0.7900923161647497,21969.20226487379,0.0005037481516775421,0.19358702050617685
25,0.012363181053688669,0.8767655160559188,5.924332957330169,0.01200156710212862,1.446446072887134,0.23106625089983868,0.7004100029008856,22228.580970697356,0.0005014455104863142,0.19522630291779638
26,0.01286020993366062,0.884394375214911,5.930813675058346,0.010372242222681292,1.5117903288710575,0.23191771702968889,0.6052060896952585,22554.18444562527,0.0004970288799719512,0.1972308397239656
27,0.013349447385551761,0.8985016840089818,5.937047437892705,0.008595877228721117,1.5822627956044908,0.23273709801759623,0.5017943667303069,22952.820378336677,0.0004892374518911401,0.1996217490137926
28,0.01382584578461761,0.8361268679708278,5.947385624280448,0.017755461082582035,1.2146641120189157,0.2354506642750256,1.0207036693069842,21060.29293978134,0.00047639839906584905,0.1858143367036794
29,0.014356177940935006,0.8279389258962094,5.954478613240586,0.016420524871149346,1.2807848584354935,0.23644640141240836,0.9620373730275722,21568.852834753954,0.0005303321563173964,0.19257613958153458
30,0.014869975954060826,0.8235065612598887,5.96128021259776,0.01512502007604515,1.3392946634592766,0.23740808508745204,0.8852068218550291,21679.378632451702,0.0005137980131258188,0.19270042051451242
