panel_index,mid_xi,mid_eta,panel_length,kinematic_residual_midpoint,kinematic_residual_left,kinematic_residual_right,kinematic_integral_panel_linear_exact
0,4.322823004205357,0.40835550594285436,0.005462028540049337,-0.13625804540870856,-0.36244233018602756,0.08992623936861044,0.00019455398911154883
1,4.3252802021091785,0.40331473517398586,0.0057541707709441526,0.05362403993979914,0.12260345501638614,-0.01535537513678964,2.5672755915514622e-05
2,4.328046321755421,0.3980986270953527,0.006057294342184238,0.0239906800856291,0.061570289725810134,-0.01358892955455282,6.337717295842064e-06
3,4.331262098892122,0.39277571817027285,0.006387076917650419,0.06954784465406316,0.10993385145301016,0.029161837855116612,3.436617328268255e-05
4,4.334999356960539,0.38738492588675616,0.006738020526181043,0.10472936839169167,0.1588143873569856,0.05064434942639817,8.047422545326306e-05
5,4.339246380968478,0.3819292547356485,0.007094105942832524,0.10651695031735642,0.1695268086570354,0.04350709197767655,8.987717756189448e-05
6,4.34397370892791,0.37640539305341747,0.007450261820367838,0.08665442780563382,0.15141386305402582,0.0218949925572427,6.63588711837126e-05
7,4.349176206405266,0.3708170381311062,0.007823275073846043,0.06882060920323996,0.1321444090485122,0.005496809357967258,4.751005163559061e-05
8,4.354872087413089,0.36517456155812483,0.008214950055125373,0.05622340322004904,0.11842528027756316,-0.005978473837465081,3.65627895044861e-05
9,4.361080086166915,0.35948956990417047,0.008623671328028487,0.047751674370469566,0.10862835534662185,-0.013125006605682277,3.031691181167492e-05
10,4.367817103470006,0.35377543751054086,0.009047330494630693,0.04342650678940618,0.10284931638736339,-0.01599630280855191,2.7710932187435862e-05
11,4.375096993461215,0.3480467772466621,0.009482881372327955,0.041960519981213196,0.09990589281241169,-0.015984852849985298,2.7309819427739783e-05
12,4.38293056740296,0.3423162455305871,0.009931706713595386,0.04172409998459026,0.0981716793643872,-0.014723479395206684,2.7838675805636224e-05
13,4.391328145005243,0.33659103223523074,0.01039798186193935,0.04061296254499913,0.09562528960616712,-0.014399364516168855,2.7639895659497768e-05
14,4.400297770539928,0.33087269173674694,0.010879080669970422,0.03651524105952886,0.08991209675555778,-0.016881614636500064,2.484532780615623e-05
15,4.409846325178739,0.3251621695474012,0.01137477642143402,0.03142568363423148,0.08281793321724296,-0.019966565948779103,2.1247642882558052e-05
16,4.419985322320142,0.3194651353300949,0.011887146316042815,0.028622550686591364,0.07795136002134795,-0.020706258648164777,1.9380338383210074e-05
17,4.430728186091292,0.3137896058033044,0.01241465148824982,0.02708749735351068,0.07446993200445373,-0.020294937297433258,1.8399724563447247e-05
18,4.442086905399306,0.3081417525068789,0.012957920845597725,0.02610706882809577,0.07158554587194121,-0.019371408215749675,1.7765434750499598e-05
19,4.454073683887057,0.3025255192214841,0.013518279262364536,0.025028793327573684,0.0686983139195636,-0.01864072726441668,1.7061638870304984e-05
20,4.466699442780712,0.2969417911825931,0.014093948918002315,0.022527868902329384,0.06441473582685386,-0.019358998022195095,1.5395404139706923e-05
21,4.479974660389738,0.2913911688283903,0.01468528161569041,0.019901442461139895,0.059964505910750976,-0.02016162098847052,1.3673227267793238e-05
22,4.493912686638973,0.28587807859549474,0.015293577252411645,0.018755408615780622,0.05706000929024668,-0.01954919205868566,1.2859545755644038e-05
23,4.508527649087834,0.28040814428835326,0.015917780742745653,0.01824618737220174,0.0548923764428475,-0.018400001698444024,1.2424959275143989e-05
24,4.523832782444423,0.27498523612740866,0.01655833019317212,0.01799604288248835,0.05305252651401848,-0.017060440749041783,1.214569925051628e-05
25,4.5398415413066635,0.2696117318202329,0.017215839590636415,0.017619377761529442,0.05117241108286974,-0.015933655559810855,1.1805093239507913e-05
26,4.556566519979624,0.26428754425774303,0.01788911568970149,0.016229626577792144,0.04833629549350715,-0.01587704233792242,1.0858934878333271e-05
27,4.574020064134102,0.25901233704668336,0.018578455151630667,0.014698816771026024,0.045391780407192384,-0.01599414686513989,9.8479663172116e-06
28,4.59221622035898,0.2537888493474987,0.01928454397552952,0.013927752834408613,0.04327566524424986,-0.015420159575432635,9.277452512202833e-06
29,4.611169298292552,0.24862040392613716,0.020006588215130478,0.013313414542357016,0.04138731070102475,-0.014760481616310939,8.802129667092603e-06
30,4.630893110803986,0.24350929097366888,0.02074476036028955,0.012900078548812477,0.03975526918010042,-0.013955112082475907,8.439226742157781e-06
31,4.651401845773216,0.2384578773235617,0.021499313352090984,0.012711655254084908,0.03841171469783444,-0.012988404189664626,8.207374290506057e-06
32,4.6727092514860065,0.23346730477745764,0.02226944707091017,0.01219121252785249,0.03679118656638902,-0.012408761510684707,7.801994714845158e-06
33,4.6948287193989415,0.2285380212957543,0.023055288459043158,0.011625955212562156,0.035171301701238944,-0.011919391276114188,7.376707424052266e-06
34,4.717774228230505,0.2236715850627911,0.023857073749741636,0.011275393845485704,0.0338195333131619,-0.011268745622190712,7.074749561448972e-06
