frequency,baseline_amplitude,medium_amplitude,fine_amplitude,history_amplitude,endpoint_amplitude,fine_medium_amplitude_change,history_baseline_amplitude_change,endpoint_baseline_amplitude_change,incident_fine_medium_complex_change,diffraction_fine_medium_complex_change,total_fine_medium_complex_change
2.0,16.827888544988337,16.727570082208402,16.73916090281516,16.8231014323401,16.825788303625696,0.0006929171750467145,0.0002844749438076777,0.00012480718285157177,2.7459521351719045e-05,0.00515111369916079,0.0007678574041338586
3.0,10.025466244217302,10.333667437269412,10.361840101678458,10.028868870061984,10.031636764396366,0.0027262987298621866,0.0003393982645589766,0.0006154846097679023,0.0002382641226696422,0.017357700209194818,0.0034703198892092773
4.0,4.055185193354799,3.444671456951097,3.4657057493009256,4.056508519587116,4.040913501872172,0.0061063275881891865,0.00032632942004351406,0.003519368611330842,0.0010370408919348764,0.03327516480055264,0.01085664965884689
