component,sigma,damping_center_from_cg_m,damping_center_from_transom_m,damping_center_from_transom_over_beam,response_calibration_used
bem,1.4,0.07821054010160393,0.5456705401016039,1.7159450946591317,False
front,1.4,0.6219042788200282,1.0893642788200282,3.425673832767384,False
longitudinal_bin_aft_post_chine,1.4,-0.34782085964564297,0.11963914035435702,0.37622371180615416,False
longitudinal_bin_forward_post_chine,1.4,0.12591285249108103,0.5933728524910811,1.8659523663241542,False
longitudinal_bin_middle_post_chine,1.4,-0.11461741241787111,0.3528425875821289,1.1095678854783928,False
longitudinal_bin_pre_chine,1.4,0.36736316417327786,0.8348231641732778,2.6252300760165967,False
post_chine_bem,1.4,-0.07417409650843891,0.39328590349156106,1.2367481241872988,False
pre_chine_bem,1.4,0.36736316417327786,0.8348231641732778,2.6252300760165967,False
raw_bem,1.4,0.07821054010160393,0.5456705401016039,1.7159450946591317,False
resolved_station_bem,1.4,0.096964539841727,0.564424539841727,1.7749199366092046,False
total,1.4,0.13206918018522948,0.5995291801852295,1.8853118873749355,False
transom,1.4,nan,nan,nan,False
transom_extrapolation,1.4,-0.43160909885755727,0.035850901142442715,0.11273868283787017,False
