benchmark,source_row,coefficient,candidate_name,candidate_source_column,candidate_description,reference_value,candidate_value,abs_error,rel_error,tolerance,gate_error_ratio,status
ma2005_wigley_iii_coefficients,0,A33,current_default,computed_value,Current production matched-BIE pressure chain: time derivative + pressure gradient + end term.,1.0,10.186413296463698,9.186413296463698,9.186413296463698,0.15,61.24275530975799,FAIL
ma2005_wigley_iii_coefficients,0,A33,time_derivative_flipped_keep_gradient_end,matched_pressure_sign_candidate_time_derivative_flipped_keep_gradient_end_value,Flip only Eq. (30) time-derivative pressure contribution; keep pressure-gradient and end term unchanged.,1.0,-10.186413296463698,11.186413296463698,11.186413296463698,0.15,74.57608864309132,FAIL
ma2005_wigley_iii_coefficients,0,A33,pressure_gradient_flipped_keep_time_end,matched_pressure_sign_candidate_pressure_gradient_flipped_keep_time_end_value,Flip only Eq. (30) forward-speed pressure-gradient contribution; keep time pressure and end term unchanged.,1.0,10.186413296463698,9.186413296463698,9.186413296463698,0.15,61.24275530975799,FAIL
ma2005_wigley_iii_coefficients,0,A33,body_pressure_flipped_keep_end,matched_pressure_sign_candidate_body_pressure_flipped_keep_end_value,Flip the full Eq. (30) body-pressure contribution; keep Eq. (32) end term unchanged.,1.0,-10.186413296463698,11.186413296463698,11.186413296463698,0.15,74.57608864309132,FAIL
ma2005_wigley_iii_coefficients,0,A33,body_pressure_and_end_flipped,matched_pressure_sign_candidate_body_pressure_and_end_flipped_value,Flip Eq. (30) body pressure and the currently assembled end term together.,1.0,-10.186413296463698,11.186413296463698,11.186413296463698,0.15,74.57608864309132,FAIL
ma2005_wigley_iii_coefficients,0,A33,all_terms_flipped,matched_pressure_sign_candidate_all_terms_flipped_value,"Flip Eq. (30), Stokes body forward-speed diagnostic term, and end term together.",1.0,-10.186413296463698,11.186413296463698,11.186413296463698,0.15,74.57608864309132,FAIL
ma2005_wigley_iii_coefficients,1,B33,current_default,computed_value,Current production matched-BIE pressure chain: time derivative + pressure gradient + end term.,2.1,9.180428403990165,7.080428403990165,3.37163257332865,0.15,22.477550488857666,FAIL
ma2005_wigley_iii_coefficients,1,B33,time_derivative_flipped_keep_gradient_end,matched_pressure_sign_candidate_time_derivative_flipped_keep_gradient_end_value,Flip only Eq. (30) time-derivative pressure contribution; keep pressure-gradient and end term unchanged.,2.1,9.180428403990165,7.080428403990165,3.37163257332865,0.15,22.477550488857666,FAIL
ma2005_wigley_iii_coefficients,1,B33,pressure_gradient_flipped_keep_time_end,matched_pressure_sign_candidate_pressure_gradient_flipped_keep_time_end_value,Flip only Eq. (30) forward-speed pressure-gradient contribution; keep time pressure and end term unchanged.,2.1,-8.176412732216685,10.276412732216684,4.893529872484135,0.15,32.62353248322757,FAIL
ma2005_wigley_iii_coefficients,1,B33,body_pressure_flipped_keep_end,matched_pressure_sign_candidate_body_pressure_flipped_keep_end_value,Flip the full Eq. (30) body-pressure contribution; keep Eq. (32) end term unchanged.,2.1,-8.176412732216685,10.276412732216684,4.893529872484135,0.15,32.62353248322757,FAIL
ma2005_wigley_iii_coefficients,1,B33,body_pressure_and_end_flipped,matched_pressure_sign_candidate_body_pressure_and_end_flipped_value,Flip Eq. (30) body pressure and the currently assembled end term together.,2.1,-9.180428403990165,11.280428403990165,5.371632573328649,0.15,35.810883822190995,FAIL
ma2005_wigley_iii_coefficients,1,B33,all_terms_flipped,matched_pressure_sign_candidate_all_terms_flipped_value,"Flip Eq. (30), Stokes body forward-speed diagnostic term, and end term together.",2.1,-9.180428403990165,11.280428403990165,5.371632573328649,0.15,35.810883822190995,FAIL
ma2005_wigley_iii_coefficients,2,A35,current_default,computed_value,Current production matched-BIE pressure chain: time derivative + pressure gradient + end term.,-0.2,-2.700823452099381,2.5008234520993806,12.504117260496903,0.3,41.68039086832301,FAIL
ma2005_wigley_iii_coefficients,2,A35,time_derivative_flipped_keep_gradient_end,matched_pressure_sign_candidate_time_derivative_flipped_keep_gradient_end_value,Flip only Eq. (30) time-derivative pressure contribution; keep pressure-gradient and end term unchanged.,-0.2,-0.563328869319345,0.363328869319345,1.8166443465967248,0.3,6.055481155322417,FAIL
ma2005_wigley_iii_coefficients,2,A35,pressure_gradient_flipped_keep_time_end,matched_pressure_sign_candidate_pressure_gradient_flipped_keep_time_end_value,Flip only Eq. (30) forward-speed pressure-gradient contribution; keep time pressure and end term unchanged.,-0.2,0.38483719433739305,0.5848371943373931,2.9241859716869656,0.3,9.747286572289886,FAIL
ma2005_wigley_iii_coefficients,2,A35,body_pressure_flipped_keep_end,matched_pressure_sign_candidate_body_pressure_flipped_keep_end_value,Flip the full Eq. (30) body-pressure contribution; keep Eq. (32) end term unchanged.,-0.2,2.522331777117429,2.722331777117429,13.611658885587145,0.3,45.372196285290485,FAIL
ma2005_wigley_iii_coefficients,2,A35,body_pressure_and_end_flipped,matched_pressure_sign_candidate_body_pressure_and_end_flipped_value,Flip Eq. (30) body pressure and the currently assembled end term together.,-0.2,2.700823452099381,2.900823452099381,14.504117260496905,0.3,48.34705753498969,FAIL
ma2005_wigley_iii_coefficients,2,A35,all_terms_flipped,matched_pressure_sign_candidate_all_terms_flipped_value,"Flip Eq. (30), Stokes body forward-speed diagnostic term, and end term together.",-0.2,2.700823452099381,2.900823452099381,14.504117260496905,0.3,48.34705753498969,FAIL
ma2005_wigley_iii_coefficients,3,B35,current_default,computed_value,Current production matched-BIE pressure chain: time derivative + pressure gradient + end term.,0.13,6.54071631372756,6.41071631372756,49.31320241328892,0.3,164.37734137762976,FAIL
ma2005_wigley_iii_coefficients,3,B35,time_derivative_flipped_keep_gradient_end,matched_pressure_sign_candidate_time_derivative_flipped_keep_gradient_end_value,Flip only Eq. (30) time-derivative pressure contribution; keep pressure-gradient and end term unchanged.,0.13,-1.608414323443402,1.738414323443402,13.372417872641552,0.3,44.57472624213851,FAIL
ma2005_wigley_iii_coefficients,3,B35,pressure_gradient_flipped_keep_time_end,matched_pressure_sign_candidate_pressure_gradient_flipped_keep_time_end_value,Flip only Eq. (30) forward-speed pressure-gradient contribution; keep time pressure and end term unchanged.,0.13,2.788189840109461,2.6581898401094612,20.447614154688164,0.3,68.15871384896055,FAIL
ma2005_wigley_iii_coefficients,3,B35,body_pressure_flipped_keep_end,matched_pressure_sign_candidate_body_pressure_flipped_keep_end_value,Flip the full Eq. (30) body-pressure contribution; keep Eq. (32) end term unchanged.,0.13,-5.3609407970615015,5.490940797061501,42.238006131242315,0.3,140.79335377080773,FAIL
ma2005_wigley_iii_coefficients,3,B35,body_pressure_and_end_flipped,matched_pressure_sign_candidate_body_pressure_and_end_flipped_value,Flip Eq. (30) body pressure and the currently assembled end term together.,0.13,-6.54071631372756,6.67071631372756,51.31320241328892,0.3,171.04400804429642,FAIL
ma2005_wigley_iii_coefficients,3,B35,all_terms_flipped,matched_pressure_sign_candidate_all_terms_flipped_value,"Flip Eq. (30), Stokes body forward-speed diagnostic term, and end term together.",0.13,-6.54071631372756,6.67071631372756,51.31320241328892,0.3,171.04400804429642,FAIL
ma2005_wigley_iii_coefficients,4,A53,current_default,computed_value,Current production matched-BIE pressure chain: time derivative + pressure gradient + end term.,0.15,1.4179137618349493,1.2679137618349494,8.452758412232997,0.3,28.17586137410999,FAIL
ma2005_wigley_iii_coefficients,4,A53,time_derivative_flipped_keep_gradient_end,matched_pressure_sign_candidate_time_derivative_flipped_keep_gradient_end_value,Flip only Eq. (30) time-derivative pressure contribution; keep pressure-gradient and end term unchanged.,0.15,-1.4179137618349493,1.5679137618349492,10.452758412232996,0.3,34.84252804077665,FAIL
ma2005_wigley_iii_coefficients,4,A53,pressure_gradient_flipped_keep_time_end,matched_pressure_sign_candidate_pressure_gradient_flipped_keep_time_end_value,Flip only Eq. (30) forward-speed pressure-gradient contribution; keep time pressure and end term unchanged.,0.15,1.4179137618349493,1.2679137618349494,8.452758412232997,0.3,28.17586137410999,FAIL
ma2005_wigley_iii_coefficients,4,A53,body_pressure_flipped_keep_end,matched_pressure_sign_candidate_body_pressure_flipped_keep_end_value,Flip the full Eq. (30) body-pressure contribution; keep Eq. (32) end term unchanged.,0.15,-1.4179137618349493,1.5679137618349492,10.452758412232996,0.3,34.84252804077665,FAIL
ma2005_wigley_iii_coefficients,4,A53,body_pressure_and_end_flipped,matched_pressure_sign_candidate_body_pressure_and_end_flipped_value,Flip Eq. (30) body pressure and the currently assembled end term together.,0.15,-1.4179137618349493,1.5679137618349492,10.452758412232996,0.3,34.84252804077665,FAIL
ma2005_wigley_iii_coefficients,4,A53,all_terms_flipped,matched_pressure_sign_candidate_all_terms_flipped_value,"Flip Eq. (30), Stokes body forward-speed diagnostic term, and end term together.",0.15,-1.4179137618349493,1.5679137618349492,10.452758412232996,0.3,34.84252804077665,FAIL
ma2005_wigley_iii_coefficients,5,B53,current_default,computed_value,Current production matched-BIE pressure chain: time derivative + pressure gradient + end term.,-0.1,-0.2520619032065345,0.15206190320653448,1.5206190320653448,0.3,5.068730106884483,FAIL
ma2005_wigley_iii_coefficients,5,B53,time_derivative_flipped_keep_gradient_end,matched_pressure_sign_candidate_time_derivative_flipped_keep_gradient_end_value,Flip only Eq. (30) time-derivative pressure contribution; keep pressure-gradient and end term unchanged.,-0.1,-0.2520619032065345,0.15206190320653448,1.5206190320653448,0.3,5.068730106884483,FAIL
ma2005_wigley_iii_coefficients,5,B53,pressure_gradient_flipped_keep_time_end,matched_pressure_sign_candidate_pressure_gradient_flipped_keep_time_end_value,Flip only Eq. (30) forward-speed pressure-gradient contribution; keep time pressure and end term unchanged.,-0.1,0.7289693472989383,0.8289693472989382,8.289693472989383,0.3,27.632311576631274,FAIL
ma2005_wigley_iii_coefficients,5,B53,body_pressure_flipped_keep_end,matched_pressure_sign_candidate_body_pressure_flipped_keep_end_value,Flip the full Eq. (30) body-pressure contribution; keep Eq. (32) end term unchanged.,-0.1,0.7289693472989383,0.8289693472989382,8.289693472989383,0.3,27.632311576631274,FAIL
ma2005_wigley_iii_coefficients,5,B53,body_pressure_and_end_flipped,matched_pressure_sign_candidate_body_pressure_and_end_flipped_value,Flip Eq. (30) body pressure and the currently assembled end term together.,-0.1,0.2520619032065345,0.3520619032065345,3.520619032065345,0.3,11.735396773551152,FAIL
ma2005_wigley_iii_coefficients,5,B53,all_terms_flipped,matched_pressure_sign_candidate_all_terms_flipped_value,"Flip Eq. (30), Stokes body forward-speed diagnostic term, and end term together.",-0.1,4.326627221792016,4.426627221792016,44.266272217920154,0.3,147.55424072640054,FAIL
ma2005_wigley_iii_coefficients,6,A55,current_default,computed_value,Current production matched-BIE pressure chain: time derivative + pressure gradient + end term.,0.063,0.15985084398825308,0.09685084398825308,1.5373149839405251,0.15,10.248766559603501,FAIL
ma2005_wigley_iii_coefficients,6,A55,time_derivative_flipped_keep_gradient_end,matched_pressure_sign_candidate_time_derivative_flipped_keep_gradient_end_value,Flip only Eq. (30) time-derivative pressure contribution; keep pressure-gradient and end term unchanged.,0.063,0.04179867857697562,0.02120132142302438,0.3365289114765775,0.15,2.2435260765105167,FAIL
ma2005_wigley_iii_coefficients,6,A55,pressure_gradient_flipped_keep_time_end,matched_pressure_sign_candidate_pressure_gradient_flipped_keep_time_end_value,Flip only Eq. (30) forward-speed pressure-gradient contribution; keep time pressure and end term unchanged.,0.063,-0.23256165621393687,0.2955616562139369,4.6914548605386805,0.15,31.276365736924536,FAIL
ma2005_wigley_iii_coefficients,6,A55,body_pressure_flipped_keep_end,matched_pressure_sign_candidate_body_pressure_flipped_keep_end_value,Flip the full Eq. (30) body-pressure contribution; keep Eq. (32) end term unchanged.,0.063,-0.3506138216252143,0.4136138216252143,6.565298755955783,0.15,43.768658373038555,FAIL
ma2005_wigley_iii_coefficients,6,A55,body_pressure_and_end_flipped,matched_pressure_sign_candidate_body_pressure_and_end_flipped_value,Flip Eq. (30) body pressure and the currently assembled end term together.,0.063,-0.15985084398825308,0.22285084398825308,3.537314983940525,0.15,23.582099892936835,FAIL
ma2005_wigley_iii_coefficients,6,A55,all_terms_flipped,matched_pressure_sign_candidate_all_terms_flipped_value,"Flip Eq. (30), Stokes body forward-speed diagnostic term, and end term together.",0.063,-1.7896769714224452,1.8526769714224451,29.407570974959448,0.15,196.0504731663963,FAIL
ma2005_wigley_iii_coefficients,7,B55,current_default,computed_value,Current production matched-BIE pressure chain: time derivative + pressure gradient + end term.,0.09,1.8587112677390107,1.7687112677390107,19.652347419322343,0.15,131.01564946214893,FAIL
ma2005_wigley_iii_coefficients,7,B55,time_derivative_flipped_keep_gradient_end,matched_pressure_sign_candidate_time_derivative_flipped_keep_gradient_end_value,Flip only Eq. (30) time-derivative pressure contribution; keep pressure-gradient and end term unchanged.,0.09,0.7243802582710507,0.6343802582710507,7.048669536345008,0.15,46.99113024230005,FAIL
ma2005_wigley_iii_coefficients,7,B55,pressure_gradient_flipped_keep_time_end,matched_pressure_sign_candidate_pressure_gradient_flipped_keep_time_end_value,Flip only Eq. (30) forward-speed pressure-gradient contribution; keep time pressure and end term unchanged.,0.09,-0.1639868878546724,0.2539868878546724,2.822076531718582,0.15,18.813843544790547,FAIL
ma2005_wigley_iii_coefficients,7,B55,body_pressure_flipped_keep_end,matched_pressure_sign_candidate_body_pressure_flipped_keep_end_value,Flip the full Eq. (30) body-pressure contribution; keep Eq. (32) end term unchanged.,0.09,-1.2983178973226324,1.3883178973226324,15.425754414695916,0.15,102.83836276463944,FAIL
ma2005_wigley_iii_coefficients,7,B55,body_pressure_and_end_flipped,matched_pressure_sign_candidate_body_pressure_and_end_flipped_value,Flip Eq. (30) body pressure and the currently assembled end term together.,0.09,-1.8587112677390107,1.9487112677390108,21.652347419322343,0.15,144.34898279548227,FAIL
ma2005_wigley_iii_coefficients,7,B55,all_terms_flipped,matched_pressure_sign_candidate_all_terms_flipped_value,"Flip Eq. (30), Stokes body forward-speed diagnostic term, and end term together.",0.09,-2.286210184295018,2.376210184295018,26.402335381055753,0.15,176.01556920703837,FAIL
