benchmark,candidate_name,candidate_order,use_free_surface_marching,time_step_scale,free_surface_substeps_per_station,free_surface_velocity_scale,history_rhs_scale,row_count,pass_count,fail_count,pass_fraction,median_gate_error_ratio,max_gate_error_ratio,median_gate_ratio_delta_vs_current,max_gate_ratio_delta_vs_current,improved_row_count,worsened_row_count,median_heave_free_surface_potential_norm_max,median_selected_body_pressure_to_body_potential_gain_max,median_selected_forward_to_time_norm_ratio_max,max_abs_selected_pressure_gradient_component_value,candidate_gate_status,gate_role,path_diagnostic_status
ma2005_wigley_iii_coefficients,free_surface_marching_disabled,1,False,1.0,1,1.0,1.0,8,1,7,0.125,5.552419547530057,21.47855698434921,-31.675583885869077,2.3941947537560413,7,1,0.0,80126.21759440997,25.034816726721616,0.5170103152094885,FAIL,diagnostic_free_surface_marching_candidate_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,free_surface_velocity_zero,2,True,1.0,1,0.0,1.0,8,1,7,0.125,5.552419547530057,21.47855698434921,-31.675583885869077,2.3941947537560413,7,1,0.0,80126.21759440997,25.034816726721616,0.5170103152094885,FAIL,diagnostic_free_surface_marching_candidate_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,free_surface_time_step_quarter,6,True,0.25,1,1.0,1.0,8,0,8,0.0,10.387974273347055,61.17456420813217,-27.448390351555396,50.925797648528665,6,2,0.7236270097546267,80182.37297077352,25.052406949659762,3.2807872280453254,FAIL,diagnostic_free_surface_marching_candidate_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,free_surface_velocity_half,3,True,1.0,1,0.5,1.0,8,0,8,0.0,55.31715447282338,145.9648177720744,4.949757133536904,135.71605121247092,4,4,2.6111658146950036,80619.6247077489,25.189344646148065,12.023499487227694,FAIL,diagnostic_free_surface_marching_candidate_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,free_surface_time_step_half,4,True,0.5,1,1.0,1.0,8,0,8,0.0,35.49412052428432,146.8927317762308,-6.392965628814852,136.6439652166273,5,3,1.9033475109953855,80368.71033215788,25.11076453777639,9.393656604132644,FAIL,diagnostic_free_surface_marching_candidate_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,current_marching,0,True,1.0,1,1.0,1.0,8,0,8,0.0,34.9281261212165,164.37734137762976,0.0,0.0,0,0,3.7107657464406896,81110.23671004137,25.342995739195914,8.678420568103425,FAIL,diagnostic_free_surface_marching_candidate_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,outer_history_rhs_disabled,8,True,1.0,1,1.0,0.0,8,0,8,0.0,34.55098135643255,164.59049965212154,-0.052321111990288216,2.257209365268233,4,4,3.700053560454694,81104.03025596551,25.341055007614102,8.566435538191964,FAIL,diagnostic_free_surface_marching_candidate_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,free_surface_two_substeps_per_station,5,True,1.0,2,1.0,1.0,8,0,8,0.0,36.03277536644945,165.8416029788265,0.8114868979177192,4.215170195818274,2,6,3.7823994380245987,81064.37953696138,25.32886428334284,8.912165422573349,FAIL,diagnostic_free_surface_marching_candidate_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,free_surface_velocity_flipped,7,True,1.0,1,-1.0,1.0,8,0,8,0.0,4848.865290001946,17585.49634836907,4745.836423878969,17575.247581809468,0,8,419.4946620489409,79131.06221038022,24.72314467248038,712.3730647136725,FAIL,diagnostic_free_surface_marching_candidate_not_hard_gate,INFO
