benchmark,source_row,hull,speed_case,omega_e_sqrt_l_over_g,coefficient,candidate_name,candidate_order,candidate_description,candidate_is_current_default,candidate_recomputed_matched_bie,free_surface_normal_derivative_source,reference_value,computed_value,raw_computed_value,raw_to_reference_raw_ratio,abs_error,rel_error,tolerance,near_zero_abs_tolerance,effective_abs_tolerance,gate_error_ratio,current_default_gate_error_ratio,gate_ratio_delta_vs_current,error_metric,candidate_gate_status,matched_heave_free_surface_potential_norm_max,matched_pitch_free_surface_potential_norm_max,matched_heave_inner_free_surface_normal_derivative_norm_max,matched_pitch_inner_free_surface_normal_derivative_norm_max,matched_heave_free_surface_potential_increment_to_normal_derivative_gain_max,matched_heave_free_surface_potential_increment_normal_derivative_phase_deg_median,matched_selected_body_pressure_to_body_potential_gain_max,matched_selected_body_pressure_forward_to_time_norm_ratio_max,matched_selected_pressure_gradient_component_value,provider_route,provider_formulation,gate_role
ma2005_wigley_iii_coefficients,0,wigley_iii,Fn0.4,1.0,A33,current_raw,0,Current default: propagate the raw BIE-solved inner free-surface normal derivative.,True,False,raw,1.0,10.186413296463698,814.4037430522727,10.186413296463698,9.186413296463698,9.186413296463698,0.15,0.0,0.15,61.24275530975799,61.24275530975799,0.0,relative,FAIL,2.1204375693946798,2.6504447470662806,6.351332406001052,8.316539770475604,0.4722992045862161,180.0,82303.6654461855,44.4002565596761,0.0,matched_bie_station_sweep,matched_bie,diagnostic_free_surface_normal_derivative_source_candidate_not_hard_gate
ma2005_wigley_iii_coefficients,0,wigley_iii,Fn0.4,1.0,A33,real_part_only,1,Propagate only the real part of the BIE-solved free-surface normal derivative.,False,True,real_part_only,1.0,1.0618114311293338,84.89182391879024,1.0618114311293338,0.06181143112933385,0.06181143112933385,0.15,0.0,0.15,0.41207620752889235,61.24275530975799,-60.8306791022291,relative,PASS,0.0,2.544525083273616,1.3673063829313685,7.650568876487869,0.0,,81308.97691987967,43.86337930891827,0.0,matched_bie_station_sweep,matched_bie,diagnostic_free_surface_normal_derivative_source_candidate_not_hard_gate
ma2005_wigley_iii_coefficients,0,wigley_iii,Fn0.4,1.0,A33,imaginary_part_only,2,Propagate only the imaginary/quadrature part of the BIE-solved free-surface normal derivative.,False,True,imaginary_part_only,1.0,10.186413296463698,814.4037430522727,10.186413296463698,9.186413296463698,9.186413296463698,0.15,0.0,0.15,61.24275530975799,61.24275530975799,0.0,relative,FAIL,2.1204375693946798,0.9174726956597792,6.351332406001052,4.521677727053586,0.4722992045862161,180.0,82303.6654461855,44.4002565596761,0.0,matched_bie_station_sweep,matched_bie,diagnostic_free_surface_normal_derivative_source_candidate_not_hard_gate
ma2005_wigley_iii_coefficients,0,wigley_iii,Fn0.4,1.0,A33,phase_lead_90,3,Rotate the BIE-solved free-surface normal derivative by +90 degrees before marching.,False,True,phase_lead_90,1.0,38.49941204738021,3078.0279931880477,38.49941204738021,37.49941204738021,37.49941204738021,0.15,0.0,0.15,249.99608031586808,61.24275530975799,188.7533250061101,relative,FAIL,8.439387774794929,13.368718810520841,20.840660535874115,69.72596876534477,0.11958796820772963,-66.67141524999836,81313.30161323014,43.870626891690506,22.931318335470092,matched_bie_station_sweep,matched_bie,diagnostic_free_surface_normal_derivative_source_candidate_not_hard_gate
ma2005_wigley_iii_coefficients,0,wigley_iii,Fn0.4,1.0,A33,phase_lag_90,4,Rotate the BIE-solved free-surface normal derivative by -90 degrees before marching.,False,True,phase_lag_90,1.0,-14.984778487930544,-1198.033040110047,-14.984778487930544,15.984778487930544,15.984778487930544,0.15,0.0,0.15,106.56518991953696,61.24275530975799,45.32243460977897,relative,FAIL,8.439387774794929,15.276906723861664,20.840660535874115,53.71339971851082,0.11958796820772963,66.67141524999836,81331.50675083968,43.870626891690506,-22.931318335470092,matched_bie_station_sweep,matched_bie,diagnostic_free_surface_normal_derivative_source_candidate_not_hard_gate
ma2005_wigley_iii_coefficients,0,wigley_iii,Fn0.4,1.0,A33,body_velocity_norm_normalized,5,Keep the BIE-solved phase pattern but scale its norm to the local body normal-velocity norm.,False,True,body_velocity_norm_normalized,1.0,19.866529688884818,1588.3290486263413,19.866529688884818,18.866529688884818,18.866529688884818,0.15,0.0,0.15,125.77686459256546,61.24275530975799,64.53410928280746,relative,FAIL,4.4346191085225515,4.3126618309567375,11.105598562435954,10.660349162724762,0.9976507009103112,180.0,86669.60717139358,46.75671037288517,0.0,matched_bie_station_sweep,matched_bie,diagnostic_free_surface_normal_derivative_source_candidate_not_hard_gate
ma2005_wigley_iii_coefficients,1,wigley_iii,Fn0.4,2.0,B33,current_raw,0,Current default: propagate the raw BIE-solved inner free-surface normal derivative.,True,False,raw,2.1,9.180428403990165,1327.03117789732,4.371632573328649,7.080428403990165,3.37163257332865,0.15,0.0,0.315,22.477550488857666,22.477550488857666,0.0,relative,FAIL,4.2408751387893595,2.951974955441217,12.702664812002103,11.03118530582235,0.4722992045862161,180.0,82366.23372191955,22.20012827983805,8.678420568103425,matched_bie_station_sweep,matched_bie,diagnostic_free_surface_normal_derivative_source_candidate_not_hard_gate
ma2005_wigley_iii_coefficients,1,wigley_iii,Fn0.4,2.0,B33,real_part_only,1,Propagate only the real part of the BIE-solved free-surface normal derivative.,False,True,real_part_only,2.1,0.054540086570736356,7.883771011506231,0.02597146979558874,2.045459913429264,0.9740285302044114,0.15,0.0,0.315,6.493523534696076,22.477550488857666,-15.98402695416159,relative,FAIL,0.0,2.544525083273616,2.734612765862737,7.736828015626094,0.0,,81372.31002874242,21.931689654459134,-4.565936634333696e-05,matched_bie_station_sweep,matched_bie,diagnostic_free_surface_normal_derivative_source_candidate_not_hard_gate
ma2005_wigley_iii_coefficients,1,wigley_iii,Fn0.4,2.0,B33,imaginary_part_only,2,Propagate only the imaginary/quadrature part of the BIE-solved free-surface normal derivative.,False,True,imaginary_part_only,2.1,9.180428403990165,1327.03117789732,4.371632573328649,7.080428403990165,3.37163257332865,0.15,0.0,0.315,22.477550488857666,22.477550488857666,0.0,relative,FAIL,4.2408751387893595,1.8349453913195584,12.702664812002103,9.037941776622667,0.4722992045862161,180.0,82366.23372191955,22.20012827983805,8.678420568103425,matched_bie_station_sweep,matched_bie,diagnostic_free_surface_normal_derivative_source_candidate_not_hard_gate
ma2005_wigley_iii_coefficients,1,wigley_iii,Fn0.4,2.0,B33,phase_lead_90,3,Rotate the BIE-solved free-surface normal derivative by +90 degrees before marching.,False,True,phase_lead_90,2.1,34.87255073209307,5040.828165947003,16.605976539091937,32.772550732093066,15.605976539091936,0.15,0.0,0.315,104.03984359394624,22.477550488857666,81.56229310508857,relative,FAIL,16.878775549589857,21.49109810540597,41.68132107174823,124.98921813917664,0.11958796820772963,-66.67141524999836,81367.5343447343,21.935313445845253,46.94817561311059,matched_bie_station_sweep,matched_bie,diagnostic_free_surface_normal_derivative_source_candidate_not_hard_gate
ma2005_wigley_iii_coefficients,1,wigley_iii,Fn0.4,2.0,B33,phase_lag_90,4,Rotate the BIE-solved free-surface normal derivative by -90 degrees before marching.,False,True,phase_lag_90,2.1,86.4359369959061,12494.317066345338,41.15996999805052,84.33593699590611,40.15996999805053,0.15,0.0,0.315,267.73313332033683,22.477550488857666,245.25558283147916,relative,FAIL,16.878775549589857,23.899576787168762,41.68132107174823,108.02380214171346,0.11958796820772963,66.67141524999836,81403.91629139843,21.935313445845253,46.94817561311059,matched_bie_station_sweep,matched_bie,diagnostic_free_surface_normal_derivative_source_candidate_not_hard_gate
ma2005_wigley_iii_coefficients,1,wigley_iii,Fn0.4,2.0,B33,body_velocity_norm_normalized,5,Keep the BIE-solved phase pattern but scale its norm to the local body normal-velocity norm.,False,True,body_velocity_norm_normalized,2.1,44.63326279597489,6451.739362816629,21.253934664749945,42.53326279597489,20.25393466474995,0.15,0.0,0.315,135.026231098333,22.477550488857666,112.54868060947533,relative,FAIL,8.869238217045103,3.622543245248978,22.21119712487191,12.660292832470738,0.9976507009103112,180.0,86729.02581546691,23.378355186442587,37.052369289482456,matched_bie_station_sweep,matched_bie,diagnostic_free_surface_normal_derivative_source_candidate_not_hard_gate
ma2005_wigley_iii_coefficients,2,wigley_iii,Fn0.4,1.5,A35,current_raw,0,Current default: propagate the raw BIE-solved inner free-surface normal derivative.,True,False,raw,-0.2,-2.700823452099381,-647.7925049860365,13.504117260496903,2.5008234520993806,12.504117260496903,0.3,0.0,0.06,41.68039086832301,41.68039086832301,0.0,relative,FAIL,3.1806563540920196,2.777981778464992,9.526998609001579,9.271699036964897,0.47229920458621644,180.0,79214.91136997481,28.485863198553776,-1.5428303232183869,matched_bie_station_sweep,matched_bie,diagnostic_free_surface_normal_derivative_source_candidate_not_hard_gate
ma2005_wigley_iii_coefficients,2,wigley_iii,Fn0.4,1.5,A35,real_part_only,1,Propagate only the real part of the BIE-solved free-surface normal derivative.,False,True,real_part_only,-0.2,-1.6320765632388576,-391.45356369284,8.160382816194288,1.4320765632388577,7.160382816194288,0.3,0.0,0.06,23.86794272064763,41.68039086832301,-17.81244814767538,relative,FAIL,0.0,2.544525083273616,2.0509595743970523,7.686627823988,0.0,,78491.20139990537,28.22748615905551,-1.5428303232183869,matched_bie_station_sweep,matched_bie,diagnostic_free_surface_normal_derivative_source_candidate_not_hard_gate
ma2005_wigley_iii_coefficients,2,wigley_iii,Fn0.4,1.5,A35,imaginary_part_only,2,Propagate only the imaginary/quadrature part of the BIE-solved free-surface normal derivative.,False,True,imaginary_part_only,-0.2,-1.078443306780371,-258.66462713127197,5.392216533901854,0.878443306780371,4.392216533901855,0.3,0.0,0.06,14.64072177967285,41.68039086832301,-27.039669088650157,relative,FAIL,3.1806563540920196,1.3762090434896692,9.526998609001579,6.779509225473931,0.47229920458621644,180.0,78974.30325382053,28.39713556931117,8.11722068329172e-06,matched_bie_station_sweep,matched_bie,diagnostic_free_surface_normal_derivative_source_candidate_not_hard_gate
ma2005_wigley_iii_coefficients,2,wigley_iii,Fn0.4,1.5,A35,phase_lead_90,3,Rotate the BIE-solved free-surface normal derivative by +90 degrees before marching.,False,True,phase_lead_90,-0.2,-12.301460921382395,-2950.505401993568,61.50730460691197,12.101460921382396,60.50730460691197,0.3,0.0,0.06,201.69101535637327,41.68039086832301,160.01062448805027,relative,FAIL,12.659081662192396,17.15873045303017,31.2609908038112,97.09608171056942,0.11958796820772957,-66.67141524999835,78262.1939405424,28.147871650716485,-10.678196882265915,matched_bie_station_sweep,matched_bie,diagnostic_free_surface_normal_derivative_source_candidate_not_hard_gate
