benchmark,candidate_name,candidate_order,time_derivative_pressure_scale,forward_speed_pressure_gradient_scale,stokes_body_forward_speed_scale,end_contour_scale,row_count,pass_count,fail_count,pass_fraction,median_gate_error_ratio,max_gate_error_ratio,median_gate_ratio_delta_vs_current,max_gate_ratio_delta_vs_current,improved_row_count,worsened_row_count,median_time_derivative_contribution_value,median_forward_speed_pressure_gradient_contribution_value,median_stokes_body_forward_speed_contribution_value,median_end_contour_contribution_value,max_abs_current_force_closure_residual_value,candidate_gate_status,gate_role,path_diagnostic_status
ma2005_wigley_iii_coefficients,gradient_flipped_keep_time_end,4,1.0,-1.0,0.0,1.0,8,0,8,0.0,29.726113555517262,68.15871384896055,0.0,22.56358146974679,3,3,0.3130957937198094,-0.09810312505054748,0.0,0.11922686102310094,0.0,FAIL,diagnostic_eq30_pressure_balance_candidate_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,time_flipped_keep_gradient_end,8,-1.0,1.0,0.0,1.0,8,0,8,0.0,28.660039264817158,74.57608864309132,-4.002620241546491,13.333333333333336,5,2,-0.3130957937198094,0.09810312505054748,0.0,0.11922686102310094,0.0,FAIL,diagnostic_eq30_pressure_balance_candidate_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,time_removed_keep_gradient_end,7,0.0,1.0,0.0,1.0,8,0,8,0.0,14.572108577762167,89.00338985222449,-21.327491448638476,0.0,7,0,0.0,0.09810312505054748,0.0,0.11922686102310094,0.0,FAIL,diagnostic_eq30_pressure_balance_candidate_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,time_only_no_gradient_no_end,1,1.0,0.0,0.0,0.0,8,1,7,0.125,21.327491448638476,101.1427004765508,-12.81956501659242,0.0,6,0,0.3130957937198094,0.0,0.0,0.0,0.0,FAIL,diagnostic_eq30_pressure_balance_candidate_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,time_half_keep_gradient_end,9,0.5,1.0,0.0,1.0,8,0,8,0.0,24.882797405201664,112.1393244726877,-12.330412390985902,0.0,7,0,0.1565478968599047,0.09810312505054748,0.0,0.11922686102310094,0.0,FAIL,diagnostic_eq30_pressure_balance_candidate_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,gradient_removed_keep_time_end,3,1.0,0.0,0.0,1.0,8,0,8,0.0,22.071206761063277,116.26802761329515,-8.702279745836357,6.213060627988914,4,2,0.3130957937198094,0.0,0.0,0.11922686102310094,0.0,FAIL,diagnostic_eq30_pressure_balance_candidate_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,end_flipped_keep_pressure,11,1.0,1.0,0.0,-1.0,8,0,8,0.0,34.57042732916452,134.1266871041411,-1.4874306248496012,20.186558480101716,4,2,0.3130957937198094,0.09810312505054748,0.0,-0.11922686102310094,0.0,FAIL,diagnostic_eq30_pressure_balance_candidate_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,gradient_half_keep_time_end,5,1.0,0.5,0.0,1.0,8,1,7,0.125,28.49966644113989,140.32268449546248,-11.486584702614103,0.0,6,0,0.3130957937198094,0.04905156252527374,0.0,0.11922686102310094,0.0,FAIL,diagnostic_eq30_pressure_balance_candidate_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,time_plus_gradient_no_end,2,1.0,1.0,0.0,0.0,8,0,8,0.0,34.1844108087917,149.25201424088544,-0.7437153124248006,10.093279240050856,4,2,0.3130957937198094,0.09810312505054748,0.0,0.0,0.0,FAIL,diagnostic_eq30_pressure_balance_candidate_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,time_plus_stokes_plus_end,12,1.0,0.0,1.0,1.0,8,0,8,0.0,74.50512233999663,161.95457368479902,-8.702279745836357,151.70580712519552,4,2,0.3130957937198094,0.0,0.0,0.11922686102310094,0.0,FAIL,diagnostic_eq30_pressure_balance_candidate_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,current_default,0,1.0,1.0,0.0,1.0,8,0,8,0.0,34.9281261212165,164.37734137762976,0.0,0.0,2,0,0.3130957937198094,0.09810312505054748,0.0,0.11922686102310094,0.0,FAIL,diagnostic_eq30_pressure_balance_candidate_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,all_terms_include_stokes,13,1.0,1.0,1.0,1.0,8,0,8,0.0,101.06516468474592,182.71713983306302,0.0,172.46837327345952,0,3,0.3130957937198094,0.09810312505054748,0.0,0.11922686102310094,0.0,FAIL,diagnostic_eq30_pressure_balance_candidate_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,gradient_double_keep_time_end,6,1.0,2.0,0.0,1.0,8,0,8,0.0,55.63542364232914,212.48665514196438,23.23820243428523,74.91474650346976,0,6,0.3130957937198094,0.19620625010109496,0.0,0.11922686102310094,0.0,FAIL,diagnostic_eq30_pressure_balance_candidate_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,time_double_keep_gradient_end,10,2.0,1.0,0.0,1.0,8,0,8,0.0,59.588950903188305,268.8533751875139,24.66082478197181,104.47603380988414,1,6,0.6261915874396188,0.09810312505054748,0.0,0.11922686102310094,0.0,FAIL,diagnostic_eq30_pressure_balance_candidate_not_hard_gate,INFO
