benchmark,source_row,hull,speed_case,omega_e_sqrt_l_over_g,coefficient,candidate_name,candidate_order,candidate_description,candidate_is_current_default,candidate_recomputed_matched_bie,known_potential_rhs_scale,unknown_normal_column_scale,reference_value,computed_value,raw_computed_value,raw_to_reference_raw_ratio,abs_error,rel_error,tolerance,near_zero_abs_tolerance,effective_abs_tolerance,gate_error_ratio,current_default_gate_error_ratio,gate_ratio_delta_vs_current,error_metric,candidate_gate_status,matched_heave_free_surface_potential_norm_max,matched_pitch_free_surface_potential_norm_max,matched_heave_inner_free_surface_normal_derivative_norm_max,matched_pitch_inner_free_surface_normal_derivative_norm_max,matched_heave_free_surface_potential_increment_to_normal_derivative_gain_max,matched_heave_free_surface_potential_increment_normal_derivative_phase_deg_median,matched_selected_body_pressure_to_body_potential_gain_max,matched_selected_body_pressure_forward_to_time_norm_ratio_max,matched_selected_pressure_gradient_component_value,provider_route,provider_formulation,gate_role,failure_reason
ma2005_wigley_iii_coefficients,0,wigley_iii,Fn0.4,1.0,A33,current_default,0,Current default: Eq.23 keeps -A_free*phi_free on the RHS and -B_free*phi_n_free in the unknown columns.,True,False,1.0,1.0,1.0,10.186413296463698,814.4037430522727,10.186413296463698,9.186413296463698,9.186413296463698,0.15,0.0,0.15,61.24275530975799,61.24275530975799,0.0,relative,FAIL,2.1204375693946798,2.6504447470662806,6.351332406001052,8.316539770475604,0.4722992045862161,180.0,82303.6654461855,44.4002565596761,0.0,matched_bie_station_sweep,matched_bie,diagnostic_inner_free_surface_block_coupling_candidate_not_hard_gate,
ma2005_wigley_iii_coefficients,0,wigley_iii,Fn0.4,1.0,A33,known_phi_free_rhs_removed,1,Diagnostic candidate that removes only the known inner-free-surface potential RHS contribution.,False,True,0.0,1.0,1.0,1.0618114311293338,84.89182391879024,1.0618114311293338,0.06181143112933385,0.06181143112933385,0.15,0.0,0.15,0.41207620752889235,61.24275530975799,-60.8306791022291,relative,PASS,7.712367148705232,9.525155920137879,1.3673063829313685,1.640767659521705,4.417463863516998,180.0,81308.97691987967,43.86337930891827,0.0,matched_bie_station_sweep,matched_bie,diagnostic_inner_free_surface_block_coupling_candidate_not_hard_gate,
ma2005_wigley_iii_coefficients,0,wigley_iii,Fn0.4,1.0,A33,known_phi_free_rhs_flipped,2,Diagnostic candidate that reverses only the known inner-free-surface potential RHS sign.,False,True,-1.0,1.0,1.0,-102.10751715241123,-8163.4959963352785,-102.10751715241123,103.10751715241123,103.10751715241123,0.15,0.0,0.15,687.3834476827416,61.24275530975799,626.1406923729836,relative,FAIL,239.71123545653762,368.0182630474804,1523.278082470245,2339.9355103435023,0.09251611717212903,180.0,80303.05474006016,43.320435287380654,0.0,matched_bie_station_sweep,matched_bie,diagnostic_inner_free_surface_block_coupling_candidate_not_hard_gate,
ma2005_wigley_iii_coefficients,0,wigley_iii,Fn0.4,1.0,A33,unknown_phi_n_free_column_removed,3,Diagnostic candidate that removes only the unknown inner-free-surface normal-derivative column.,False,False,1.0,0.0,1.0,,,,,,0.15,,,,61.24275530975799,,exception,FAIL,,,,,,,,,,,,diagnostic_inner_free_surface_block_coupling_candidate_not_hard_gate,Singular matrix
ma2005_wigley_iii_coefficients,0,wigley_iii,Fn0.4,1.0,A33,unknown_phi_n_free_column_flipped,4,Diagnostic candidate that reverses only the unknown inner-free-surface normal-derivative column sign.,False,True,1.0,-1.0,1.0,-102.10751715241123,-8163.4959963352785,-102.10751715241123,103.10751715241123,103.10751715241123,0.15,0.0,0.15,687.3834476827416,61.24275530975799,626.1406923729836,relative,FAIL,239.71123545653762,368.0182630474804,1523.278082470245,2339.9355103435023,0.09251611717212903,180.0,80303.05474006016,43.320435287380654,0.0,matched_bie_station_sweep,matched_bie,diagnostic_inner_free_surface_block_coupling_candidate_not_hard_gate,
ma2005_wigley_iii_coefficients,0,wigley_iii,Fn0.4,1.0,A33,both_free_blocks_removed,5,Diagnostic candidate that removes both Eq.23 inner-free-surface coupling blocks.,False,False,0.0,0.0,1.0,,,,,,0.15,,,,61.24275530975799,,exception,FAIL,,,,,,,,,,,,diagnostic_inner_free_surface_block_coupling_candidate_not_hard_gate,Singular matrix
ma2005_wigley_iii_coefficients,0,wigley_iii,Fn0.4,1.0,A33,known_phi_free_rhs_one_over_2pi,6,Diagnostic candidate that applies the canonical 1/(2*pi) BIE normalization only to the known A_free*phi_free RHS block.,False,True,0.15915494309189535,1.0,1.0,3.8872416582289704,310.7849705754062,3.8872416582289704,2.8872416582289704,2.8872416582289704,0.15,0.0,0.15,19.24827772152647,61.24275530975799,-41.99447758823152,relative,FAIL,5.297928695281215,6.448324609445246,3.2173159637426063,3.931723325983839,0.5054440083580103,180.0,81468.04034322333,43.94923307725225,0.0,matched_bie_station_sweep,matched_bie,diagnostic_inner_free_surface_block_coupling_candidate_not_hard_gate,
ma2005_wigley_iii_coefficients,0,wigley_iii,Fn0.4,1.0,A33,unknown_phi_n_free_column_one_over_2pi,7,Diagnostic candidate that applies the canonical 1/(2*pi) BIE normalization only to the unknown B_free*phi_n_free column block.,False,True,1.0,0.15915494309189535,1.0,8.861623174607198,708.4867728098455,8.861623174607198,7.861623174607198,7.861623174607198,0.15,0.0,0.15,52.41082116404799,61.24275530975799,-8.831934145710001,relative,FAIL,3.4121135672316516,4.117276349272369,45.96545451289424,55.26187576422254,0.14750844801035995,180.0,87369.2970016788,47.134352551556944,0.0,matched_bie_station_sweep,matched_bie,diagnostic_inner_free_surface_block_coupling_candidate_not_hard_gate,
ma2005_wigley_iii_coefficients,0,wigley_iii,Fn0.4,1.0,A33,both_free_blocks_one_over_2pi,8,Diagnostic candidate that applies the canonical 1/(2*pi) BIE normalization to both inner-free-surface Eq.23 blocks.,False,True,0.15915494309189535,0.15915494309189535,1.0,10.186413296463696,814.4037430522726,10.186413296463696,9.186413296463696,9.186413296463696,0.15,0.0,0.15,61.242755309757975,61.24275530975799,-1.4210854715202004e-14,relative,FAIL,13.323102180812244,16.65323549225817,39.906598454399386,52.25436049242701,0.47229920458621655,180.0,82303.66544618549,44.4002565596761,0.0,matched_bie_station_sweep,matched_bie,diagnostic_inner_free_surface_block_coupling_candidate_not_hard_gate,
ma2005_wigley_iii_coefficients,0,wigley_iii,Fn0.4,1.0,A33,known_phi_free_rhs_2pi,9,Diagnostic candidate that applies a 2*pi scale only to the known A_free*phi_free RHS block.,False,True,6.283185307179586,1.0,1.0,8.8616231746072,708.4867728098457,8.8616231746072,7.8616231746072,7.8616231746072,0.15,0.0,0.15,52.410821164048,61.24275530975799,-8.831934145709987,relative,FAIL,0.5430547406158375,0.6552848830620505,7.315629297192784,8.795200692406235,0.14750844801035978,180.0,87369.2970016788,47.134352551556944,0.0,matched_bie_station_sweep,matched_bie,diagnostic_inner_free_surface_block_coupling_candidate_not_hard_gate,
