benchmark,candidate_name,candidate_description,case_count,finite_count,pass_count,fail_count,not_evaluated_count,pass_fraction,median_gate_error_ratio,max_gate_error_ratio,candidate_gate_status,gate_role
ma2005_wigley_iii_coefficients,pressure_gradient_flipped_keep_time_end,Flip only Eq. (30) forward-speed pressure-gradient contribution; keep time pressure and end term unchanged.,8,8,0,8,0,0.0,29.726113555517262,68.15871384896055,FAIL,diagnostic_pressure_sign_candidate_not_hard_gate
ma2005_wigley_iii_coefficients,time_derivative_flipped_keep_gradient_end,Flip only Eq. (30) time-derivative pressure contribution; keep pressure-gradient and end term unchanged.,8,8,0,8,0,0.0,28.660039264817158,74.57608864309132,FAIL,diagnostic_pressure_sign_candidate_not_hard_gate
ma2005_wigley_iii_coefficients,body_pressure_flipped_keep_end,Flip the full Eq. (30) body-pressure contribution; keep Eq. (32) end term unchanged.,8,8,0,8,0,0.0,44.57042732916452,140.79335377080773,FAIL,diagnostic_pressure_sign_candidate_not_hard_gate
ma2005_wigley_iii_coefficients,current_default,Current production matched-BIE pressure chain: time derivative + pressure gradient + end term.,8,8,0,8,0,0.0,34.9281261212165,164.37734137762976,FAIL,diagnostic_pressure_sign_candidate_not_hard_gate
ma2005_wigley_iii_coefficients,body_pressure_and_end_flipped,Flip Eq. (30) body pressure and the currently assembled end term together.,8,8,0,8,0,0.0,42.07897067859034,171.04400804429642,FAIL,diagnostic_pressure_sign_candidate_not_hard_gate
ma2005_wigley_iii_coefficients,all_terms_flipped,"Flip Eq. (30), Stokes body forward-speed diagnostic term, and end term together.",8,8,0,8,0,0.0,111.06516468474592,196.0504731663963,FAIL,diagnostic_pressure_sign_candidate_not_hard_gate
