benchmark,candidate_name,candidate_order,pitch_oscillation_scale,pitch_forward_speed_scale,row_count,affected_pitch_radiation_column_count,unaffected_row_count,pass_count,fail_count,pass_fraction,median_gate_error_ratio,max_gate_error_ratio,median_gate_ratio_delta_vs_current,max_gate_ratio_delta_vs_current,improved_row_count,worsened_row_count,candidate_gate_status,gate_role,path_diagnostic_status
ma2005_wigley_iii_coefficients,pitch_body_condition_zero,3,0.0,0.0,8,4,4,0,8,0.0,6.666666666666666,61.24275530975799,-1.791049946468417,0.0,4,0,FAIL,diagnostic_pitch_body_condition_split_candidate_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,pitch_oscillation_only,1,1.0,0.0,8,4,4,1,7,0.125,25.32670593148383,89.00338985222449,-4.914123105496922,0.0,4,0,FAIL,diagnostic_pitch_body_condition_split_candidate_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,pitch_forward_only,2,0.0,1.0,8,4,4,0,8,0.0,26.021898692966353,101.1427004765508,-3.123073159028505,0.0,4,0,FAIL,diagnostic_pitch_body_condition_split_candidate_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,current_combined,0,1.0,1.0,8,4,4,0,8,0.0,34.9281261212165,164.37734137762976,0.0,0.0,0,0,FAIL,diagnostic_pitch_body_condition_split_candidate_not_hard_gate,INFO
