benchmark,source_row,fit_name,fit_order,fit_description,fit_component_set,fit_rank,fit_condition_number,fit_residual_sum_squares,hull,speed_case,omega_e_sqrt_l_over_g,coefficient,reference_value,computed_value,raw_computed_value,raw_to_reference_raw_ratio,abs_error,rel_error,tolerance,near_zero_abs_tolerance,effective_abs_tolerance,gate_error_ratio,current_default_gate_error_ratio,gate_ratio_delta_vs_current,candidate_gate_status,provider_route,provider_formulation,gate_role,time_derivative_fit_scale,time_derivative_component_value,time_derivative_fit_contribution_value,pressure_gradient_fit_scale,pressure_gradient_component_value,pressure_gradient_fit_contribution_value,stokes_body_forward_fit_scale,stokes_body_forward_component_value,stokes_body_forward_fit_contribution_value,end_term_fit_scale,end_term_component_value,end_term_fit_contribution_value
ma2005_wigley_iii_coefficients,0,least_squares_time_only,0,Best-fit global scale for the Eq.30 time-derivative pressure contribution only.,time_derivative,1,,4.499060371353836,wigley_iii,Fn0.4,1.0,A33,1.0,0.921008315240803,73.6346148035022,0.921008315240803,0.07899168475919705,0.07899168475919705,0.15,0.0,0.15,0.5266112317279803,61.24275530975799,-60.716144078030005,PASS,matched_bie_station_sweep,matched_bie,diagnostic_eq30_component_scale_fit_not_hard_gate,0.09041536882864737,10.186413296463698,0.921008315240803,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ma2005_wigley_iii_coefficients,1,least_squares_time_only,0,Best-fit global scale for the Eq.30 time-derivative pressure contribution only.,time_derivative,1,,4.499060371353836,wigley_iii,Fn0.4,2.0,B33,2.1,0.0,0.0,0.0,2.1,1.0,0.15,0.0,0.315,6.666666666666667,22.477550488857666,-15.810883822190998,FAIL,matched_bie_station_sweep,matched_bie,diagnostic_eq30_component_scale_fit_not_hard_gate,0.09041536882864737,-0.0,-0.0,0.0,8.678420568103425,0.0,0.0,-0.0,-0.0,0.0,0.5020078358867408,0.0
ma2005_wigley_iii_coefficients,2,least_squares_time_only,0,Best-fit global scale for the Eq.30 time-derivative pressure contribution only.,time_derivative,1,,4.499060371353836,wigley_iii,Fn0.4,1.5,A35,-0.2,-0.09663118053564632,-23.176988651474772,0.4831559026782316,0.1033688194643537,0.5168440973217684,0.3,0.0,0.06,1.7228136577392283,41.68039086832301,-39.95757721058378,FAIL,matched_bie_station_sweep,matched_bie,diagnostic_eq30_component_scale_fit_not_hard_gate,0.09041536882864737,-1.0687472913900178,-0.09663118053564632,0.0,-1.5428303232183869,-0.0,0.0,0.0,0.0,0.0,-0.08924583749097603,-0.0
ma2005_wigley_iii_coefficients,3,least_squares_time_only,0,Best-fit global scale for the Eq.30 time-derivative pressure contribution only.,time_derivative,1,,4.499060371353836,wigley_iii,Fn0.4,2.5,B35,0.13,0.36840332609632137,159.75813271145543,2.8338717392024724,0.23840332609632137,1.833871739202472,0.3,0.0,0.039,6.112905797341574,164.37734137762976,-158.2644355802882,FAIL,matched_bie_station_sweep,matched_bie,diagnostic_eq30_component_scale_fit_not_hard_gate,0.09041536882864737,4.074565318585481,0.36840332609632137,0.0,1.87626323680905,0.0,0.0,-0.0,-0.0,0.0,0.5898877583330298,0.0
ma2005_wigley_iii_coefficients,4,least_squares_time_only,0,Best-fit global scale for the Eq.30 time-derivative pressure contribution only.,time_derivative,1,,4.499060371353836,wigley_iii,Fn0.4,2.0,A53,0.15,0.12820119574352182,30.74905679908371,0.8546746382901456,0.021798804256478177,0.14532536170985452,0.3,0.0,0.045,0.4844178723661817,28.17586137410999,-27.691443501743805,PASS,matched_bie_station_sweep,matched_bie,diagnostic_eq30_component_scale_fit_not_hard_gate,0.09041536882864737,1.4179137618349493,0.12820119574352182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ma2005_wigley_iii_coefficients,5,least_squares_time_only,0,Best-fit global scale for the Eq.30 time-derivative pressure contribution only.,time_derivative,1,,4.499060371353836,wigley_iii,Fn0.4,2.0,B53,-0.1,0.0,0.0,-0.0,0.1,1.0,0.3,0.0,0.03,3.3333333333333335,5.068730106884483,-1.7353967735511495,FAIL,matched_bie_station_sweep,matched_bie,diagnostic_eq30_component_scale_fit_not_hard_gate,0.09041536882864737,-0.0,-0.0,0.0,-0.49051562525273634,-0.0,0.0,-4.074565318585481,-0.0,0.0,0.23845372204620188,0.0
ma2005_wigley_iii_coefficients,6,least_squares_time_only,0,Best-fit global scale for the Eq.30 time-derivative pressure contribution only.,time_derivative,1,,4.499060371353836,wigley_iii,Fn0.4,1.0,A55,0.063,0.005336865038340571,3.840141238337958,0.08471214346572334,0.05766313496165943,0.9152878565342767,0.15,0.0,0.00945,6.1019190435618444,10.248766559603501,-4.146847516041657,FAIL,matched_bie_station_sweep,matched_bie,diagnostic_eq30_component_scale_fit_not_hard_gate,0.09041536882864737,0.05902608270563874,0.005336865038340571,0.0,0.19620625010109496,0.0,0.0,1.6298261274341925,0.0,0.0,-0.09538148881848064,-0.0
ma2005_wigley_iii_coefficients,7,least_squares_time_only,0,Best-fit global scale for the Eq.30 time-derivative pressure contribution only.,time_derivative,1,,4.499060371353836,wigley_iii,Fn0.4,1.0,B55,0.09,0.051280478297408755,66.71335091477185,0.5697830921934307,0.03871952170259124,0.43021690780656935,0.15,0.0,0.0135,2.8681127187104623,131.01564946214893,-128.14753674343848,FAIL,matched_bie_station_sweep,matched_bie,diagnostic_eq30_component_scale_fit_not_hard_gate,0.09041536882864737,0.5671655047339801,0.051280478297408755,0.0,1.0113490777968415,0.0,0.0,0.42749891655600714,0.0,0.0,0.28019668520818913,0.0
ma2005_wigley_iii_coefficients,0,least_squares_gradient_only,1,Best-fit global scale for the Eq.30 forward-speed pressure-gradient contribution only.,pressure_gradient,1,,1.1690056896811216,wigley_iii,Fn0.4,1.0,A33,1.0,0.0,0.0,0.0,1.0,1.0,0.15,0.0,0.15,6.666666666666667,61.24275530975799,-54.576088643091325,FAIL,matched_bie_station_sweep,matched_bie,diagnostic_eq30_component_scale_fit_not_hard_gate,0.0,10.186413296463698,0.0,0.2294007213514278,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ma2005_wigley_iii_coefficients,1,least_squares_gradient_only,1,Best-fit global scale for the Eq.30 forward-speed pressure-gradient contribution only.,pressure_gradient,1,,1.1690056896811216,wigley_iii,Fn0.4,2.0,B33,2.1,1.9908359385139935,287.7753895818489,0.948017113578092,0.10916406148600655,0.051982886421907876,0.15,0.0,0.315,0.3465525761460525,22.477550488857666,-22.130997912711614,PASS,matched_bie_station_sweep,matched_bie,diagnostic_eq30_component_scale_fit_not_hard_gate,0.0,-0.0,-0.0,0.2294007213514278,8.678420568103425,1.9908359385139935,0.0,-0.0,-0.0,0.0,0.5020078358867408,0.0
