benchmark,detail_row_count,matrix_cell_count,pairable_ab_complex_count,unpairable_frequency_or_missing_count,identity_pass_count,identity_fail_count,paired_cells,unpaired_cells,median_complex_identity_residual_norm,max_complex_identity_residual_norm,max_current_force_closure_residual_norm,best_sign_candidate_counts,required_complex_scale_abs_min,required_complex_scale_abs_median,required_complex_scale_abs_max,required_complex_scale_phase_deg_min,required_complex_scale_phase_deg_max,diagnostic_conclusion,remaining_blocker,gate_role,path_diagnostic_status
ma2005_wigley_iii_coefficients,4,4,2,2,0,2,53;55,33;35,0.8421121071053155,0.8721320762161217,1.2954114047649535e-17,plus_body_plus_end:2,0.12786792378387832,0.368768401642958,0.6096688795020376,-54.261299675834756,0.0,complex_identity_partially_evaluable_and_not_closed_frequency_pair_gap,"Pair same-frequency A/B rows for every matrix cell, then trace any nonzero complex identity residual through Eq.31/Eq.32 body and end-contour definitions.",diagnostic_complex_forward_identity_not_hard_gate,INFO
