benchmark,candidate_name,matrix_cell,pair_key,pair_status,coefficient,reference_value,current_computed_value,candidate_computed_value,current_abs_error,candidate_abs_error,current_gate_error_ratio,candidate_gate_error_ratio,candidate_status,omega_e_sqrt_l_over_g,omega_rad_s,raw_force_real,raw_force_imag,reference_force_real,reference_force_imag,candidate_force_real,candidate_force_imag,candidate_force_to_reference_residual_norm,candidate_operation,paired_coefficients,candidate_default_gate_eligible,candidate_exclusion_reason,diagnostic_conclusion,gate_role,path_diagnostic_status
ma2005_wigley_iii_coefficients,force_phase_minus_90_then_current_split,53,53:wigley_iii:Fn0.4:omega_bar=2,paired_same_frequency_ab_force_reconstruction,A53,0.15,1.4179137618349493,0.12603095160326724,1.2679137618349494,0.02396904839673275,28.17586137410999,0.5326455199273945,PASS,2.0,3.616010693199528,4446.813880801086,395.2540698065498,470.42500049999995,156.8083335,395.2540698065498,-4446.813880801086,9.285139368831203,"Rotate reconstructed complex generalized force by -90 deg, then apply current A/B split.","A53,B53",false,"diagnostic-only A/B force reconstruction; sign, phase, or split candidates cannot modify matched_bie_station_sweep unless they close the complete eight-row Gate 1 under a traced force and coefficient convention.",candidate_closes_this_coefficient_diagnostic_only,diagnostic_ab_force_reconstruction_candidate_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,force_phase_minus_90_then_current_split,53,53:wigley_iii:Fn0.4:omega_bar=2,paired_same_frequency_ab_force_reconstruction,B53,-0.1,-0.2520619032065345,2.8358275236698987,0.15206190320653448,2.9358275236698987,5.068730106884483,97.8609174556633,FAIL,2.0,3.616010693199528,4446.813880801086,395.2540698065498,470.42500049999995,156.8083335,395.2540698065498,-4446.813880801086,9.285139368831203,"Rotate reconstructed complex generalized force by -90 deg, then apply current A/B split.","A53,B53",false,"diagnostic-only A/B force reconstruction; sign, phase, or split candidates cannot modify matched_bie_station_sweep unless they close the complete eight-row Gate 1 under a traced force and coefficient convention.",candidate_does_not_improve_this_coefficient,diagnostic_ab_force_reconstruction_candidate_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,force_real_imag_swapped_then_current_split,53,53:wigley_iii:Fn0.4:omega_bar=2,paired_same_frequency_ab_force_reconstruction,A53,0.15,1.4179137618349493,0.12603095160326724,1.2679137618349494,0.02396904839673275,28.17586137410999,0.5326455199273945,PASS,2.0,3.616010693199528,4446.813880801086,395.2540698065498,470.42500049999995,156.8083335,395.2540698065498,4446.813880801086,8.652774295215352,"Swap raw complex-force real and imaginary parts, then apply current A/B split.","A53,B53",false,"diagnostic-only A/B force reconstruction; sign, phase, or split candidates cannot modify matched_bie_station_sweep unless they close the complete eight-row Gate 1 under a traced force and coefficient convention.",candidate_closes_this_coefficient_diagnostic_only,diagnostic_ab_force_reconstruction_candidate_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,force_real_imag_swapped_then_current_split,53,53:wigley_iii:Fn0.4:omega_bar=2,paired_same_frequency_ab_force_reconstruction,B53,-0.1,-0.2520619032065345,-2.8358275236698987,0.15206190320653448,2.7358275236698986,5.068730106884483,91.19425078899663,FAIL,2.0,3.616010693199528,4446.813880801086,395.2540698065498,470.42500049999995,156.8083335,395.2540698065498,4446.813880801086,8.652774295215352,"Swap raw complex-force real and imaginary parts, then apply current A/B split.","A53,B53",false,"diagnostic-only A/B force reconstruction; sign, phase, or split candidates cannot modify matched_bie_station_sweep unless they close the complete eight-row Gate 1 under a traced force and coefficient convention.",candidate_does_not_improve_this_coefficient,diagnostic_ab_force_reconstruction_candidate_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,current_ab_split,55,55:wigley_iii:Fn0.4:omega_bar=1,paired_same_frequency_ab_force_reconstruction,A55,0.063,0.15985084398825308,0.15985084398825308,0.09685084398825308,0.09685084398825308,10.248766559603501,10.248766559603501,FAIL,1.0,1.808005346599764,375.9891668154969,-4371.921245277399,148.1838751575,-211.691250225,375.9891668154969,-4371.921245277399,16.12394930547156,"A=Re(F)/omega^2, B=-Im(F)/omega; current convention baseline.","A55,B55",false,"diagnostic-only A/B force reconstruction; sign, phase, or split candidates cannot modify matched_bie_station_sweep unless they close the complete eight-row Gate 1 under a traced force and coefficient convention.",current_ab_split_baseline,diagnostic_ab_force_reconstruction_candidate_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,current_ab_split,55,55:wigley_iii:Fn0.4:omega_bar=1,paired_same_frequency_ab_force_reconstruction,B55,0.09,1.8587112677390107,1.8587112677390107,1.7687112677390107,1.7687112677390107,131.01564946214893,131.01564946214893,FAIL,1.0,1.808005346599764,375.9891668154969,-4371.921245277399,148.1838751575,-211.691250225,375.9891668154969,-4371.921245277399,16.12394930547156,"A=Re(F)/omega^2, B=-Im(F)/omega; current convention baseline.","A55,B55",false,"diagnostic-only A/B force reconstruction; sign, phase, or split candidates cannot modify matched_bie_station_sweep unless they close the complete eight-row Gate 1 under a traced force and coefficient convention.",current_ab_split_baseline,diagnostic_ab_force_reconstruction_candidate_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,damping_sign_flipped,55,55:wigley_iii:Fn0.4:omega_bar=1,paired_same_frequency_ab_force_reconstruction,A55,0.063,0.15985084398825308,0.15985084398825308,0.09685084398825308,0.09685084398825308,10.248766559603501,10.248766559603501,FAIL,1.0,1.808005346599764,375.9891668154969,-4371.921245277399,148.1838751575,-211.691250225,375.9891668154969,4371.921245277399,17.760188191936297,Keep A; flip damping sign B -> -B.,"A55,B55",false,"diagnostic-only A/B force reconstruction; sign, phase, or split candidates cannot modify matched_bie_station_sweep unless they close the complete eight-row Gate 1 under a traced force and coefficient convention.",candidate_does_not_improve_this_coefficient,diagnostic_ab_force_reconstruction_candidate_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,damping_sign_flipped,55,55:wigley_iii:Fn0.4:omega_bar=1,paired_same_frequency_ab_force_reconstruction,B55,0.09,1.8587112677390107,-1.8587112677390107,1.7687112677390107,1.9487112677390108,131.01564946214893,144.34898279548227,FAIL,1.0,1.808005346599764,375.9891668154969,-4371.921245277399,148.1838751575,-211.691250225,375.9891668154969,4371.921245277399,17.760188191936297,Keep A; flip damping sign B -> -B.,"A55,B55",false,"diagnostic-only A/B force reconstruction; sign, phase, or split candidates cannot modify matched_bie_station_sweep unless they close the complete eight-row Gate 1 under a traced force and coefficient convention.",candidate_does_not_improve_this_coefficient,diagnostic_ab_force_reconstruction_candidate_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,added_mass_sign_flipped,55,55:wigley_iii:Fn0.4:omega_bar=1,paired_same_frequency_ab_force_reconstruction,A55,0.063,0.15985084398825308,-0.15985084398825308,0.09685084398825308,0.22285084398825308,10.248766559603501,23.582099892936835,FAIL,1.0,1.808005346599764,375.9891668154969,-4371.921245277399,148.1838751575,-211.691250225,-375.9891668154969,-4371.921245277399,16.227119808877795,Flip added-mass sign A -> -A; keep B.,"A55,B55",false,"diagnostic-only A/B force reconstruction; sign, phase, or split candidates cannot modify matched_bie_station_sweep unless they close the complete eight-row Gate 1 under a traced force and coefficient convention.",candidate_does_not_improve_this_coefficient,diagnostic_ab_force_reconstruction_candidate_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,added_mass_sign_flipped,55,55:wigley_iii:Fn0.4:omega_bar=1,paired_same_frequency_ab_force_reconstruction,B55,0.09,1.8587112677390107,1.8587112677390107,1.7687112677390107,1.7687112677390107,131.01564946214893,131.01564946214893,FAIL,1.0,1.808005346599764,375.9891668154969,-4371.921245277399,148.1838751575,-211.691250225,-375.9891668154969,-4371.921245277399,16.227119808877795,Flip added-mass sign A -> -A; keep B.,"A55,B55",false,"diagnostic-only A/B force reconstruction; sign, phase, or split candidates cannot modify matched_bie_station_sweep unless they close the complete eight-row Gate 1 under a traced force and coefficient convention.",candidate_does_not_improve_this_coefficient,diagnostic_ab_force_reconstruction_candidate_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,added_mass_and_damping_sign_flipped,55,55:wigley_iii:Fn0.4:omega_bar=1,paired_same_frequency_ab_force_reconstruction,A55,0.063,0.15985084398825308,-0.15985084398825308,0.09685084398825308,0.22285084398825308,10.248766559603501,23.582099892936835,FAIL,1.0,1.808005346599764,375.9891668154969,-4371.921245277399,148.1838751575,-211.691250225,-375.9891668154969,4371.921245277399,17.853906034793923,Flip both A and B signs.,"A55,B55",false,"diagnostic-only A/B force reconstruction; sign, phase, or split candidates cannot modify matched_bie_station_sweep unless they close the complete eight-row Gate 1 under a traced force and coefficient convention.",candidate_does_not_improve_this_coefficient,diagnostic_ab_force_reconstruction_candidate_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,added_mass_and_damping_sign_flipped,55,55:wigley_iii:Fn0.4:omega_bar=1,paired_same_frequency_ab_force_reconstruction,B55,0.09,1.8587112677390107,-1.8587112677390107,1.7687112677390107,1.9487112677390108,131.01564946214893,144.34898279548227,FAIL,1.0,1.808005346599764,375.9891668154969,-4371.921245277399,148.1838751575,-211.691250225,-375.9891668154969,4371.921245277399,17.853906034793923,Flip both A and B signs.,"A55,B55",false,"diagnostic-only A/B force reconstruction; sign, phase, or split candidates cannot modify matched_bie_station_sweep unless they close the complete eight-row Gate 1 under a traced force and coefficient convention.",candidate_does_not_improve_this_coefficient,diagnostic_ab_force_reconstruction_candidate_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,force_phase_plus_90_then_current_split,55,55:wigley_iii:Fn0.4:omega_bar=1,paired_same_frequency_ab_force_reconstruction,A55,0.063,0.15985084398825308,1.8587112677390107,0.09685084398825308,1.7957112677390108,10.248766559603501,190.0223563744985,FAIL,1.0,1.808005346599764,375.9891668154969,-4371.921245277399,148.1838751575,-211.691250225,4371.921245277399,375.9891668154969,16.50306077995863,"Rotate reconstructed complex generalized force by +90 deg, then apply current A/B split.","A55,B55",false,"diagnostic-only A/B force reconstruction; sign, phase, or split candidates cannot modify matched_bie_station_sweep unless they close the complete eight-row Gate 1 under a traced force and coefficient convention.",candidate_does_not_improve_this_coefficient,diagnostic_ab_force_reconstruction_candidate_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,force_phase_plus_90_then_current_split,55,55:wigley_iii:Fn0.4:omega_bar=1,paired_same_frequency_ab_force_reconstruction,B55,0.09,1.8587112677390107,-0.15985084398825308,1.7687112677390107,0.24985084398825308,131.01564946214893,18.507469925055783,FAIL,1.0,1.808005346599764,375.9891668154969,-4371.921245277399,148.1838751575,-211.691250225,4371.921245277399,375.9891668154969,16.50306077995863,"Rotate reconstructed complex generalized force by +90 deg, then apply current A/B split.","A55,B55",false,"diagnostic-only A/B force reconstruction; sign, phase, or split candidates cannot modify matched_bie_station_sweep unless they close the complete eight-row Gate 1 under a traced force and coefficient convention.",candidate_improves_this_coefficient_without_gate_closure,diagnostic_ab_force_reconstruction_candidate_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,force_phase_minus_90_then_current_split,55,55:wigley_iii:Fn0.4:omega_bar=1,paired_same_frequency_ab_force_reconstruction,A55,0.063,0.15985084398825308,-1.8587112677390107,0.09685084398825308,1.9217112677390107,10.248766559603501,203.35568970783183,FAIL,1.0,1.808005346599764,375.9891668154969,-4371.921245277399,148.1838751575,-211.691250225,-4371.921245277399,-375.9891668154969,17.504076290900333,"Rotate reconstructed complex generalized force by -90 deg, then apply current A/B split.","A55,B55",false,"diagnostic-only A/B force reconstruction; sign, phase, or split candidates cannot modify matched_bie_station_sweep unless they close the complete eight-row Gate 1 under a traced force and coefficient convention.",candidate_does_not_improve_this_coefficient,diagnostic_ab_force_reconstruction_candidate_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,force_phase_minus_90_then_current_split,55,55:wigley_iii:Fn0.4:omega_bar=1,paired_same_frequency_ab_force_reconstruction,B55,0.09,1.8587112677390107,0.15985084398825308,1.7687112677390107,0.06985084398825309,131.01564946214893,5.174136591722451,FAIL,1.0,1.808005346599764,375.9891668154969,-4371.921245277399,148.1838751575,-211.691250225,-4371.921245277399,-375.9891668154969,17.504076290900333,"Rotate reconstructed complex generalized force by -90 deg, then apply current A/B split.","A55,B55",false,"diagnostic-only A/B force reconstruction; sign, phase, or split candidates cannot modify matched_bie_station_sweep unless they close the complete eight-row Gate 1 under a traced force and coefficient convention.",candidate_improves_this_coefficient_without_gate_closure,diagnostic_ab_force_reconstruction_candidate_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,force_real_imag_swapped_then_current_split,55,55:wigley_iii:Fn0.4:omega_bar=1,paired_same_frequency_ab_force_reconstruction,A55,0.063,0.15985084398825308,-1.8587112677390107,0.09685084398825308,1.9217112677390107,10.248766559603501,203.35568970783183,FAIL,1.0,1.808005346599764,375.9891668154969,-4371.921245277399,148.1838751575,-211.691250225,-4371.921245277399,375.9891668154969,17.63975043735915,"Swap raw complex-force real and imaginary parts, then apply current A/B split.","A55,B55",false,"diagnostic-only A/B force reconstruction; sign, phase, or split candidates cannot modify matched_bie_station_sweep unless they close the complete eight-row Gate 1 under a traced force and coefficient convention.",candidate_does_not_improve_this_coefficient,diagnostic_ab_force_reconstruction_candidate_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,force_real_imag_swapped_then_current_split,55,55:wigley_iii:Fn0.4:omega_bar=1,paired_same_frequency_ab_force_reconstruction,B55,0.09,1.8587112677390107,-0.15985084398825308,1.7687112677390107,0.24985084398825308,131.01564946214893,18.507469925055783,FAIL,1.0,1.808005346599764,375.9891668154969,-4371.921245277399,148.1838751575,-211.691250225,-4371.921245277399,375.9891668154969,17.63975043735915,"Swap raw complex-force real and imaginary parts, then apply current A/B split.","A55,B55",false,"diagnostic-only A/B force reconstruction; sign, phase, or split candidates cannot modify matched_bie_station_sweep unless they close the complete eight-row Gate 1 under a traced force and coefficient convention.",candidate_improves_this_coefficient_without_gate_closure,diagnostic_ab_force_reconstruction_candidate_not_hard_gate,INFO
