benchmark,hull,speed_case,motion_test,matrix_cell,omega_e_sqrt_l_over_g,omega_rad_s,paired_coefficients,a_reference_value,b_reference_value,a_computed_value,b_computed_value,a_gate_error_ratio,b_gate_error_ratio,member_max_gate_error_ratio,computed_force_real,computed_force_imag,reference_force_real,reference_force_imag,pair_force_residual_norm,a_status,b_status,pair_status,diagnostic_conclusion,candidate_default_gate_eligible,gate_role,path_diagnostic_status
ma2005_wigley_iii_coefficients,wigley_iii,Fn0.4,forced_heave,33,1.68,3.0374489822876036,"A33,B33",1.035,2.008,6.65807084017924,25.556349555239283,36.21945790775679,78.18177143173733,78.18177143173733,174.78986287348863,-691.7003498894652,763.4433248114399,-881.6391742704,0.5303662352841254,FAIL,FAIL,FAIL,journee_same_frequency_complex_pair_still_fails_default_provider,False,journee_paired_complex_force_probe_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,wigley_iii,Fn0.4,forced_heave,53,1.68,3.0374489822876036,"A53,B53",0.14,-0.13,7.806223479845536,32.5235609225403,182.52913047251275,837.2707928856487,837.2707928856487,204.93154313829385,-880.2727643534076,309.80308832928,171.23470018199998,2.9852957552193544,FAIL,FAIL,FAIL,journee_same_frequency_complex_pair_still_fails_default_provider,False,journee_paired_complex_force_probe_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,wigley_iii,Fn0.4,forced_heave,33,2.23,4.031851922917474,"A33,B33",0.712,1.965,6.658070840179242,25.55634955523929,55.67482060092924,80.03850570055738,80.03850570055738,307.96928468097076,-918.1498691985165,925.3533651724179,-1145.210461633875,0.44678141834518914,FAIL,FAIL,FAIL,journee_same_frequency_complex_pair_still_fails_default_provider,False,journee_paired_complex_force_probe_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,wigley_iii,Fn0.4,forced_heave,53,2.23,4.031851922917474,"A53,B53",0.07,-0.105,7.806223479845542,32.5235609225403,368.3915942783591,1035.827330874295,1035.827330874295,361.07712261636283,-1168.4573003024398,272.9272565817525,183.583356445125,4.119200980391948,FAIL,FAIL,FAIL,journee_same_frequency_complex_pair_still_fails_default_provider,False,journee_paired_complex_force_probe_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,wigley_iii,Fn0.4,forced_pitch,55,1.67,3.019368928821606,"A55,B55",0.064,0.082,-1.195935101747404,37.29981826109589,131.24323976535462,3025.838883015926,3025.838883015926,-31.023430674496385,-1003.5362870630057,419.829850846224,-322.09999784235004,1.5441259139520576,FAIL,FAIL,FAIL,journee_same_frequency_complex_pair_still_fails_default_provider,False,journee_paired_complex_force_probe_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,wigley_iii,Fn0.4,forced_pitch,35,1.67,3.019368928821606,"A35,B35",-0.182,0.149,-0.5621130527025413,29.554522763702142,6.961777522024566,657.8416725660435,657.8416725660435,-14.581623447850001,-795.1522935740257,-397.9637127813165,-195.09308812402497,1.6066290277945718,FAIL,FAIL,FAIL,journee_same_frequency_complex_pair_still_fails_default_provider,False,journee_paired_complex_force_probe_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,wigley_iii,Fn0.4,forced_pitch,55,2.23,4.031851922917474,"A55,B55",0.0419,0.065,2.352433058690854,37.299818261095886,367.6265805395154,3818.9557190867577,3818.9557190867577,108.81186814248234,-1340.0514491919175,490.09937360466125,-340.940519112375,1.79120671909489,FAIL,FAIL,FAIL,journee_same_frequency_complex_pair_still_fails_default_provider,False,journee_paired_complex_force_probe_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,wigley_iii,Fn0.4,forced_pitch,35,2.23,4.031851922917474,"A35,B35",-0.1,0.117,2.2261221370055404,29.55452276370215,77.53740456685135,838.6758622137364,838.6758622137364,102.96935232482653,-1061.7901884251962,-389.896080831075,-204.564311467425,2.2457644291819756,FAIL,FAIL,FAIL,journee_same_frequency_complex_pair_still_fails_default_provider,False,journee_paired_complex_force_probe_not_hard_gate,INFO
