benchmark,coefficient,source_row,station_index,x_m,x_over_l,waterplane_beam_m,effective_draft_m,submerged_area_m2,body_normal_velocity_norm,body_potential_norm,body_potential_to_body_normal_velocity_gain,body_potential_norm_to_submerged_area_ratio,free_surface_potential_norm,control_potential_norm,inner_free_surface_normal_derivative_norm,free_surface_potential_to_body_potential_ratio,control_potential_to_body_potential_ratio,inner_free_surface_normal_derivative_to_body_normal_velocity_ratio,time_pressure_to_body_potential_gain,time_derivative_pressure_norm,time_derivative_density_value_per_m,time_derivative_density_per_submerged_area,time_derivative_density_per_beam,station_trapezoid_weight_m,station_time_derivative_contribution_value,station_abs_contribution_share,station_contribution_sign,station_scale_flag,coefficient_reference_value,coefficient_computed_value,coefficient_gate_error_ratio,coefficient_status,coefficient_time_component_value,station_integral_time_component_value,station_integral_minus_reported_time_component,required_global_scale_to_reference_from_time_integral,computed_over_reference,failure_source,gate_role
ma2005_wigley_iii_coefficients,A33,0,0,0.075,0.024999999999999998,0.02925000000000001,0.1875,0.003656250000000001,0.45431786104139943,8.774111943761712,19.312716263563708,2399.7571128237155,1.165202840561025,0.7391835914815744,5.705296958221553,0.1328000882630031,0.08424597226698538,12.557941140908968,1853.205480264758,16260.232338635673,0.41833986323895056,114.41774037304627,14.302217546630784,0.0375,0.015687744871460647,0.0015246863370710398,positive,background_station,1.0,10.186413296463698,61.24275530975799,FAIL,10.186413296463698,10.1864132964637,1.7763568394002505e-15,0.09816998102238386,10.186413296463698,open_section_time_pressure_scale_blocker,diagnostic_heave_time_pressure_station_scale_not_hard_gate
ma2005_wigley_iii_coefficients,A33,0,1,0.15,0.049999999999999996,0.05699999999999998,0.1875,0.007124999999999998,0.8714896660775344,5.322726520565846,6.107618630204498,747.0493362197681,1.2861681673148646,0.9726123014205259,5.27278695443901,0.2416370937611379,0.18272821225410804,6.050314948852075,1853.2054802647579,9864.105957863192,-0.6100464028096403,-85.62054776275656,-10.70256847034457,0.07499999999999998,-0.045753480210723015,0.0044467644471734985,negative,background_station,1.0,10.186413296463698,61.24275530975799,FAIL,10.186413296463698,10.1864132964637,1.7763568394002505e-15,0.09816998102238386,10.186413296463698,open_section_time_pressure_scale_blocker,diagnostic_heave_time_pressure_station_scale_not_hard_gate
ma2005_wigley_iii_coefficients,A33,0,2,0.22499999999999998,0.075,0.08325000000000002,0.1875,0.010406250000000002,1.2440363637319745,15.553338053840982,12.502317864071633,1494.615068236971,1.380152163098666,0.6795684363697099,6.029961733948118,0.08873671737353062,0.0436927709034066,4.847094433685914,1853.205480264758,28823.531317788515,3.616651198269854,347.5460610950009,43.44325763687511,0.075,0.271248839870239,0.02636257814524347,positive,background_station,1.0,10.186413296463698,61.24275530975799,FAIL,10.186413296463698,10.1864132964637,1.7763568394002505e-15,0.09816998102238386,10.186413296463698,open_section_time_pressure_scale_blocker,diagnostic_heave_time_pressure_station_scale_not_hard_gate
ma2005_wigley_iii_coefficients,A33,0,3,0.3,0.09999999999999999,0.10799999999999996,0.1875,0.013499999999999995,1.5703671514212967,10.32495032257964,6.574863918437678,764.8111350058996,1.456561911851342,0.8031412582852945,4.811147282172493,0.14107205035805218,0.07778645254388336,3.063708558739308,1853.205480264758,19134.25452126597,3.047135026804083,225.7137056891914,28.214213211148927,0.07500000000000001,0.22853512701030626,0.022211247604319685,positive,background_station,1.0,10.186413296463698,61.24275530975799,FAIL,10.186413296463698,10.1864132964637,1.7763568394002505e-15,0.09816998102238386,10.186413296463698,open_section_time_pressure_scale_blocker,diagnostic_heave_time_pressure_station_scale_not_hard_gate
ma2005_wigley_iii_coefficients,A33,0,4,0.375,0.125,0.13125,0.1875,0.01640625,1.8527440548546934,10.323577347038933,5.572047212883157,629.2466192480873,1.533827995195262,0.8043483503313464,3.719285258777699,0.14857524127866426,0.07791372344026214,2.007446872670923,1853.2054802647579,19131.71011546966,3.6259618540859093,221.0110082490459,27.626376031130736,0.07499999999999998,0.27194713905644313,0.026430445594460478,positive,background_station,1.0,10.186413296463698,61.24275530975799,FAIL,10.186413296463698,10.1864132964637,1.7763568394002505e-15,0.09816998102238386,10.186413296463698,open_section_time_pressure_scale_blocker,diagnostic_heave_time_pressure_station_scale_not_hard_gate
ma2005_wigley_iii_coefficients,A33,0,5,0.44999999999999996,0.15,0.153,0.1875,0.019125,2.0953403577709504,11.039667726118005,5.268675174978323,577.237528163033,1.6250496600531839,0.7613353725524298,2.736513175001084,0.14720095752597595,0.06896361298549211,1.305999364185502,1853.205480264758,20458.772730343866,4.444981044886146,232.4173095365305,29.052163692066312,0.07500000000000001,0.333373578366461,0.03240045935477398,positive,background_station,1.0,10.186413296463698,61.24275530975799,FAIL,10.186413296463698,10.1864132964637,1.7763568394002505e-15,0.09816998102238386,10.186413296463698,open_section_time_pressure_scale_blocker,diagnostic_heave_time_pressure_station_scale_not_hard_gate
ma2005_wigley_iii_coefficients,A33,0,6,0.525,0.17500000000000002,0.17325000000000004,0.1875,0.021656250000000005,2.302923608664771,11.995262716748773,5.208710645727235,553.8938051023963,1.7343675561578589,0.6888367016063618,2.448243872829562,0.14458770909087237,0.05742572862906548,1.0631025117889374,1853.205480264758,22229.686603894355,5.388855518729281,248.8360412688845,31.10450515861056,0.07500000000000001,0.40416416390469617,0.039280571152089085,positive,background_station,1.0,10.186413296463698,61.24275530975799,FAIL,10.186413296463698,10.1864132964637,1.7763568394002505e-15,0.09816998102238386,10.186413296463698,open_section_time_pressure_scale_blocker,diagnostic_heave_time_pressure_station_scale_not_hard_gate
ma2005_wigley_iii_coefficients,A33,0,7,0.6,0.19999999999999998,0.19199999999999998,0.1875,0.023999999999999997,2.4801316742599075,13.043644259145314,5.259254738173387,543.4851774643881,1.855194549401833,0.5962312841528368,3.211702413671704,0.14222977202871023,0.045710483382341564,1.294972539968106,1853.205480264758,24172.553023672044,6.402637068261417,266.77654451089245,33.347068063861556,0.07499999999999996,0.480197780119606,0.046670251233633046,positive,background_station,1.0,10.186413296463698,61.24275530975799,FAIL,10.186413296463698,10.1864132964637,1.7763568394002505e-15,0.09816998102238386,10.186413296463698,open_section_time_pressure_scale_blocker,diagnostic_heave_time_pressure_station_scale_not_hard_gate
ma2005_wigley_iii_coefficients,A33,0,8,0.6749999999999999,0.22499999999999998,0.20925,0.1875,0.02615625,2.631144229310742,14.086070280381348,5.353591081577217,538.535542380171,1.9724184016744102,0.49196404559336687,4.441173754181022,0.14002616502783852,0.0349255708512657,1.6879248597270693,1853.2054802647579,26104.38263899725,7.427748047898323,283.9760305050733,35.497003813134164,0.07500000000000001,0.5570811035923743,0.054142514060956076,positive,background_station,1.0,10.186413296463698,61.24275530975799,FAIL,10.186413296463698,10.1864132964637,1.7763568394002505e-15,0.09816998102238386,10.186413296463698,open_section_time_pressure_scale_blocker,diagnostic_heave_time_pressure_station_scale_not_hard_gate
ma2005_wigley_iii_coefficients,A33,0,9,0.75,0.25,0.22499999999999998,0.1875,0.028124999999999997,2.7595752934474778,14.994828146147674,5.433744888843007,533.1494451963617,2.066924552322586,0.3841956616198653,5.592705605798181,0.1378424969047478,0.02562187828198412,2.026654470736087,1853.205480264758,27788.497696069113,8.374857299053868,297.7727039663598,37.22158799579498,0.07500000000000001,0.6281142974290402,0.06104620487239388,positive,background_station,1.0,10.186413296463698,61.24275530975799,FAIL,10.186413296463698,10.1864132964637,1.7763568394002505e-15,0.09816998102238386,10.186413296463698,open_section_time_pressure_scale_blocker,diagnostic_heave_time_pressure_station_scale_not_hard_gate
