benchmark,coefficient,candidate_name,candidate_order,row_count,station_count,total_current_forward_gradient_integral_value,total_candidate_forward_gradient_integral_value,total_forward_gradient_integral_delta_vs_current,max_abs_station_integral_delta_vs_current,dominant_delta_station_index,dominant_delta_x_over_l,dominant_delta_value,dominant_candidate_density_value_per_m,dominant_current_density_value_per_m,dominant_station_delta_share_of_total_abs_delta,max_gradient_norm_ratio_to_current,median_gradient_norm_ratio_to_current,max_gradient_peak_phase_delta_abs_deg,gate_role,path_diagnostic_status
ma2005_wigley_iii_coefficients,A33,current_default,0,39,39,0.0,0.0,0.0,0.0,0,0.024999999999999998,0.0,0.0,0.0,,1.0,1.0,0.0,diagnostic_startup_pressure_gradient_station_candidate_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,A35,current_default,0,39,39,-1.5428303232183866,-1.5428303232183866,0.0,0.0,0,0.024999999999999998,0.0,-5.422976668279012,-5.422976668279012,,1.0,1.0,0.0,diagnostic_startup_pressure_gradient_station_candidate_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,A53,current_default,0,39,39,0.0,0.0,0.0,0.0,0,0.024999999999999998,0.0,0.0,0.0,,1.0,1.0,0.0,diagnostic_startup_pressure_gradient_station_candidate_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,A55,current_default,0,39,39,0.19620625010109505,0.19620625010109505,0.0,0.0,0,0.024999999999999998,0.0,-5.795806314223197,-5.795806314223197,,1.0,1.0,0.0,diagnostic_startup_pressure_gradient_station_candidate_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,B33,current_default,0,39,39,8.678420568103427,8.678420568103427,0.0,0.0,0,0.024999999999999998,0.0,30.50424375906946,30.50424375906946,,1.0,1.0,0.0,diagnostic_startup_pressure_gradient_station_candidate_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,B35,current_default,0,39,39,1.8762632368090508,1.8762632368090508,0.0,0.0,0,0.024999999999999998,0.0,19.624951610119066,19.624951610119066,,1.0,1.0,0.0,diagnostic_startup_pressure_gradient_station_candidate_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,B53,current_default,0,39,39,-0.4905156252527364,-0.4905156252527364,0.0,0.0,0,0.024999999999999998,0.0,14.489515785557996,14.489515785557996,,1.0,1.0,0.0,diagnostic_startup_pressure_gradient_station_candidate_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,B55,current_default,0,39,39,1.0113490777968417,1.0113490777968417,0.0,0.0,0,0.024999999999999998,0.0,9.321852014806554,9.321852014806554,,1.0,1.0,0.0,diagnostic_startup_pressure_gradient_station_candidate_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,A33,scheme_central,1,39,39,0.0,0.0,0.0,0.0,0,0.024999999999999998,0.0,0.0,0.0,,1.0,1.0,0.0,diagnostic_startup_pressure_gradient_station_candidate_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,A35,scheme_central,1,39,39,-1.5428303232183866,-1.5428303232183866,0.0,0.0,0,0.024999999999999998,0.0,-5.422976668279012,-5.422976668279012,,1.0,1.0,0.0,diagnostic_startup_pressure_gradient_station_candidate_not_hard_gate,INFO
