outer_iteration,step_factor,source_formal_exact_objective,candidate_formal_exact_objective,formal_exact_relative_decrease,source_reduced_objective,source_weak_objective,residual_generator,average_mode_count,jump_mode_count,source_projected_integral,source_unresolved_integral,candidate_reduced_objective,candidate_projected_integral,candidate_unresolved_integral,candidate_unrepresented_projected_integral,gmres_info,krylov_iterations,jvp_calls,direction_solver,exact_subspace_rank,exact_subspace_condition_number,trust_region_step_scale,right_preconditioner,right_scale_minimum,right_scale_median,right_scale_maximum,geometric_ratio_minimum,geometric_ratio_median,geometric_ratio_maximum,source_curvature_energy,source_maximum_turning_angle_deg,candidate_curvature_energy,candidate_root_relative_mismatch
1,1.0,0.0010362850570074535,0.0010260735609958476,0.009853945053588147,0.001036285057007454,0.0002680167384718058,source_aligned_exact,,,0.0005991147243237293,0.0004371703326837244,0.0010271615847007914,0.0005895911099099448,0.00043648245108590254,0.0003372898289485432,1,16,18,exact_krylov_subspace,16,64.87225420816397,1.0,geometric_midpoint,0.9871803016591272,1.0000004911483191,5.902134836556861,84.72602405602929,500.06441814404513,506.5583432971671,24.961036813254655,6.260266731357641,25.07623909520253,3.591793659824412e-07
