step_factor,normalized_objective,normalized_relative_decrease,predicted_normalized_objective,trust_ratio,maximum_grid_objective_ratio,maximum_root_relative_mismatch,maximum_condition_number,maximum_condition_number_ratio,maximum_displacement_ratio,curvature_energy,curvature_energy_ratio,maximum_turning_angle_deg,dipole_coefficient,accepted,rejection_reason
1.0,1.0004323247587474,-0.0004323247587474377,1.0004326536591868,-inf,1.0006123182179798,0.0009500026914634707,1031422.1286419698,1.0000048060140099,0.003546427865716883,20.9030423589524,1.0000593696156104,7.774543201269467,7.647929665828181,False,insufficient_trust_ratio
0.75,1.0003218573709713,-0.0003218573709713457,1.0003220778733288,-inf,1.00045669657409,0.0009688091595163298,1031420.8896884593,1.000003604799269,0.0026598208969737204,20.902732044328175,1.000044523305578,7.77437068025233,7.647898330343622,False,insufficient_trust_ratio
0.5,1.00021294557768,-0.00021294557768003486,1.0002131103348453,-inf,1.0003027186925844,0.0009876141151747499,1031419.6505521206,1.0000024034072692,0.0017732139297201627,20.902421784558584,1.0000296796199426,7.774197987093244,7.647866995186691,False,insufficient_trust_ratio
0.25,1.000105595679649,-0.0001055956796489621,1.0001057510437354,-inf,1.0001504057536048,0.0010064175583111617,1031418.4112066161,1.0000012018124744,0.0008866069640088738,20.902111579640916,1.0000148385585752,7.7740251217901575,7.647835659682339,False,root_mismatch
