outer_iteration,coefficient_index,unscaled_step,trust_scaled_step,trust_region_step_scale
1,0,-0.0003166704992658133,-0.00018725879380835365,0.5913364024830383
1,1,-0.00021681653953635954,-0.00012821151248825228,0.5913364024830383
1,2,-0.00014461152966115513,-8.551406170739666e-05,0.5913364024830383
1,3,-0.00011709169789513678,-6.924058339394092e-05,0.5913364024830383
1,4,2.8559993848248943e-05,1.6888564017161234e-05,0.5913364024830383
1,5,2.2095459765204848e-05,1.3065849688764953e-05,0.5913364024830383
1,6,5.988395861547317e-06,3.5411564654117055e-06,0.5913364024830383
1,7,4.957272407291416e-06,2.931415631456137e-06,0.5913364024830383
1,8,8.94849841711186e-07,5.29157286160009e-07,0.5913364024830383
1,9,3.426288159116885e-06,2.026088913882411e-06,0.5913364024830383
1,10,2.925931043958534e-06,1.7302095374478803e-06,0.5913364024830383
1,11,2.920967234539922e-06,1.7272742562436668e-06,0.5913364024830383
1,12,1.524296648655072e-06,9.013720965326421e-07,0.5913364024830383
1,13,-4.0305113670087497e-07,-2.383388091933947e-07,0.5913364024830383
1,14,1.7964685225329843e-06,1.062317233288674e-06,0.5913364024830383
1,15,1.624775735938474e-06,9.607890385315882e-07,0.5913364024830383
