iteration,residual_mode,shape_mode,value,finite_difference_step,jacobian_condition_number
1,0,0,-346.7143271837834,5.783391263523694e-05,22558.617603716182
1,0,1,-709.6354936492435,2.8256328857006065e-05,22558.617603716182
1,0,2,-987.575959187029,2.030363833491617e-05,22558.617603716182
1,0,3,-1179.594962146452,1.6998178449911805e-05,22558.617603716182
1,0,4,-1312.057240291253,1.5281657800989038e-05,22558.617603716182
1,0,5,-1406.65065677916,1.4253621261280693e-05,22558.617603716182
1,0,6,-1477.219818616553,1.3572316157040626e-05,22558.617603716182
1,0,7,-1532.154280556733,1.3085387212610753e-05,22558.617603716182
1,0,8,-945.2468051732501,2.1250088863942353e-05,22558.617603716182
1,0,9,-1610.6662187310565,1.2447595684325218e-05,22558.617603716182
1,0,10,-472.52742206620735,4.257802206850034e-05,22558.617603716182
1,0,11,-326.4289664053145,6.122994699121975e-05,22558.617603716182
1,1,0,-135.45951756151726,5.783391263523694e-05,22558.617603716182
1,1,1,-277.2520652326576,2.8256328857006065e-05,22558.617603716182
1,1,2,-385.8456152472592,2.030363833491617e-05,22558.617603716182
1,1,3,-460.87230296883695,1.6998178449911805e-05,22558.617603716182
1,1,4,-512.632969368422,1.5281657800989038e-05,22558.617603716182
1,1,5,-549.5977624903113,1.4253621261280693e-05,22558.617603716182
1,1,6,-577.1760432724649,1.3572316157040626e-05,22558.617603716182
1,1,7,-598.642261549169,1.3085387212610753e-05,22558.617603716182
1,1,8,-368.64306782593667,2.1250088863942353e-05,22558.617603716182
1,1,9,-629.2659784258431,1.2447595684325218e-05,22558.617603716182
1,1,10,-183.97728813474978,4.257802206850034e-05,22558.617603716182
1,1,11,-127.90706932295248,6.122994699121975e-05,22558.617603716182
1,2,0,100.18252825357972,5.783391263523694e-05,22558.617603716182
1,2,1,205.0523472270942,2.8256328857006065e-05,22558.617603716182
1,2,2,285.3769852892841,2.030363833491617e-05,22558.617603716182
1,2,3,340.8834285933513,1.6998178449911805e-05,22558.617603716182
1,2,4,379.1906001121965,1.5281657800989038e-05,22558.617603716182
1,2,5,406.5532272155447,1.4253621261280693e-05,22558.617603716182
1,2,6,426.97285243709354,1.3572316157040626e-05,22558.617603716182
1,2,7,442.8612890472504,1.3085387212610753e-05,22558.617603716182
1,2,8,270.96839859658235,2.1250088863942353e-05,22558.617603716182
1,2,9,465.2930992051425,1.2447595684325218e-05,22558.617603716182
1,2,10,134.49916479763388,4.257802206850034e-05,22558.617603716182
1,2,11,95.5221894405807,6.122994699121975e-05,22558.617603716182
1,3,0,-43.0460083724942,5.783391263523694e-05,22558.617603716182
1,3,1,-88.10464730434849,2.8256328857006065e-05,22558.617603716182
1,3,2,-122.61366250601888,2.030363833491617e-05,22558.617603716182
