iteration,pseudo_time,kinematic_rms,dipole_coefficient,root_thickness,root_s_lambda,accepted_time_step,maximum_displacement_ratio
0,0.0,1.9223078535130722,5.660700714698558,0.002997248919179177,1.6897137969298732,,
1,0.00013342147487585887,1.8325203133341212,5.664503775418837,0.0010493117638239065,1.7497894804386593,0.00013342147487585887,0.10096810694350598
2,0.0002639218158182287,1.9137045908489014,5.660917307895325,0.001816275033000119,1.7242199194136787,0.00013050034094236982,0.08197847728852681
3,0.0003950092200157628,1.944975734373772,5.657219600445577,0.002655433202680453,1.6944940433654072,0.0001310874041975341,0.08349183489699182
4,0.0005270593085664461,1.9055986993842617,5.661112226795622,0.0007026419471619587,1.7522186253629013,0.00013205008855068334,0.10078340772570454
5,0.0006567221826416184,1.9769218893880545,5.657579692228562,0.0014468089836813867,1.7287406625664248,0.00012966287407517225,0.07919773015484331
6,0.0007867362190457814,1.9626610008777294,5.653911245480764,0.0022678239551894488,1.701034726400089,0.00013001403640416304,0.08106740219409152
7,0.0009175051830076091,1.9757186907471185,5.657891910984841,0.0003129670748102473,1.756054896784494,0.00013076896396182762,0.1005568568746283
8,0.0010464962975682544,1.9908497043132138,5.654390289951829,0.0010364379315524067,1.7346794698594097,0.00012899111456064522,0.07691948598701566
9,0.001175568085786868,1.9799576510592696,5.650762744866194,0.001832882891132047,1.7092567502781584,0.00012907178821861361,0.07864177207078839
10,0.0013051416752764872,1.9631106195688357,5.64698508969159,0.0027116188141278357,1.6792153198266013,0.00012957358948961932,0.0807194302986182
11,0.0014356425374612812,2.0016226159159967,5.651010263608784,0.0007312290409591793,1.7369529591497899,0.0001305008621847939,0.10070770203383503
12,0.001563972874456948,1.9936146181110912,5.647401691711562,0.001512511140072391,1.7132112063902813,0.00012833033699566695,0.076563984577918
13,0.0016925967554664067,1.9793059698346263,5.643653155170468,0.0023728610401158754,1.685016177207672,0.00012862388100945866,0.07851877289910628
14,0.0018219535203420347,2.010987337238692,5.647764605100826,0.00039146120359944634,1.7404319482933952,0.00012935676487562813,0.10050330190124825
15,0.00194968224871369,2.0064588668505077,5.644179070272534,0.0011524713908006234,1.7185734965483164,0.00012772872837165517,0.07450028422949724
16,0.0020774554976373187,1.9953236073817688,5.640461952451817,0.0019890787530718644,1.6924507828695001,0.0001277732489236289,0.07632368967444997
17,0.0022057290609402013,2.018331204586032,5.644663600449741,9.522478626346596e-06,1.745154915510049,0.0001282735633028826,0.10024824683243808
18,0.0023330372292631324,2.0179097735924323,5.641107865338092,0.0007458030268797976,1.7253933631419043,0.00012730816832293105,0.07249803484161735
19,0.0024601005401214907,2.010691449644813,5.6374320934062645,0.0015529518047704594,1.7015863177989314,0.00012706331085835852,0.07412692643704766
20,0.002587386446706726,1.9966293060879148,5.633610618000623,0.002440890363794358,1.6731652745762355,0.00012728590658523506,0.07615590406722732
