benchmark,coefficient,station_count,reference_value,computed_value,gate_error_ratio,coefficient_status,time_component_value,station_integral_time_component_value,required_global_scale_to_reference_from_time_integral,max_inner_free_surface_normal_derivative_to_body_normal_velocity_ratio,median_inner_free_surface_normal_derivative_to_body_normal_velocity_ratio,max_free_normal_ratio_station_index,max_free_normal_ratio_x_over_l,max_body_potential_to_inner_free_surface_normal_derivative_gain,median_body_potential_to_inner_free_surface_normal_derivative_gain,max_body_potential_to_inner_free_surface_normal_derivative_gain_x_over_l,max_body_potential_to_body_normal_velocity_gain,median_body_potential_to_body_normal_velocity_gain,max_free_surface_potential_to_body_potential_ratio,max_control_potential_to_body_potential_ratio,peak_abs_time_contribution_station_index,peak_abs_time_contribution_x_over_l,peak_abs_time_contribution_share,free_normal_peak_matches_time_peak,free_normal_ratio_to_abs_contribution_share_pearson,failure_source,diagnostic_conclusion,remaining_blocker,gate_role
ma2005_wigley_iii_coefficients,A33,78,0.941,0.8954918095166653,0.3224101344905041,PASS,0.8954918095166653,0.956659491055703,0.9836310712410093,1.7526767431108465,0.24585160949916784,0,0.024999999999999998,1.4639519249630768,1.068115877064881,0.65,1.3036981107219343,0.30287168521207763,1.1557734836517886,1.022846620270176,19,0.5,0.026166120669183387,false,-0.39326100299013844,free_normal_to_body_potential_scale_suspect,free_normal_gain_not_primary_scale_explanation,"Audit Eq.23/Eq.24 free-surface normal-derivative units, inner/free/control matching signs, and station marching initialization before applying any production scale or sign correction.",diagnostic_free_normal_to_body_potential_not_hard_gate
ma2005_wigley_iii_coefficients,A53,78,0.145,0.11550117901521131,0.6781338157422685,PASS,-0.028172024606696613,-0.018894980687365084,-7.673995671081066,1.7526767431108465,0.24585160949916784,0,0.024999999999999998,1.4639519249630768,1.068115877064881,0.65,1.3036981107219343,0.30287168521207763,1.1557734836517886,1.022846620270176,28,0.725,0.024627195439034397,false,-0.4155559736504753,free_normal_to_body_potential_scale_suspect,free_normal_gain_not_primary_scale_explanation,"Audit Eq.23/Eq.24 free-surface normal-derivative units, inner/free/control matching signs, and station marching initialization before applying any production scale or sign correction.",diagnostic_free_normal_to_body_potential_not_hard_gate
