case_name,coefficient,total_rows,pass_rows,fail_rows,error_rows,median_gate_error_ratio,max_gate_error_ratio,max_heave_residual,max_pitch_residual,max_heave_condition_number,max_pitch_condition_number,pass_fraction,gate_role
st5_bp8_fs4_cp4_r2p0_h2_fsm_end,A33,1,0,1,0,50.87013053739515,50.87013053739515,7.21516608246715e-16,1.0731394379353893e-15,26.83718311049982,26.83718311049982,0.0,diagnostic_matched_wigley_sensitivity_not_hard_gate
