iteration,pseudo_time,kinematic_rms,dipole_coefficient,root_thickness,root_s_lambda,root_measured_s_lambda,root_relative_mismatch,root_body_eta,root_resolution_ratio,bem_condition_number,accepted_time_step,maximum_displacement_ratio,kinematic_integral,kinematic_convergence_integral,provisional_matching_surface_shift_panels,final_matching_surface_shift_panels,provisional_matching_surface_root_displacement_ratio,final_matching_surface_root_displacement_ratio,provisional_matching_surface_trigger_code,final_matching_surface_trigger_code,rk2_rejected_attempt_count,jet_point_count,shallow_jet_panel_count_per_side,boundary_panel_count,jet_tip_thickness,jet_tip_s_lambda
0,0.0,0.011185707700860355,8.210744313009895,0.15235219111164,2.0019133361734327,2.0019208581877908,3.7574125823200335e-06,0.5539875895316047,9.25924344819682,48600.27493618865,,,0.002213914404835617,0.0051138385451918195,,,,,,,,514.0,256.0,680.0,7.211562789171243e-05,0.0042987228383469175
1,0.0009655550502113184,0.010848652695634876,8.210097223581819,0.1482530845369258,2.0334953375592932,2.033644907311061,7.35530340322605e-05,0.5540470095773142,9.007854941081582,48688.36921321658,0.0009655550502113184,0.24843426160686122,0.0020904211819354453,0.005069290670347925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,514.0,256.0,680.0,1.8406802308325095e-05,0.0011078320965922054
2,0.0019330581249960952,0.010616513251223078,8.209517898132063,0.14416414097387986,2.067036114900616,2.0671728951183495,6.617214704060546e-05,0.554163287178453,8.757177811656305,48796.87655515426,0.0009675030747847768,0.24838034842776024,0.0020112650092493625,0.005067911522238469,0.0,0.0,0.0,0.0,0.0,0.0,0.0,513.0,256.0,680.0,0.00010044867507795024,0.006104489803757159
3,0.002902480221876727,0.011577041417907049,8.211958309731086,0.15654963410146977,1.9716463283616406,1.9713191456505648,0.00016594391517857392,0.5540435832949988,9.512064425963182,48506.08148124773,0.0009694220968806319,0.24896827954002435,0.002365706827390847,0.005183715231350066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,514.0,256.0,680.0,9.451440498090144e-05,0.005578426087468286
4,0.003866472956143345,0.011116342830245846,8.211231816576438,0.1524447969460946,2.001238193742968,2.001396373614197,7.904100157765574e-05,0.5540474816444789,9.2650045310887,48598.41314491857,0.0009639927342666181,0.24848873851824366,0.0021905801977623344,0.005089093689225764,0.0,0.0,0.0,0.0,0.0,0.0,0.0,514.0,256.0,680.0,7.616099749087682e-05,0.004539121846702376
5,0.004831948135685712,0.010780261429616966,8.210582001304536,0.14834559854809423,2.032899652732219,2.0330499348783375,7.39250193272373e-05,0.5541057315471472,9.013603250665993,48686.72589992777,0.0009654751795423666,0.248436435655076,0.0020677634881881295,0.00504523273870227,0.0,0.0,0.0,0.0,0.0,0.0,0.0,514.0,256.0,680.0,2.2441034921513236e-05,0.0013503443140915978
6,0.005799370799943531,0.010549826074116317,8.209999815364855,0.1442564175462841,2.0664039631841447,2.066541239401808,6.643242081859536e-05,0.554220792460534,8.762907030869554,48795.468163849066,0.0009674226642578197,0.24838252873379837,0.001989363501325097,0.005044574526188838,0.0,0.0,0.0,0.0,0.0,0.0,0.0,513.0,256.0,680.0,0.00010446660406738822,0.006347224725565792
7,0.0067687120333953825,0.011503073358603368,8.212450999455529,0.15664172557148953,1.97116622131057,1.970839389370302,0.00016580638240176247,0.5541076085496992,9.51784803354089,48504.03006953518,0.0009693412334518511,0.24897144734640236,0.002338924095225082,0.0051543802781891905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,514.0,256.0,680.0,9.904265174719722e-05,0.0058442967327532866
8,0.007732622806252882,0.011048153998294404,8.211721582740866,0.15253690837372494,2.0007321849479562,2.000890717069135,7.923705250069738e-05,0.5541106211006008,9.270731975028971,48596.11750539278,0.000963910772857499,0.24849065897666484,0.0021671122207902287,0.005063014556264513,0.0,0.0,0.0,0.0,0.0,0.0,0.0,514.0,256.0,680.0,8.022399496321614e-05,0.004780099000538523
9,0.008698019317634427,0.010718550882424068,8.2110688628441,0.14843760719313565,2.0323663754359096,2.032517081382511,7.415294231530798e-05,0.5541679509410788,9.019318572023323,48684.3067508851,0.0009653965113815454,0.24843837801140992,0.0020476430239678464,0.005022448012063255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,514.0,256.0,680.0,2.6439981808447895e-05,0.0015905797350444135
10,0.009665361319738375,0.010495020138568767,8.210483749668985,0.14434820940413737,2.065842452950676,2.0659802938521046,6.67238207016526e-05,0.5542820590692854,8.768603674478365,48793.333573213444,0.0009673420021039491,0.24838457260831215,0.001972585851286298,0.005025085808302411,0.0,0.0,0.0,0.0,0.0,0.0,0.0,513.0,256.0,680.0,0.00010843800219511488,0.006586810899757951
