iteration,pseudo_time,kinematic_rms,dipole_coefficient,root_thickness,root_s_lambda,accepted_time_step,maximum_displacement_ratio
0,0.0,1.9223078535127431,5.660700714699171,0.002997248919179594,1.6897137969300045,,
1,0.00018362379197635264,1.9556735451325804,5.665027617146601,0.0015679856903235427,1.7145343227445002,0.00018362379197635264,0.10123145781017552
2,0.0003612648722010563,1.9642458212430027,5.669414430982005,0.00010546991854943427,1.7358446646134593,0.0001776410802247037,0.10070184685391097
3,0.0005355658705404677,1.9472070911946193,5.666495259679746,0.00028907649709586337,1.751251357146046,0.00017430099833941145,0.06194116846982121
4,0.000708702329837265,1.8132772996253403,5.663474419908841,0.00048508006353701363,1.7669969910795977,0.0001731364592967973,0.06298516593844393
5,0.000880939715517832,1.712308638857236,5.660350833220745,0.0006907704129631897,1.783182455533467,0.00017223738568056702,0.06522407103647757
6,0.0010525499399810226,1.634385623930497,5.657140660243827,0.0008965607542516963,1.799970890152155,0.00017161022446319054,0.06705017927686562
7,0.0012237817839117475,1.5727443966444559,5.653816656966922,0.0011048559362871085,1.817458517918368,0.00017123184393072496,0.06929148083819389
8,0.0013948825874429817,1.523325297893929,5.6503759820735215,0.001311574055910677,1.8358000424712346,0.00017110080353123413,0.07153049491845773
9,0.0015660793977190193,1.483210949301428,5.646784226295963,0.0015183663221109897,1.8551308260895591,0.00017119681027603762,0.07422486482415863
10,0.0017376001486585997,1.5174511361919256,5.651503943116528,0.0001840768897727952,1.8695816433015895,0.00017152075093958028,0.10077760713483551
11,0.001903910643306971,1.4839825218550151,5.648080968002207,0.0003305267519399479,1.890370693550659,0.00016631049464837123,0.06995031282672794
12,0.00207053169470041,1.4568798715794962,5.644504078624781,0.0004731933877773459,1.9125581779898995,0.00016662105139343916,0.0724750404698671
13,0.0022372418665239403,1.435204099385551,5.64082567965678,0.0006009602367504437,1.9360304197302791,0.00016671017182353046,0.07440156067342421
14,0.002404169810192374,1.4182292405714083,5.6370397191860935,0.0007091330163654411,1.960935586596809,0.0001669279436684336,0.07627562168603592
15,0.002571440760579254,1.405454705656547,5.63315051799786,0.0007929350864560602,1.9874507375151897,0.0001672709503868802,0.07809194538912073
16,0.0027391488190132473,1.3965187657526241,5.629164657541912,0.0008475206586101712,2.015758300556645,0.00016770805843399308,0.07983627249520633
17,0.002907352925711269,1.3911456699881923,5.625073331252985,0.0008680632357294507,2.046037208168892,0.00016820410669802192,0.08149277605618735
18,0.0030760751614848057,1.3891071420276782,5.620888154402213,0.0008498722793738408,2.0784540215728384,0.00016872223577353638,0.08304478733424148
19,0.003245299193234539,1.390187403298363,5.616605399207653,0.0007885334559426692,2.1131531550037903,0.0001692240317497335,0.08447483539730281
20,0.00341496915091204,1.3941561480450972,5.612237698680959,0.0006800691180797437,2.1502469908866617,0.00016966995767750097,0.08576512848009547
21,0.0035849889686879396,1.4007432078813853,5.607781969051915,0.000521109708018,2.1898068104062407,0.00017001981777589928,0.08689816687346495
22,0.003755222981331517,1.4096208924324805,5.603240194993562,0.0003090631999184193,2.2318549063984428,0.00017023401264357728,0.08785804856590833
23,0.003925497982896533,1.4203688003082957,5.598659593173733,3.927714929591838e-05,2.2762777978285786,0.0001702750015650169,0.08814218625073385
24,0.004095579206202769,3.3037461098764616,-34.488538048239896,0.0002852930230011875,2.3135313111506988,0.0001700812233062358,0.08870577697625906
25,0.004161984012722682,3.316262293788819,-34.33929872925654,0.0003242468360018997,2.351292518414476,6.640480651991326e-05,0.09891368101773426
26,0.004228657513783529,3.362502753194625,-34.400262135432584,0.00041927112854592486,2.390645886893014,6.667350106084715e-05,0.09914162525363844
27,0.004261857184074258,3.3730320155139077,-34.46297934697769,0.00048814048426160133,2.4124571776232586,3.319967029072916e-05,0.04968046398835961
28,0.0042639040628894035,3.3747292055483094,-34.44886733715509,0.0004929381706621435,2.4154497390867498,2.046878815144717e-06,0.0031025307860504236
