case,x,panel,chain_real,chain_imag,pressure_delta_real,pressure_delta_imag
fn167,1.7902623815836317e-05,0,-1.0119943364261496e-14,-1.8355367447589528e-14,3.4407807438489084e-11,6.240824932180439e-11
fn167,1.7902623815836317e-05,1,-5.7682351498907776e-15,-1.3632631070978568e-14,1.9611999509628642e-11,4.635094564132713e-11
fn167,1.7902623815836317e-05,2,-3.754208845309675e-15,-1.300860569509004e-14,1.2764310074052897e-11,4.4229259363306137e-11
fn167,1.7902623815836317e-05,3,-1.5892521544235962e-15,-8.288926347917905e-15,5.4034573250402275e-12,2.8182349582920878e-11
fn167,1.7902623815836317e-05,4,-5.0717115956046456e-17,-5.537773853032045e-15,1.7243819425055796e-13,1.8828431100308952e-11
fn167,1.7902623815836317e-05,5,8.607256085932706e-16,-3.4696127046573838e-15,-2.92646706921712e-12,1.1796683195835106e-11
fn167,1.7902623815836317e-05,6,1.3085984487653726e-15,-4.322030424649898e-15,-4.4492347258022666e-12,1.4694903443809653e-11
fn167,1.7902623815836317e-05,7,1.925972571284905e-15,-4.0004472736826546e-15,-6.5483067423686766e-12,1.3601520730521025e-11
fn167,1.7902623815836317e-05,8,2.7569844997846324e-15,-2.237648088489565e-15,-9.37374729926775e-12,7.60800350086452e-12
fn167,1.7902623815836317e-05,9,2.750045496001666e-15,-2.795973881081595e-15,-9.350154686405664e-12,9.506311195677424e-12
fn167,1.7902623815836317e-05,10,3.4288402760513677e-15,-9.245741096158295e-16,-1.165805693857465e-11,3.1435519726938202e-12
fn167,1.7902623815836317e-05,11,3.711030536871048e-15,1.59700593939717e-16,-1.2617503825361562e-11,-5.429820193950378e-13
fn167,1.7902623815836317e-05,12,4.730286653664123e-15,6.734449651268331e-16,-1.6082974622458017e-11,-2.2897128814312327e-12
fn167,1.7902623815836317e-05,13,4.053526978567309e-15,-2.8050984335151256e-16,-1.378199172712885e-11,9.537334673951428e-13
fn167,1.7902623815836317e-05,14,3.598167284845006e-15,4.507295287998746e-16,-1.223376876847302e-11,-1.5324803979195735e-12
fn167,1.7902623815836317e-05,15,5.89332500968597e-15,1.5965263541015618e-15,-2.0037305032932297e-11,-5.42818960394531e-12
fn167,1.7902623815836317e-05,16,5.830313389501125e-15,2.200173795713467e-15,-1.9823065524303825e-11,-7.480590905425788e-12
fn167,1.7902623815836317e-05,17,5.667596958996484e-15,2.185746629745926e-15,-1.9269829660588046e-11,-7.431538541136147e-12
fn167,1.7902623815836317e-05,18,5.1267546960164724e-15,2.360004836239771e-15,-1.7430965966456007e-11,-8.024016443215221e-12
fn167,1.7902623815836317e-05,19,5.650356658357985e-15,2.8792291748721412e-15,-1.921121263841715e-11,-9.78937919456528e-12
fn167,1.7902623815836317e-05,20,5.41725628426126e-15,2.487228089179896e-15,-1.8418671366488285e-11,-8.456575503211646e-12
fn167,1.7902623815836317e-05,21,6.495960502223321e-15,3.634891168780407e-15,-2.208626570755929e-11,-1.2358629973853384e-11
fn167,1.7902623815836317e-05,22,6.410707142002792e-15,3.4586892800603245e-15,-2.179640428280949e-11,-1.1759543552205103e-11
fn167,1.7902623815836317e-05,23,5.786443797398974e-15,3.3194826658205735e-15,-1.967390891115651e-11,-1.128624106378995e-11
fn167,1.7902623815836317e-05,24,5.208352003718137e-15,3.135481187727474e-15,-1.7708396812641667e-11,-1.0660636038273412e-11
fn167,1.7902623815836317e-05,25,7.354982201845888e-15,4.473386818846342e-15,-2.5006939486276017e-11,-1.520951518407756e-11
fn167,1.7902623815836317e-05,26,6.675033666599498e-15,4.172187072757478e-15,-2.2695114466438294e-11,-1.4185436047375424e-11
fn167,1.7902623815836317e-05,27,4.679106415762706e-15,2.9261481404225356e-15,-1.59089618135932e-11,-9.94890367743662e-12
