component,sigma,omega_rad_s,coefficient,value_dimensional,value_nondimensional,harmonic_fit_residual_nrmse,restoring_subtraction,diagnostic_zero_restoring_component,target_identifier,beam_m,deadrise_deg,trim_deg,fn_b,mean_wetted_length_over_b,lcg_from_transom_m,rho_water_kg_m3,gravity_m_s2,matrix_coordinate_contract,response_calibration_used
raw_bem,1.855694516,8.924499998413234,A33,82.73335133414932,1.0853830801568436,0.024535561167623655,nonlinear_2dt_quasistatic_target_state,False,begovic2014_monohedral_fn282_C7_source_transom3d,0.424,16.7,4.024,2.82,2.735849056604,0.6969999999999992,1000.0,9.80665,heave_up_pitch_bow_up_force_and_moment_about_cg,False
raw_bem,1.855694516,8.924499998413234,A35,-13.103175961119819,-0.4054274471521785,0.02786742406873541,nonlinear_2dt_quasistatic_target_state,False,begovic2014_monohedral_fn282_C7_source_transom3d,0.424,16.7,4.024,2.82,2.735849056604,0.6969999999999992,1000.0,9.80665,heave_up_pitch_bow_up_force_and_moment_about_cg,False
raw_bem,1.855694516,8.924499998413234,A53,-7.46159753979587,-0.23087047378534034,0.03581035925660408,nonlinear_2dt_quasistatic_target_state,False,begovic2014_monohedral_fn282_C7_source_transom3d,0.424,16.7,4.024,2.82,2.735849056604,0.6969999999999992,1000.0,9.80665,heave_up_pitch_bow_up_force_and_moment_about_cg,False
raw_bem,1.855694516,8.924499998413234,A55,11.031307590059379,0.8050033939522697,0.04554057393471727,nonlinear_2dt_quasistatic_target_state,False,begovic2014_monohedral_fn282_C7_source_transom3d,0.424,16.7,4.024,2.82,2.735849056604,0.6969999999999992,1000.0,9.80665,heave_up_pitch_bow_up_force_and_moment_about_cg,False
raw_bem,1.855694516,8.924499998413234,B33,771.5440431525928,2.1046783966365727,0.024535561167623655,nonlinear_2dt_quasistatic_target_state,False,begovic2014_monohedral_fn282_C7_source_transom3d,0.424,16.7,4.024,2.82,2.735849056604,0.6969999999999992,1000.0,9.80665,heave_up_pitch_bow_up_force_and_moment_about_cg,False
raw_bem,1.855694516,8.924499998413234,B35,-880.65369355685,-5.665840246779391,0.02786742406873541,nonlinear_2dt_quasistatic_target_state,False,begovic2014_monohedral_fn282_C7_source_transom3d,0.424,16.7,4.024,2.82,2.735849056604,0.6969999999999992,1000.0,9.80665,heave_up_pitch_bow_up_force_and_moment_about_cg,False
raw_bem,1.855694516,8.924499998413234,B53,-36.67328735824541,-0.23594403681750897,0.03581035925660408,nonlinear_2dt_quasistatic_target_state,False,begovic2014_monohedral_fn282_C7_source_transom3d,0.424,16.7,4.024,2.82,2.735849056604,0.6969999999999992,1000.0,9.80665,heave_up_pitch_bow_up_force_and_moment_about_cg,False
raw_bem,1.855694516,8.924499998413234,B55,246.3151815588113,3.737528283260039,0.04554057393471727,nonlinear_2dt_quasistatic_target_state,False,begovic2014_monohedral_fn282_C7_source_transom3d,0.424,16.7,4.024,2.82,2.735849056604,0.6969999999999992,1000.0,9.80665,heave_up_pitch_bow_up_force_and_moment_about_cg,False
resolved_station_bem,1.855694516,8.924499998413234,A33,10.691969284389492,0.14026849351191406,0.05942801764546537,nonlinear_2dt_quasistatic_target_state,True,begovic2014_monohedral_fn282_C7_source_transom3d,0.424,16.7,4.024,2.82,2.735849056604,0.6969999999999992,1000.0,9.80665,heave_up_pitch_bow_up_force_and_moment_about_cg,False
resolved_station_bem,1.855694516,8.924499998413234,A35,34.32412041700845,1.0620280577551235,0.08432852741569918,nonlinear_2dt_quasistatic_target_state,True,begovic2014_monohedral_fn282_C7_source_transom3d,0.424,16.7,4.024,2.82,2.735849056604,0.6969999999999992,1000.0,9.80665,heave_up_pitch_bow_up_force_and_moment_about_cg,False
