coarse_panel_count,fine_panel_count,pseudo_time_relative_difference,kinematic_rms_relative_change,kinematic_convergence_integral_relative_change,root_body_eta_relative_change,interface_s_lambda_relative_change,measured_s_lambda_relative_change,solved_dipole_coefficient_relative_change,body_vertical_force_coefficient_relative_change,computed_pressure_peak_relative_change,computed_peak_eta_relative_change,matched_pseudo_time_trajectory_available,free_surface_eta_relative_l2,body_pressure_curve_relative_l2,full_body_pressure_curve_relative_l2,shallow_jet_pressure_curve_relative_l2_diagnostic
320,640,0.0,0.33496976119116256,0.6368047466805945,0.0,0.0,7.598560176127084e-05,0.0002915528330153402,2.3776697125162038e-05,4.167094048828534e-05,0.0,False,0.002323491301329398,5.9864790763955904e-05,7.068870709620973e-05,0.0037595624260070475
640,1280,0.0,0.23513388647026898,0.32514918842141344,0.0,0.0,3.4137280362421906e-05,0.00021181127488200077,8.978587469982899e-06,1.0311954861570904e-05,0.0,False,0.0008793531870071209,1.6861031498723443e-05,2.2291337165972178e-05,0.00165998513320242
