outer_iteration,step_factor,source_formal_exact_objective,candidate_formal_exact_objective,formal_exact_relative_decrease,source_reduced_objective,source_projected_integral,source_unresolved_integral,candidate_reduced_objective,gmres_info,krylov_iterations,jvp_calls,trust_region_step_scale,right_preconditioner,right_scale_minimum,right_scale_median,right_scale_maximum,geometric_ratio_minimum,geometric_ratio_median,geometric_ratio_maximum,source_curvature_energy,source_maximum_turning_angle_deg,candidate_curvature_energy,candidate_root_relative_mismatch
1,0.25,0.0037797501734421137,0.0037520584801745364,0.007326328989187989,0.002576838790408782,0.00306869420451092,0.000711055968931193,0.0025369431253120843,1,16,18,1.0,geometric_midpoint,0.03449215463092417,1.000004201054946,1.4064401698472655,39.32427948444911,55.30724631722994,1603.4732219263524,21.6946442765165,7.162407572414834,21.691020507381822,3.758963332155928e-11
