stations,moving,max_uncorrected_x_gradient,max_analytic_geometry_corrected_x_gradient,pressure_relative_error,corrected_pressure_relative_error
33,False,0.00040547395097405406,0.00040547395097405406,0.00031452922191650185,0.00031452922191652766
65,False,0.00010137756257055275,0.00010137756257055275,7.560124506243155e-05,7.560124506245672e-05
129,False,2.5344957856697323e-05,2.5344957856697323e-05,1.850017787563416e-05,1.8500177875658944e-05
33,True,0.21915645871402328,0.0007126240054034664,0.2565682549385927,0.0003973006522441345
65,True,0.21881665255108287,0.00017856888531445856,0.25673880293534357,9.547696103376329e-05
129,True,0.21873369904923953,4.469267148721137e-05,0.25679567733028885,2.335990449048361e-05
