component,sigma,omega_rad_s,coefficient,value_dimensional,value_nondimensional,harmonic_fit_residual_nrmse,restoring_subtraction,diagnostic_zero_restoring_component,response_calibration_used
raw_bem,1.4,7.774541989381373,A33,-22.089191652296062,-0.6869078243653306,0.016540725029511164,zero_diagnostic_only,False,False
raw_bem,1.4,7.774541989381373,A53,-10.923081288493309,-1.0681609224258448,0.03114494788369212,zero_diagnostic_only,False,False
raw_bem,1.4,7.774541989381373,B33,360.17927446087543,2.016928864027156,0.016540725029511164,zero_diagnostic_only,False,False
raw_bem,1.4,7.774541989381373,B53,20.026624991712037,0.3526569992463838,0.03114494788369212,zero_diagnostic_only,False,False
resolved_station_bem,1.4,7.774541989381373,A33,-17.788241637266278,-0.553161136662476,0.0730597570032067,zero_diagnostic_only,False,False
resolved_station_bem,1.4,7.774541989381373,A53,-12.609929674673804,-1.233116714714345,0.09291135836110766,zero_diagnostic_only,False,False
resolved_station_bem,1.4,7.774541989381373,B33,358.37738135490673,2.0068386382062515,0.0730597570032067,zero_diagnostic_only,False,False
resolved_station_bem,1.4,7.774541989381373,B53,21.144557631652265,0.3723431306002223,0.09291135836110766,zero_diagnostic_only,False,False
transom_extrapolation,1.4,7.774541989381373,A33,-4.300950015029763,-0.13374668770285397,0.23092445691513788,zero_diagnostic_only,False,False
transom_extrapolation,1.4,7.774541989381373,A53,1.6868483861804962,0.1649557922885003,0.23530950221576977,zero_diagnostic_only,False,False
transom_extrapolation,1.4,7.774541989381373,B33,1.8018931059688967,0.010090225820905713,0.23092445691513788,zero_diagnostic_only,False,False
transom_extrapolation,1.4,7.774541989381373,B53,-1.1179326399402219,-0.01968613135383843,0.23530950221576977,zero_diagnostic_only,False,False
pre_chine_bem,1.4,7.774541989381373,A33,-20.78178098684347,-0.6462512611965865,0.030096599125539455,zero_diagnostic_only,False,False
pre_chine_bem,1.4,7.774541989381373,A53,-9.808304351254902,-0.9591476202146805,0.034814698929333296,zero_diagnostic_only,False,False
pre_chine_bem,1.4,7.774541989381373,B33,102.75210674120021,0.5753903809044346,0.030096599125539455,zero_diagnostic_only,False,False
pre_chine_bem,1.4,7.774541989381373,B53,38.80380404919346,0.6833119959552099,0.034814698929333296,zero_diagnostic_only,False,False
post_chine_bem,1.4,7.774541989381373,A33,-1.3074106654525743,-0.04065656316874352,0.017535277331481785,zero_diagnostic_only,False,False
post_chine_bem,1.4,7.774541989381373,A53,-1.1147769372384109,-0.10901330221116466,0.02247751856626998,zero_diagnostic_only,False,False
post_chine_bem,1.4,7.774541989381373,B33,257.42716771967537,1.4415384831227223,0.017535277331481785,zero_diagnostic_only,False,False
post_chine_bem,1.4,7.774541989381373,B53,-18.777179057481398,-0.3306549967088257,0.02247751856626998,zero_diagnostic_only,False,False
longitudinal_bin_aft_post_chine,1.4,7.774541989381373,A33,0.8692962177520341,0.02703251359598721,0.006725639093674213,zero_diagnostic_only,False,False
longitudinal_bin_aft_post_chine,1.4,7.774541989381373,A53,-0.2718901865073933,-0.02658796220112467,0.007870299745359252,zero_diagnostic_only,False,False
longitudinal_bin_aft_post_chine,1.4,7.774541989381373,B33,62.2808703293496,0.34875989250637124,0.006725639093674213,zero_diagnostic_only,False,False
longitudinal_bin_aft_post_chine,1.4,7.774541989381373,B53,-21.47161432036731,-0.37810240508973003,0.007870299745359252,zero_diagnostic_only,False,False
longitudinal_bin_middle_post_chine,1.4,7.774541989381373,A33,1.7365602339405952,0.05400183179865218,0.02102344658754039,zero_diagnostic_only,False,False
longitudinal_bin_middle_post_chine,1.4,7.774541989381373,A53,-0.23792801235634817,-0.023266823567195165,0.014974632247997909,zero_diagnostic_only,False,False
longitudinal_bin_middle_post_chine,1.4,7.774541989381373,B33,87.75406001999141,0.49140444534133837,0.02102344658754039,zero_diagnostic_only,False,False
