outer_iteration,step_factor,source_formal_exact_objective,candidate_formal_exact_objective,formal_exact_relative_decrease,source_reduced_objective,source_projected_integral,source_unresolved_integral,candidate_reduced_objective,gmres_info,krylov_iterations,jvp_calls,trust_region_step_scale,right_preconditioner,right_scale_minimum,right_scale_median,right_scale_maximum,geometric_ratio_minimum,geometric_ratio_median,geometric_ratio_maximum,source_curvature_energy,source_maximum_turning_angle_deg,candidate_curvature_energy,candidate_root_relative_mismatch
1,0.5,0.0037797501734421137,0.003726568625403421,0.014070122520891857,0.002618509203674632,0.00306869420451092,0.000711055968931193,0.002489467721586382,1,16,18,0.20339673971031738,none,1.0,1.0,1.0,1.0,1.0,1.0,21.6946442765165,7.162407572414834,21.69335783282908,4.94600119309152e-08
