node_index,xi,eta
0,4.563457300243779,-0.070802345305808
1,4.562870213580473,-0.07126517324014024
2,4.562283496670773,-0.0717403100051784
3,4.561703837038224,-0.07223558836246208
4,4.561138408267599,-0.07275819485240927
5,4.560591731306432,-0.07331109677139057
6,4.560056621617314,-0.07388569040456783
7,4.559520934321005,-0.07447024043180979
8,4.5589715409693445,-0.07505265587894697
9,4.558398855698186,-0.07562333488996954
10,4.55780899966516,-0.07618773285637251
11,4.5572107590516,-0.07675487057243692
12,4.5566127894368345,-0.0773338927585065
13,4.55602236205221,-0.07793202703356121
14,4.555437642311131,-0.07854704740449749
15,4.5548556564573826,-0.07917590623575813
16,4.554274508618364,-0.07981677457717518
17,4.553692967874995,-0.08046852879676406
18,4.553110570614618,-0.08113077721805823
19,4.552527358549377,-0.08180358612751305
20,4.551943062724959,-0.08248675630058958
21,4.55135778463392,-0.08318041211441239
22,4.550774646384868,-0.0838871787474945
23,4.550196535794382,-0.08460932634720547
24,4.549625505498657,-0.08534828294204992
25,4.549062649424509,-0.0861046139437905
26,4.5485065187458,-0.08687699089819508
27,4.54795507566596,-0.08766379386727001
28,4.547407002065336,-0.08846402275657712
29,4.546861567592005,-0.08927714090879445
30,4.546318812914376,-0.09010315381225689
31,4.545779642310097,-0.09094262443815708
32,4.545245309679429,-0.09179629960866365
33,4.544716661321948,-0.09266462315845886
34,4.5441929628236695,-0.09354706744635613
35,4.543673288733538,-0.09444303375287791
36,4.543156790688424,-0.09535200900627534
37,4.542643925492771,-0.09627424079565237
38,4.542139109005882,-0.09721210499814224
39,4.54164692062273,-0.09816783664316404
40,4.541170961351339,-0.09914289622939508
41,4.540713431730038,-0.10013784193943294
42,4.54027272232386,-0.10115143554744196
43,4.539846603126457,-0.10218232999938336
44,4.539433365886114,-0.10322954741822878
45,4.539031738105138,-0.10429238470749429
46,4.538641602742116,-0.10537063160806033
47,4.538263053816662,-0.10646416645245713
48,4.537896045247495,-0.10757282584950698
49,4.537540878718536,-0.10869656722710717
50,4.537198768432369,-0.10983561719463548
51,4.536870962157805,-0.11099016456166698
52,4.536558552165199,-0.11216030590511387
53,4.536263163257746,-0.11334622714629322
54,4.535987696763933,-0.11454833335428359
55,4.535734924535119,-0.1157668470868083
56,4.535506663336824,-0.1170016562374647
57,4.535303431530782,-0.11825233718397175
58,4.535122559107425,-0.11951800468085791
59,4.534960965081788,-0.120797893640788
60,4.534816129220929,-0.12209146815509349
61,4.53468742245796,-0.12339849700312568
62,4.53457832638826,-0.12471912634015987
63,4.534492333944365,-0.1260533488864289
64,4.534431689532126,-0.12740092489685328
65,4.534397815678957,-0.1287614778417139
66,4.534390420561359,-0.13013455444370436
67,4.534408964807797,-0.1315197355384035
68,4.534453169393271,-0.13291663772782328
69,4.534522309538489,-0.13432492689477174
70,4.534614827210259,-0.1357443728989401
71,4.534729337906915,-0.13717481568068518
72,4.534864922265321,-0.13861612144526259
73,4.535022042424993,-0.14006805390788832
74,4.535203785093535,-0.14153003926413074
75,4.535413025867283,-0.1430013939043665
76,4.535651096609658,-0.1444815396019373
77,4.535918791000057,-0.14596992876873963
78,4.53621526483662,-0.14746630614173437
79,4.536539334618176,-0.1489705433482494
80,4.536890065265803,-0.1504825246943594
81,4.5372674281539025,-0.1520019638796382
82,4.53767314098475,-0.15352811885739448
83,4.538108768278626,-0.15506020943559656
84,4.538574975189014,-0.15659764903793263
85,4.539071503566968,-0.15814011693293625
86,4.539596281354119,-0.15968793176285234
87,4.540147260851122,-0.16124151454453545
88,4.540723096986812,-0.16280112923236312
89,4.541323624297968,-0.164366652386914
90,4.541950784955357,-0.1659371313493213
91,4.5426064226598015,-0.16751156921846858
92,4.543291478427958,-0.16908927190989997
93,4.544006159124137,-0.17066983144977332
94,4.54474930181221,-0.17225347866395052
95,4.545519732767014,-0.173840512674923
96,4.546316770700591,-0.17543104811067817
97,4.54714027393604,-0.1770249578238854
98,4.547991070007952,-0.17862160894546408
99,4.54886991876642,-0.18022037041929684
100,4.5497769773348065,-0.1818209190822564
101,4.550712289654307,-0.18342299302407739
102,4.551675371275174,-0.18502665062750567
103,4.552665651906222,-0.18663203081490884
104,4.553682689514193,-0.18823922359661285
105,4.55472638944858,-0.1898481190507378
106,4.5557972853350535,-0.1914581974728134
107,4.556895879431604,-0.19306893897208452
108,4.558022538346918,-0.19467989615642564
109,4.5591770905765765,-0.19629099230159588
110,4.560358760638858,-0.19790260639204477
111,4.561566856777641,-0.19951509677528378
112,4.56280097562958,-0.2011286384272375
113,4.564060811320025,-0.20274335325817594
114,4.565346192838739,-0.20435927387001318
115,4.56665700031534,-0.20597640316540594
116,4.567993075991181,-0.20759478500346246
117,4.569354692444257,-0.2092141124424917
118,4.570742633585546,-0.21083363183447998
119,4.572157578126238,-0.21245264767951555
120,4.573599908112568,-0.21407069821277128
121,4.57506977080527,-0.21568751871050318
122,4.576566986271474,-0.21730314388833463
123,4.578091326877861,-0.21891766661704007
124,4.579642634685853,-0.22053112844575667
125,4.581220463422081,-0.22214386532640856
126,4.582824008574433,-0.22375659623548808
127,4.584452581002755,-0.22536996619070299
128,4.586105808550343,-0.2269843311563034
129,4.587783670804612,-0.22859970281305314
130,4.589486753615466,-0.23021545868891632
131,4.5912156403806765,-0.23183095682835592
132,4.592970729105207,-0.23344573264332258
133,4.594752265694771,-0.2350594739010196
134,4.5965603125640735,-0.23667206597244164
135,4.598394892760423,-0.23828344016186367
136,4.600256033697203,-0.2398935259446174
137,4.6021435472001455,-0.24150250878421387
138,4.604056942823389,-0.24311094824815913
139,4.60599578790553,-0.24471936287746557
140,4.607959816518193,-0.24632809307741044
141,4.60994904152228,-0.2479371517251077
142,4.6119638571556285,-0.24954607813174592
143,4.614004635993235,-0.251154425233242
144,4.616071607792899,-0.252761915827149
145,4.61816494944495,-0.25436833479677745
