outer_iteration,jvp_call,direction_norm,maximum_unit_displacement_ratio,signed_finite_difference_step,source_residual_norm,perturbed_residual_norm,product_norm
1,1,1.0,338.36150529332446,2.9554189361260328e-06,0.03312548644400648,0.033100072697541005,15.147760687044846
1,2,1.0,729.2400229773597,1.371290615560532e-06,0.03312548644400648,0.03314411446858338,23.496130772192643
1,3,1.0,1059.281433707638,9.440361816782303e-07,0.03312548644400648,0.03311004850337426,29.291876055313118
1,4,1.0,1290.180176538796,7.750855409069523e-07,0.03312548644400648,0.03313942803332112,31.78679643240334
1,5,1.0,2278.7723934835817,4.388327692838556e-07,0.03312548644400648,0.03312259779617371,19.48834939370434
1,6,1.0,2360.624633655791,4.2361669269346984e-07,0.03312548644400648,0.0331265976847353,23.75226530157128
1,7,1.0,2212.730190184607,4.519303819489038e-07,0.03312548644400648,0.03312421339526821,30.782174636339892
1,8,1.0,2210.900373044398,4.523044150664308e-07,0.03312548644400648,0.03312604153276216,19.696898884556482
1,9,1.0,2176.138279406286,4.5952962156101087e-07,0.03312548644400648,0.03312449462710461,22.316015108558208
1,10,1.0,2174.5475838056127,4.598657704468021e-07,0.03312548644400648,0.033125777022721306,24.815059648140878
1,11,1.0,2161.3651701478957,4.626705444372332e-07,0.03312548644400648,0.03312469184723172,25.20512077665498
1,12,1.0,2160.32208304247,4.6289393968128086e-07,0.03312548644400648,0.033125713853222716,27.9617008241263
1,13,1.0,2154.023049913773,4.642475854843015e-07,0.03312548644400648,0.03312491040851898,27.777965498506425
1,14,1.0,2153.3076605571164,4.6440182158701563e-07,0.03312548644400648,0.0331257730971422,29.989892849791858
1,15,1.0,2149.836623003755,4.651516256164613e-07,0.03312548644400648,0.033125137327725734,29.82161193059136
1,16,1.0,2149.3189367682526,4.6526366231324175e-07,0.03312548644400648,0.033125830854761756,31.599433367839747
1,17,0.0002446829796919243,569.5737946137142,1.7556987513412577e-06,0.03312548644400648,0.03312243593589578,0.0010527307303714814
