panel_shift,outer_root_xi,outer_root_eta,outer_panel_count,status,termination_reason,iteration_count,initial_s_lambda,final_s_lambda,measured_s_lambda,relative_mismatch,root_thickness,root_s_tau,delta_lambda,reason
0,2.097110208091605,0.1880512564404937,80,ROOT_NOT_CONSISTENT,NO_BRACKET_IN_PHYSICAL_DOMAIN,1.0,1.1622815734868355,2.0990938166312336,3.09208022694215,0.4730548022405819,0.019672534970313973,-2.0898738912592982,0.009220690365126433,
1,2.115209324232605,0.1845148008486981,80,ROOT_NOT_CONSISTENT,NO_BRACKET_IN_PHYSICAL_DOMAIN,2.0,0.5184282801356725,2.117525965608954,2.5838765304156834,0.22023369365041884,0.03178475342266448,-2.1083151311499613,0.009210927291882904,
2,2.133143603412469,0.18030453285198939,80,INELIGIBLE,,,,,,,,,,"The jet root requires thickness>0, S_lambda>0, S_tau<0 and delta_lambda>0."
