omega_e_rad_s,matrix,row,column,value
4.087863025538653,raw_added_mass,heave,heave,102.80348627567103
4.087863025538653,raw_added_mass,heave,pitch,34.44568704219164
4.087863025538653,raw_added_mass,pitch,heave,-20.837514452176904
4.087863025538653,raw_added_mass,pitch,pitch,23.395000384604145
4.087863025538653,raw_radiation_damping,heave,heave,909.1314046251567
4.087863025538653,raw_radiation_damping,heave,pitch,-327.0292296534209
4.087863025538653,raw_radiation_damping,pitch,heave,272.3171151866889
4.087863025538653,raw_radiation_damping,pitch,pitch,155.00439411283966
4.087863025538653,delta_added_mass,heave,heave,34.1006686275671
4.087863025538653,delta_added_mass,heave,pitch,25.196382140987712
4.087863025538653,delta_added_mass,pitch,heave,-18.39229592031499
4.087863025538653,delta_added_mass,pitch,pitch,15.326204487418615
4.087863025538653,delta_radiation_damping,heave,heave,0.0
4.087863025538653,delta_radiation_damping,heave,pitch,-1.2434571469711386
4.087863025538653,delta_radiation_damping,pitch,heave,-6.2172857348559205
4.087863025538653,delta_radiation_damping,pitch,pitch,1.0544516606315426
5.434453198657269,raw_added_mass,heave,heave,83.74723027567104
5.434453198657269,raw_added_mass,heave,pitch,20.943828311646193
5.434453198657269,raw_added_mass,pitch,heave,-10.844012631646192
5.434453198657269,raw_added_mass,pitch,pitch,15.14589625027585
5.434453198657269,raw_radiation_damping,heave,heave,909.1314046251567
5.434453198657269,raw_radiation_damping,heave,pitch,-327.0292296534209
5.434453198657269,raw_radiation_damping,pitch,heave,272.3171151866889
5.434453198657269,raw_radiation_damping,pitch,pitch,155.00439411283966
5.434453198657269,delta_added_mass,heave,heave,15.044412627567112
5.434453198657269,delta_added_mass,heave,pitch,11.694523410442262
5.434453198657269,delta_added_mass,pitch,heave,-8.398794099784276
5.434453198657269,delta_added_mass,pitch,pitch,7.077100353090319
5.434453198657269,delta_radiation_damping,heave,heave,0.0
5.434453198657269,delta_radiation_damping,heave,pitch,-1.2434571469711386
5.434453198657269,delta_radiation_damping,pitch,heave,-6.2172857348559205
5.434453198657269,delta_radiation_damping,pitch,pitch,1.0544516606315426
6.732950865593077,raw_added_mass,heave,heave,76.22502399999999
6.732950865593077,raw_added_mass,heave,pitch,14.777625044176903
6.732950865593077,raw_added_mass,pitch,heave,-6.378830954088452
6.732950865593077,raw_added_mass,pitch,pitch,11.404499236715006
6.732950865593077,raw_radiation_damping,heave,heave,912.0640865755605
6.732950865593077,raw_radiation_damping,heave,pitch,-325.78577250644975
6.732950865593077,raw_radiation_damping,pitch,heave,273.5605723336601
6.732950865593077,raw_radiation_damping,pitch,pitch,155.00439411283966
6.732950865593077,delta_added_mass,heave,heave,7.52220635189606
6.732950865593077,delta_added_mass,heave,pitch,5.528320142972971
6.732950865593077,delta_added_mass,pitch,heave,-3.933612422226535
6.732950865593077,delta_added_mass,pitch,pitch,3.3357033395294753
6.732950865593077,delta_radiation_damping,heave,heave,2.9326819504037758
6.732950865593077,delta_radiation_damping,heave,pitch,0.0
6.732950865593077,delta_radiation_damping,pitch,heave,-4.973828587884725
6.732950865593077,delta_radiation_damping,pitch,pitch,1.0544516606315426
8.175726051077307,raw_added_mass,heave,heave,68.9535578827013
8.175726051077307,raw_added_mass,heave,pitch,11.162954177734644
8.175726051077307,raw_added_mass,pitch,heave,-3.720984725911548
8.175726051077307,raw_added_mass,pitch,pitch,9.150645635220991
8.175726051077307,raw_radiation_damping,heave,heave,909.1314046251567
8.175726051077307,raw_radiation_damping,heave,pitch,-325.78577250644975
8.175726051077307,raw_radiation_damping,pitch,heave,283.50822950942955
8.175726051077307,raw_radiation_damping,pitch,pitch,154.4771682825239
8.175726051077307,delta_added_mass,heave,heave,0.25074023459737305
8.175726051077307,delta_added_mass,heave,pitch,1.9136492765307125
8.175726051077307,delta_added_mass,pitch,heave,-1.2757661940496314
8.175726051077307,delta_added_mass,pitch,pitch,1.0818497380354604
8.175726051077307,delta_radiation_damping,heave,heave,0.0
8.175726051077307,delta_radiation_damping,heave,pitch,0.0
8.175726051077307,delta_radiation_damping,pitch,heave,4.973828587884725
8.175726051077307,delta_radiation_damping,pitch,pitch,0.5272258303157855
9.3780387056475,raw_added_mass,heave,heave,68.70281764810393
9.3780387056475,raw_added_mass,heave,pitch,9.249304901203931
9.3780387056475,raw_added_mass,pitch,heave,-2.4452185318619164
9.3780387056475,raw_added_mass,pitch,pitch,8.068795897185531
9.3780387056475,raw_radiation_damping,heave,heave,909.1314046251567
9.3780387056475,raw_radiation_damping,heave,pitch,-325.78577250644975
9.3780387056475,raw_radiation_damping,pitch,heave,278.53440092154483
9.3780387056475,raw_radiation_damping,pitch,pitch,153.94994245220812
9.3780387056475,delta_added_mass,heave,heave,0.0
9.3780387056475,delta_added_mass,heave,pitch,0.0
9.3780387056475,delta_added_mass,pitch,heave,0.0
9.3780387056475,delta_added_mass,pitch,pitch,0.0
9.3780387056475,delta_radiation_damping,heave,heave,0.0
9.3780387056475,delta_radiation_damping,heave,pitch,0.0
9.3780387056475,delta_radiation_damping,pitch,heave,0.0
9.3780387056475,delta_radiation_damping,pitch,pitch,0.0
