scope,metric,eligible_point_count,median_relative_error,nrmse,median_limit,nrmse_limit,status
faltinsen_ch9,heave_motion,7,0.6015369988116124,1.6654457012266088,0.15,0.2,FAIL
faltinsen_ch9,pitch_motion,7,0.7371458967599753,1.7221845259598114,0.15,0.2,FAIL
matched_delta_added_only,heave_motion,7,0.5924241623729392,1.6139784633602101,0.15,0.2,FAIL
matched_delta_added_only,pitch_motion,7,0.7371458967599753,1.678389445586144,0.15,0.2,FAIL
matched_delta_damping_only,heave_motion,7,0.6060129771967719,1.6658329335418165,0.15,0.2,FAIL
matched_delta_damping_only,pitch_motion,7,0.7371458967599753,1.7208675622850842,0.15,0.2,FAIL
matched_delta_added_and_damping,heave_motion,7,0.6003500395554134,1.61908026149914,0.15,0.2,FAIL
matched_delta_added_and_damping,pitch_motion,7,0.7371458967599753,1.6826171427163288,0.15,0.2,FAIL
matched_raw_added_only,heave_motion,7,0.7845968420608814,0.8223048714215402,0.15,0.2,FAIL
matched_raw_added_only,pitch_motion,7,0.9043813638579418,0.9025077934700988,0.15,0.2,FAIL
matched_raw_damping_only,heave_motion,7,0.5123834748587693,0.4364322571663654,0.15,0.2,FAIL
matched_raw_damping_only,pitch_motion,7,0.15641854710158104,0.1614213363817299,0.15,0.2,FAIL
matched_raw_added_and_damping,heave_motion,7,0.5358069109748701,0.38023170402999323,0.15,0.2,FAIL
matched_raw_added_and_damping,pitch_motion,7,0.28012332000533624,0.2842452249280135,0.15,0.2,FAIL
