phase,outer_iteration,source_shape_dipole_coefficient,target_shape_dipole_coefficient,source_formal_exact_objective,rebased_formal_exact_objective,formal_exact_relative_change,maximum_displacement_ratio,rebased_root_relative_mismatch,rebased_condition_number
pre_direction_reuse,1,8.060980441977133,8.062575601355443,0.0011007272697665692,0.0011007067314801671,-1.865883308810074e-05,0.002002870055131926,1.5826928930329946e-07,253004.87909394392
pre_direction_reuse,2,8.062575601355443,8.066566182277592,0.00105104856037503,0.0010455274454925939,-0.005252958893227633,0.15117315430410713,2.953945235227659e-12,252995.309435359
pre_direction_reuse,3,8.066566182277592,8.06988057016656,0.0010337015873470134,0.0010295669264150762,-0.003999859323568255,0.11314590400361622,1.5736097404776321e-12,252985.7562790283
final_synchronization,2,8.06988057016656,8.070267501285532,0.0010295669264150762,0.0010295601614663434,-6.570674095235098e-06,3.5753100446229826e-05,8.379327520924302e-08,252982.54880086568
