iteration,pseudo_time,kinematic_rms,dipole_coefficient,root_thickness,root_s_lambda,root_measured_s_lambda,root_relative_mismatch,root_body_eta,root_resolution_ratio,bem_condition_number,accepted_time_step,maximum_displacement_ratio,kinematic_integral,kinematic_convergence_integral,provisional_matching_surface_shift_panels,final_matching_surface_shift_panels,provisional_matching_surface_root_displacement_ratio,final_matching_surface_root_displacement_ratio,provisional_matching_surface_trigger_code,final_matching_surface_trigger_code,rk2_rejected_attempt_count,jet_point_count,shallow_jet_panel_count_per_side,boundary_panel_count,jet_tip_thickness,jet_tip_s_lambda
0,0.0,0.014248311438299,8.20172145030618,0.1351833402194418,2.099365816129068,2.152140645875193,0.0251384629304073,0.552975857602249,8.206750626541721,49025.81964219542,,,0.004041974713255,0.0075437328605412,,,,,,,,512.0,256.0,680.0,7.18588154984651e-05,0.0045631433134229
1,0.0009703207419828,0.0130059085805273,8.205265201634322,0.1475273314891872,2.096555656070987,2.0254122202655527,0.0339334830436885,0.5531010755223009,8.961952989605503,49005.428642971,0.0009703207419828,0.2484986360271117,0.0030914906524354,0.0062261445620428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,514.0,256.0,680.0,5.652680809057818e-07,3.3076074083512294e-05
2,0.0019386889666655,0.0122000077145768,8.204505090982877,0.1434328439502988,2.087528157753773,2.070907438650963,0.0079619137308758,0.5532084736754208,8.711595062158473,48955.62504162415,0.0009683682246826,0.2484614465459176,0.0027185150831449,0.0059316193962845,0.0,0.0,0.0,0.0,0.0,0.0,0.0,513.0,256.0,680.0,7.093188838651912e-05,0.0042860036081504
3,0.0029086804543813,0.0115803001329966,8.203863515936552,0.1393583553774522,2.088910032154538,2.115426204529833,0.0126937838236841,0.5533691340129352,8.462016723840815,48930.95088726323,0.0009699914877157,0.2484399324483654,0.0024364137316315,0.0057245899643019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,513.0,256.0,680.0,4.543970264045048e-06,0.0002818267482078
4,0.0038802833555701,0.0120472272983772,8.207173050406373,0.1517077882578475,2.0814070713006245,1.9923968073600613,0.0427644669646203,0.553411714294689,9.21386554509966,48884.845519874725,0.0009716029011888,0.2492630515136046,0.0025446675279573,0.0054811895777132,0.0,0.0,0.0,0.0,0.0,0.0,0.0,514.0,256.0,680.0,3.434604191685859e-05,0.0019755197022333
5,0.0048445795838804,0.0114835804411849,8.206320135437739,0.1476132717031514,2.0688835882338377,2.03741015652268,0.0152127610708276,0.5534804468233916,8.968012659297164,48827.65229775941,0.0009642962283103,0.2484627959749653,0.0023112731925947,0.0053217526837843,0.0,0.0,0.0,0.0,0.0,0.0,0.0,514.0,256.0,680.0,3.10984560472741e-07,1.841111571165039e-05
6,0.0058098688040121,0.0110846182827091,8.205590144303313,0.1435366402975093,2.0673245620016862,2.081187066026724,0.0067055286237277,0.5536012304247353,8.718187529407034,48808.213056781504,0.0009652892201316,0.2484394401927768,0.0021531220034572,0.0052366326800403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,513.0,256.0,680.0,6.864235677352111e-05,0.0041858863243316
7,0.006776599368775,0.0124911049328255,8.208611331035312,0.1559088254332929,2.057583592196938,1.959999870413648,0.0474263705024479,0.5535234963476683,9.471263469197044,48812.82732583775,0.0009667305647629,0.2489548586396296,0.0027280373102583,0.0055699929379558,0.0,0.0,0.0,0.0,0.0,0.0,0.0,514.0,256.0,680.0,9.826976938719107e-05,0.0055751707201092
8,0.007738279152821,0.0118714581051398,8.20767734177017,0.1518104802640754,2.043269652025809,2.0037151809737725,0.0193584194884996,0.5535407084864246,9.225531138666112,48747.00667650964,0.0009616797840459,0.2485028258127756,0.0024739349101769,0.005390704720126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,514.0,256.0,680.0,6.381309758991615e-05,0.0037372461048016
9,0.0087008376531586,0.0114230936335956,8.206868224328392,0.1477249924371675,2.0400000648853456,2.046027528066119,0.0029546387201277,0.553607987699255,8.975052975183177,48725.27273919507,0.0009625585003376,0.248482400619044,0.002298512759529,0.0052894312464911,0.0,0.0,0.0,0.0,0.0,0.0,0.0,513.0,256.0,680.0,0.0001312315956249,0.0078962444156109
10,0.0096647218569399,0.011115955104398,8.206166847194066,0.1436548232875388,2.0454553996247404,2.087690909335313,0.020648462791377,0.5537283533164858,8.72560119755738,48718.4136400008,0.0009638842037813,0.2484385871906685,0.0021865529065336,0.0052509852217842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,513.0,256.0,680.0,6.520101013846936e-05,0.0040159515160881
11,0.0106299418411152,0.0123871604122152,8.20906277716826,0.1560324971450867,2.04090134250439,1.963736830390124,0.0378090358937084,0.553578522388458,9.479698349823112,48763.50109184976,0.0009652199841752,0.2486991423905792,0.0026924725848062,0.0055387802269012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,514.0,256.0,680.0,0.0001013128426562,0.005791189872322
12,0.0115919188490266,0.011731999085463,8.208142071196875,0.1519338535033558,2.0303986320619005,2.006247099694329,0.0118949707639653,0.553591100175689,9.23318889381339,48710.04640700106,0.0009619770079114,0.2485232691461651,0.0024217512524436,0.0053438656137876,0.0,0.0,0.0,0.0,0.0,0.0,0.0,514.0,256.0,680.0,6.325569756809633e-05,0.0037256623382287
13,0.0125548173076753,0.0112511873659842,8.207342320085537,0.1478471245759258,2.029998672757743,2.0475806215478616,0.0086610641800242,0.5536538846827619,8.982625754432915,48698.649959687,0.0009628984586487,0.2485002039954502,0.0022300119078673,0.0052269462148606,0.0,0.0,0.0,0.0,0.0,0.0,0.0,513.0,256.0,680.0,0.0001318348766322,0.0079662864859791
14,0.0135190185876187,0.0109131383913596,8.206647186987691,0.1437751634466406,2.037601778333316,2.088453232695959,0.0249565223702532,0.5537698060326643,8.733061854731151,48699.34508234015,0.0009642012799433,0.2484550190726963,0.002101499720512,0.0051720906634668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,513.0,256.0,680.0,6.717182487966861e-05,0.004150444271106
15,0.0144845365866169,0.0122216694975197,8.209645211392191,0.156151446641703,2.034747399750613,1.964902341447651,0.0343261568052734,0.5536707203020166,9.48758811729049,48742.79101604816,0.0009655179989982,0.2487247908817819,0.0026206837303439,0.0054637659347328,0.0,0.0,0.0,0.0,0.0,0.0,0.0,514.0,256.0,680.0,0.0001077465128165,0.0061737826078363
16,0.015446737321753,0.0115763944685628,8.208725326887706,0.152051949315538,2.025611111854554,2.006980569185179,0.0091974923322364,0.5536814607640768,9.240518257153129,48693.49809715873,0.000962200735136,0.2485352855044753,0.0023568149389597,0.0052758991911691,0.0,0.0,0.0,0.0,0.0,0.0,0.0,514.0,256.0,680.0,6.643805921187542e-05,0.0039198652320985
17,0.016409897525205226,0.011106830263001096,8.207925234186009,0.1479638909250047,2.0262403893865186,2.0479681309831923,0.010723180581378179,0.553742481395465,8.989860767576149,48686.311974236494,0.000963160203452227,0.24851137205553914,0.002171448328393398,0.00516548776769246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,513.0,256.0,680.0,0.00013527641197271897,0.008184088958564349
18,0.017374353812564688,0.010780789786827217,8.20722867059391,0.14389036484612922,2.0346149695130746,2.0885642508339886,0.02651572023665249,0.553856678430295,8.740191972897517,48689.87015845609,0.0009644562873594604,0.24846578112154147,0.00204887935910035,0.005116529695726844,0.0,0.0,0.0,0.0,0.0,0.0,0.0,513.0,256.0,680.0,7.093120817443487e-05,0.004386253609485625
19,0.018340124003574553,0.01205923670352299,8.210246621120257,0.15626602517612284,2.0323661402370767,1.9651108974688345,0.033092089774924546,0.5537687719648898,9.494714983298918,48729.4005456204,0.0009657701910098672,0.24876803831356045,0.002550194057106849,0.0053857821133156646,0.0,0.0,0.0,0.0,0.0,0.0,0.0,514.0,256.0,680.0,0.0001120782787772477,0.006425661423540435
20,0.0193023227238753,0.01144943905767532,8.2093239980012,0.15216627705039762,2.0237141500366245,2.007044485713378,0.008237163496111729,0.5537790170527404,9.247619302269827,48682.42997520806,0.0009621987203007466,0.24854060808937928,0.002305166382993949,0.005216503608574736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,514.0,256.0,680.0,7.080615624842556e-05,0.004178910419924342
21,0.020265467990082102,0.011013298882284426,8.208521511225713,0.14807797160927402,2.0247090357179958,2.0479080148697,0.011457932346055683,0.5538395550156832,8.996936534256088,48662.65159191752,0.0009631452662067991,0.2485130800104469,0.002136890128674705,0.005122814469414861,0.0,0.0,0.0,0.0,0.0,0.0,0.0,514.0,256.0,680.0,3.621596607744356e-06,0.00021907812919567357
22,0.021229926709341446,0.010719450530677436,8.207820670149589,0.1440040089113097,2.0333589916318937,2.0884233126368335,0.027080471884970637,0.5539533269220891,8.747230849366536,48682.11808603968,0.0009644587192593455,0.24847320195415915,0.0020304153451883127,0.005090129041808363,0.0,0.0,0.0,0.0,0.0,0.0,0.0,513.0,256.0,680.0,7.525130205442264e-05,0.004653192255824473
23,0.022195669952109327,0.011953920040107776,8.210807425543377,0.15638035868419892,2.0313037601666393,1.9647657222416708,0.032756320954927,0.5538511090993574,9.5016172346343,48721.224214462345,0.000965743242767882,0.24878650353804244,0.002508856123823511,0.0053383175262637274,0.0,0.0,0.0,0.0,0.0,0.0,0.0,514.0,256.0,680.0,0.00011525455553103366,0.0066072125958826925
24,0.023157718823159618,0.011371221367155968,8.20988153246268,0.1522808304610825,2.0227843022861016,2.0066444645761043,0.007979020645827842,0.553860797851053,9.25473417609036,48675.573995553146,0.0009620488710502894,0.24854205628806048,0.0022779490301442547,0.005182925175814532,0.0,0.0,0.0,0.0,0.0,0.0,0.0,514.0,256.0,680.0,7.544812850712433e-05,0.004452125402815759
25,0.024120682614349558,0.010960333044692917,8.209075729109054,0.1481927580152488,2.0238763920596803,2.04745975656095,0.011652571567015983,0.55392080115735,9.004058939825358,48656.34962546283,0.0009629637911899423,0.24851394957450476,0.002122477254677374,0.005101913924853986,0.0,0.0,0.0,0.0,0.0,0.0,0.0,514.0,256.0,680.0,8.154440578277747e-06,0.0004932234427732342
26,0.025084951505075184,0.010689868797706552,8.208371513911198,0.14411895264554433,2.0325963195131576,2.087934082038652,0.027225161235531932,0.5540340617508186,8.754354815401232,48676.66785423016,0.0009642688907256279,0.24847358117647692,0.002027714984578807,0.005080954113456746,0.0,0.0,0.0,0.0,0.0,0.0,0.0,513.0,256.0,680.0,7.969964630644903e-05,0.004926777013047046
27,0.026050498961108136,0.011884666677586562,8.211330119862689,0.15649605565104513,2.0305794878218624,1.964134226660069,0.032722314767922284,0.5539188504696442,9.50867167580179,48717.28449204574,0.0009655474560329481,0.24878119117142847,0.002485470815082517,0.005311662442857838,0.0,0.0,0.0,0.0,0.0,0.0,0.0,514.0,256.0,680.0,0.00011902188898285159,0.006821396794284836
28,0.027012387468118147,0.011311265542301264,8.210401045046693,0.1523967735157837,2.0220735893650787,2.0059717959911816,0.007963010574186398,0.5539274750677923,9.26193203797955,48672.046166279615,0.0009618885070100119,0.2485428039648499,0.0022598445186854162,0.005161482738949346,0.0,0.0,0.0,0.0,0.0,0.0,0.0,514.0,256.0,680.0,8.008564323159184e-05,0.004724418544430535
29,0.027975171388365985,0.010909487676536288,8.209592061541032,0.14830889867357896,2.023168637830497,2.046744708454726,0.01165304274858188,0.5539863836907601,9.011263752265796,48652.85152244327,0.0009627839202478416,0.24851450165439154,0.0021091758460732943,0.005085245439382756,0.0,0.0,0.0,0.0,0.0,0.0,0.0,514.0,256.0,680.0,1.2667894613473087e-05,0.0007660087244198902
30,0.028939254361465917,0.010647772381622457,8.208884661377862,0.1442351713676339,2.0318828243079294,2.087176563694649,0.027213055165005894,0.5540985215357437,8.761558435578232,48673.604255346836,0.0009640829730999282,0.24847396943317146,0.002018791595960136,0.005068693862366452,0.0,0.0,0.0,0.0,0.0,0.0,0.0,513.0,256.0,680.0,8.413990457239915e-05,0.005199521882281424
31,0.029904609807126635,0.011819976725674442,8.21183842996764,0.1566126726162822,2.0298642250625267,1.96343924053512,0.03272385596399219,0.5539820383766438,9.515924800132238,48715.260963864166,0.0009653554456607186,0.24877003434847458,0.0024637269831571714,0.0052879597372880414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,514.0,256.0,680.0,0.0001238587842859479,0.007096675514600375
32,0.030866392819640896,0.011246989287732717,8.210906138318176,0.15251343380357432,2.0213574879989316,2.005231548334145,0.007977777192074357,0.5539893149978088,9.269170882504612,48669.89597669722,0.0009617830125142652,0.24854445102505637,0.002239152886145489,0.005138853414636612,0.0,0.0,0.0,0.0,0.0,0.0,0.0,514.0,256.0,680.0,8.466668114382893e-05,0.0049932121644384285
