iteration,residual_mode,shape_mode,value,finite_difference_step,root_defect_derivative,source_signed_root_defect,jacobian_condition_number
1,0,0,-0.17235476362719693,0.00021022851594166498,0.39936894236834053,-0.0021394828796223665,454.84813659117737
1,0,1,-0.24147340079911436,0.00014868939100653783,0.5492694332079471,-0.0021394828796223665,454.84813659117737
1,0,2,-0.23496903555381796,0.00014879560983009665,0.5038223583308028,-0.0021394828796223665,454.84813659117737
1,0,3,-0.22504918404491076,0.00014897288644498302,0.4314281901103265,-0.0021394828796223665,454.84813659117737
1,0,4,-0.21324907103314522,0.00014922158994659082,0.33735136979122027,-0.0021394828796223665,454.84813659117737
1,0,5,-0.20116830221731002,0.00014954223954346662,0.22723433256132583,-0.0021394828796223665,454.84813659117737
1,0,6,-0.190475537943625,0.00014993550705832368,0.10706827207452745,-0.0021394828796223665,454.84813659117737
1,0,7,-0.18278987567388366,0.0001504022201811933,-0.01724550431576952,-0.0021394828796223665,454.84813659117737
1,0,8,-0.1796422018937145,0.0001509433665036213,-0.14003945750941346,-0.0021394828796223665,454.84813659117737
1,0,9,-0.18237984944129995,0.00015156009837006184,-0.25624833773555405,-0.0021394828796223665,454.84813659117737
1,0,10,-0.19216018276192512,0.00015225373859038377,-0.3614509060855201,-0.0021394828796223665,454.84813659117737
1,0,11,-0.2098713674281339,0.00015302578706581573,-0.45217991384351247,-0.0021394828796223665,454.84813659117737
1,0,12,-0.23615476013427483,0.00015387792838985004,-0.5258585840151572,-0.0021394828796223665,454.84813659117737
1,0,13,-0.27135017748309387,0.0001548120404957227,-0.5810203660932215,-0.0021394828796223665,454.84813659117737
1,0,14,-0.3155511209052482,0.00015583020443331208,-0.6171218891788888,-0.0021394828796223665,454.84813659117737
1,0,15,-0.36857094442897986,0.00015693471537078823,-0.6346790589680295,-0.0021394828796223665,454.84813659117737
1,0,16,-0.43002608480497057,0.00015812809493037053,-0.6349685176766313,-0.0021394828796223665,454.84813659117737
1,0,17,-0.4993142369757482,0.00015941310498337766,-0.6201075681919359,-0.0021394828796223665,454.84813659117737
1,0,18,-0.5757170255760687,0.00016079276304761686,-0.5926734643430944,-0.0021394828796223665,454.84813659117737
1,0,19,-0.6583796460397714,0.00016227035945055063,-0.5557661325740731,-0.0021394828796223665,454.84813659117737
1,0,20,-0.7464234451124726,0.00016384947644486247,-0.5125826510090219,-0.0021394828796223665,454.84813659117737
1,0,21,-0.838916929776067,0.00016553400948966492,-0.46650406985022924,-0.0021394828796223665,454.84813659117737
