row,case_name,coefficient,diagnostic_status,gate_role,hull,speed_case,fn_l,speed_mps,omega_e_sqrt_l_over_g,omega_rad_s,reference_value,normalization_scale,station_local_index,active_station_index,solve_order_rank,x_m,x_from_bow_m,trapezoid_weight_m,selected_mode,selected_generalized_row,lever_arm_m,complex_force_density_real,complex_force_density_imag,station_weighted_force_real,station_weighted_force_imag,station_weighted_normalized_contribution,cumulative_body_integral_value,end_term_value,cumulative_with_end_term_value,body_potential_norm,body_potential_max_abs,control_potential_norm,control_potential_max_abs,control_normal_derivative_norm,control_normal_derivative_max_abs,body_potential_x_gradient_norm,pressure_norm,pressure_max_abs,inner_free_surface_normal_derivative_norm,inner_free_surface_normal_derivative_max_abs,outer_history_rhs_norm_before_solve,outer_history_rhs_max_abs_before_solve,free_surface_update_kind,free_surface_potential_norm_before_solve,free_surface_elevation_norm_before_solve,free_surface_potential_norm_after_update,free_surface_elevation_norm_after_update,free_surface_potential_growth_ratio,free_surface_elevation_growth_ratio,station_condition_number,station_residual,solver_status,station_count,body_panels_per_section,free_surface_inner_panels,free_surface_outer_panels,control_surface_radius_beams,history_steps,history_quadrature_count,history_k_max,include_end_term,end_station,end_term_scale,time_step_scale,free_surface_velocity_scale,history_rhs_scale,pressure_gradient_scale,use_free_surface_marching,a1_recommended_control_radius_beams,a1_min_inner_free_surface_panels,a1_min_outer_or_control_panels,a1_min_station_count_for_fn,a1_control_radius_ok,a1_inner_free_surface_panels_ok,a1_outer_or_control_panels_ok,a1_station_count_ok,a1_grid_recommendation_status,a1_grid_recommendation_note
14,st41_bp8_fs12_cp10_r3p0_h2_fsm_noend_pr1p0_pl1p0_pf1p0_pm1p0_dt1p0_fv0p02_hr0p0_pg1p0,A53,OK,diagnostic_matched_wigley_sensitivity_not_hard_gate,wigley_iii,Fn0.4,0.4,2.1696064159197173,2.0,3.616010693199528,0.15,239.85000000000002,0,1,38,0.075,2.925,0.0375,heave,pitch_moment,1.425,664.6659570650501,-13876.097241391059,24.924973389939378,-520.3536465521647,0.007947592080601818,0.0,0.0,0.0,18.377726030454347,9.96814451434935,0.034455334740222165,0.01684101435872373,0.04187580915488558,0.02157475031230141,406.1029082562102,905675.6571233517,473785.9963662225,3.7053133629299433,2.1749692871842408,0.0,0.0,advance_eq19_20,0.6034518196620194,0.08840499352203939,0.6326810206418584,0.08634114602880358,1.048436677175337,0.97665462762891,72.71403000927938,2.1624817617200194e-15,a1_station_hull_matched_sweep_free_surface_marching_not_benchmark_validated,41,8,12,10,3.0,2,16,15.0,False,none,0.0,1.0,0.02,0.0,1.0,True,3.0,11,9,40,True,True,True,True,A1_GRID_RECOMMENDED,"A1 Section 3.3 recommends control radius about 3B, inner free-surface panels greater than 10, outer/free-surface proxy panels greater than 8, and roughly 60 stations at Fn=0.2 or 40 at Fn=0.3."
14,st41_bp8_fs12_cp10_r3p0_h2_fsm_noend_pr1p0_pl1p0_pf1p0_pm1p0_dt1p0_fv0p02_hr0p0_pg1p0,A53,OK,diagnostic_matched_wigley_sensitivity_not_hard_gate,wigley_iii,Fn0.4,0.4,2.1696064159197173,2.0,3.616010693199528,0.15,239.85000000000002,1,2,37,0.15,2.85,0.07499999999999998,heave,pitch_moment,1.35,-387.67364285874066,-431.0079590523506,-29.075523214405543,-32.32559692892629,-0.00927103890636193,0.003312072627420851,0.0,0.003312072627420851,6.195021736546476,4.069212955023826,0.1852108878163057,0.08320800768317825,0.19879243659134122,0.09196431828628245,98.47289315005139,220189.079704238,99129.02052907641,5.831285542437721,3.4183790941024976,0.0,0.0,advance_eq19_20,0.5735034752791952,0.09169929021094941,0.6034518196620194,0.08840499352203939,1.0522199876264824,0.9640750034015348,40.67344263614479,8.184846037106767e-16,a1_station_hull_matched_sweep_free_surface_marching_not_benchmark_validated,41,8,12,10,3.0,2,16,15.0,False,none,0.0,1.0,0.02,0.0,1.0,True,3.0,11,9,40,True,True,True,True,A1_GRID_RECOMMENDED,"A1 Section 3.3 recommends control radius about 3B, inner free-surface panels greater than 10, outer/free-surface proxy panels greater than 8, and roughly 60 stations at Fn=0.2 or 40 at Fn=0.3."
14,st41_bp8_fs12_cp10_r3p0_h2_fsm_noend_pr1p0_pl1p0_pf1p0_pm1p0_dt1p0_fv0p02_hr0p0_pg1p0,A53,OK,diagnostic_matched_wigley_sensitivity_not_hard_gate,wigley_iii,Fn0.4,0.4,2.1696064159197173,2.0,3.616010693199528,0.15,239.85000000000002,2,3,36,0.22499999999999998,2.775,0.075,heave,pitch_moment,1.275,1552.6291732033858,5457.878518276287,116.44718799025392,409.34088887072147,0.03713042074713903,0.017241763547809395,0.0,0.017241763547809395,10.06711255926202,5.366267722571472,0.11373496558843534,0.04975229138945907,0.12240317809120597,0.052779893149093156,64.44879853851764,148101.61043256888,99369.40759740185,1.3980801128026916,0.980087359059454,0.0,0.0,advance_eq19_20,0.542420148020856,0.09176965619240177,0.5735034752791952,0.09169929021094941,1.0573048906309137,0.999233232591557,39.06964208942617,2.064200863181234e-15,a1_station_hull_matched_sweep_free_surface_marching_not_benchmark_validated,41,8,12,10,3.0,2,16,15.0,False,none,0.0,1.0,0.02,0.0,1.0,True,3.0,11,9,40,True,True,True,True,A1_GRID_RECOMMENDED,"A1 Section 3.3 recommends control radius about 3B, inner free-surface panels greater than 10, outer/free-surface proxy panels greater than 8, and roughly 60 stations at Fn=0.2 or 40 at Fn=0.3."
14,st41_bp8_fs12_cp10_r3p0_h2_fsm_noend_pr1p0_pl1p0_pf1p0_pm1p0_dt1p0_fv0p02_hr0p0_pg1p0,A53,OK,diagnostic_matched_wigley_sensitivity_not_hard_gate,wigley_iii,Fn0.4,0.4,2.1696064159197173,2.0,3.616010693199528,0.15,239.85000000000002,3,4,35,0.3,2.7,0.07500000000000001,heave,pitch_moment,1.2,1030.3255697537686,-4641.785727913494,77.27441773153265,-348.1339295935121,0.02463976754511349,0.04812685769393566,0.0,0.04812685769393566,5.693999100963217,2.4976876385175424,0.03796916667109473,0.015799118998798947,0.04286784683844881,0.015408748462792027,41.420394763327764,94499.32885479419,55689.51092874511,1.5308127155298452,1.0348119236088027,0.0,0.0,advance_eq19_20,0.5113103287454269,0.09205815618631838,0.542420148020856,0.09176965619240177,1.0608433225899456,0.996866111533532,42.44403384792004,6.3054538383405195e-16,a1_station_hull_matched_sweep_free_surface_marching_not_benchmark_validated,41,8,12,10,3.0,2,16,15.0,False,none,0.0,1.0,0.02,0.0,1.0,True,3.0,11,9,40,True,True,True,True,A1_GRID_RECOMMENDED,"A1 Section 3.3 recommends control radius about 3B, inner free-surface panels greater than 10, outer/free-surface proxy panels greater than 8, and roughly 60 stations at Fn=0.2 or 40 at Fn=0.3."
14,st41_bp8_fs12_cp10_r3p0_h2_fsm_noend_pr1p0_pl1p0_pf1p0_pm1p0_dt1p0_fv0p02_hr0p0_pg1p0,A53,OK,diagnostic_matched_wigley_sensitivity_not_hard_gate,wigley_iii,Fn0.4,0.4,2.1696064159197173,2.0,3.616010693199528,0.15,239.85000000000002,4,5,34,0.375,2.625,0.07499999999999998,heave,pitch_moment,1.125,820.7006977632716,-2420.6546248909945,61.552552332245355,-181.54909686682456,0.019626684041076602,0.07026008348703071,0.0,0.07026008348703071,4.093978192456691,1.6622349094482844,0.01657128772664301,0.0066440678773716285,0.019463431821714217,0.006455041586887762,19.23956217618924,45396.88166757728,20983.800520316974,1.2961284072603911,0.8127813587193605,0.0,0.0,advance_eq19_20,0.4801034678368738,0.09126995093938098,0.5113103287454269,0.09205815618631838,1.0650002822290723,1.0086359775460043,39.853045582350546,6.995198527753379e-16,a1_station_hull_matched_sweep_free_surface_marching_not_benchmark_validated,41,8,12,10,3.0,2,16,15.0,False,none,0.0,1.0,0.02,0.0,1.0,True,3.0,11,9,40,True,True,True,True,A1_GRID_RECOMMENDED,"A1 Section 3.3 recommends control radius about 3B, inner free-surface panels greater than 10, outer/free-surface proxy panels greater than 8, and roughly 60 stations at Fn=0.2 or 40 at Fn=0.3."
14,st41_bp8_fs12_cp10_r3p0_h2_fsm_noend_pr1p0_pl1p0_pf1p0_pm1p0_dt1p0_fv0p02_hr0p0_pg1p0,A53,OK,diagnostic_matched_wigley_sensitivity_not_hard_gate,wigley_iii,Fn0.4,0.4,2.1696064159197173,2.0,3.616010693199528,0.15,239.85000000000002,5,6,33,0.44999999999999996,2.55,0.07500000000000001,heave,pitch_moment,1.05,612.9779670350283,-1652.3041698513853,45.97334752762713,-123.9228127388539,0.014659089380484722,0.08740297019781136,0.0,0.08740297019781136,2.8299716508908066,1.144695133998894,0.0037225859627866434,0.0016205112457875477,0.004427540944295446,0.0017614808440994648,12.906140121342409,30557.86533147963,11874.430196458414,3.1637349170877265,2.210304012506157,0.0,0.0,advance_eq19_20,0.4491655232826007,0.08910366655864033,0.4801034678368738,0.09126995093938098,1.0688787160870492,1.0243119555502802,32.59974681596889,4.0409891695079425e-16,a1_station_hull_matched_sweep_free_surface_marching_not_benchmark_validated,41,8,12,10,3.0,2,16,15.0,False,none,0.0,1.0,0.02,0.0,1.0,True,3.0,11,9,40,True,True,True,True,A1_GRID_RECOMMENDED,"A1 Section 3.3 recommends control radius about 3B, inner free-surface panels greater than 10, outer/free-surface proxy panels greater than 8, and roughly 60 stations at Fn=0.2 or 40 at Fn=0.3."
14,st41_bp8_fs12_cp10_r3p0_h2_fsm_noend_pr1p0_pl1p0_pf1p0_pm1p0_dt1p0_fv0p02_hr0p0_pg1p0,A53,OK,diagnostic_matched_wigley_sensitivity_not_hard_gate,wigley_iii,Fn0.4,0.4,2.1696064159197173,2.0,3.616010693199528,0.15,239.85000000000002,6,7,32,0.525,2.475,0.07500000000000001,heave,pitch_moment,0.975,501.08363782730777,-775.6568704295835,37.58127283704809,-58.17426528221877,0.011983187372196672,0.10072410857415208,0.0,0.10072410857415208,2.163111805216549,0.9141659406161291,0.014327386002109185,0.0059534956240493075,0.016601087152121215,0.005838312714250084,6.5238278995648775,16575.893480459887,7380.826937639588,4.150555030607213,2.872497277905209,0.0,0.0,advance_eq19_20,0.4189609924993461,0.08628858812571888,0.4491655232826007,0.08910366655864033,1.0720938973412941,1.0326239945984514,31.81564593402289,3.550572256180241e-16,a1_station_hull_matched_sweep_free_surface_marching_not_benchmark_validated,41,8,12,10,3.0,2,16,15.0,False,none,0.0,1.0,0.02,0.0,1.0,True,3.0,11,9,40,True,True,True,True,A1_GRID_RECOMMENDED,"A1 Section 3.3 recommends control radius about 3B, inner free-surface panels greater than 10, outer/free-surface proxy panels greater than 8, and roughly 60 stations at Fn=0.2 or 40 at Fn=0.3."
14,st41_bp8_fs12_cp10_r3p0_h2_fsm_noend_pr1p0_pl1p0_pf1p0_pm1p0_dt1p0_fv0p02_hr0p0_pg1p0,A53,OK,diagnostic_matched_wigley_sensitivity_not_hard_gate,wigley_iii,Fn0.4,0.4,2.1696064159197173,2.0,3.616010693199528,0.15,239.85000000000002,7,8,31,0.6,2.4,0.07499999999999996,heave,pitch_moment,0.9,458.0518455881475,-313.3028497170668,34.353888419111044,-23.497713728779996,0.010954101625954414,0.11219275307322761,0.0,0.11219275307322761,1.899892699062185,0.8364514488460272,0.01659945268323691,0.006934867327845404,0.018924518665453114,0.006839766986205318,3.1247390740749603,9893.153225279159,4450.0209423293145,4.291241469699261,2.9919331340570925,0.0,0.0,advance_eq19_20,0.3897094348341689,0.0833606209028748,0.4189609924993461,0.08628858812571888,1.0750599165699553,1.0351241052565516,31.808855736690013,3.4893178938837845e-16,a1_station_hull_matched_sweep_free_surface_marching_not_benchmark_validated,41,8,12,10,3.0,2,16,15.0,False,none,0.0,1.0,0.02,0.0,1.0,True,3.0,11,9,40,True,True,True,True,A1_GRID_RECOMMENDED,"A1 Section 3.3 recommends control radius about 3B, inner free-surface panels greater than 10, outer/free-surface proxy panels greater than 8, and roughly 60 stations at Fn=0.2 or 40 at Fn=0.3."
14,st41_bp8_fs12_cp10_r3p0_h2_fsm_noend_pr1p0_pl1p0_pf1p0_pm1p0_dt1p0_fv0p02_hr0p0_pg1p0,A53,OK,diagnostic_matched_wigley_sensitivity_not_hard_gate,wigley_iii,Fn0.4,0.4,2.1696064159197173,2.0,3.616010693199528,0.15,239.85000000000002,8,9,30,0.6749999999999999,2.325,0.07500000000000001,heave,pitch_moment,0.8250000000000001,430.91492890699567,-172.209270873251,32.31861966802468,-12.915695315493826,0.01030513460179866,0.12282237118710415,0.0,0.12282237118710415,1.776288578206375,0.8015905205702505,0.016083577393792358,0.0067745797897898075,0.018080070384966947,0.006765945507342074,1.7870507230531774,7690.136646573304,3100.1226725224487,4.267850197352567,2.9974508390022097,0.0,0.0,advance_eq19_20,0.3614501489475036,0.08042971067224662,0.3897094348341689,0.0833606209028748,1.0781830799321919,1.036440641227366,31.888322894215136,7.941748571952676e-16,a1_station_hull_matched_sweep_free_surface_marching_not_benchmark_validated,41,8,12,10,3.0,2,16,15.0,False,none,0.0,1.0,0.02,0.0,1.0,True,3.0,11,9,40,True,True,True,True,A1_GRID_RECOMMENDED,"A1 Section 3.3 recommends control radius about 3B, inner free-surface panels greater than 10, outer/free-surface proxy panels greater than 8, and roughly 60 stations at Fn=0.2 or 40 at Fn=0.3."
14,st41_bp8_fs12_cp10_r3p0_h2_fsm_noend_pr1p0_pl1p0_pf1p0_pm1p0_dt1p0_fv0p02_hr0p0_pg1p0,A53,OK,diagnostic_matched_wigley_sensitivity_not_hard_gate,wigley_iii,Fn0.4,0.4,2.1696064159197173,2.0,3.616010693199528,0.15,239.85000000000002,9,10,29,0.75,2.25,0.07500000000000001,heave,pitch_moment,0.75,402.345060349568,-128.54452938929597,30.175879526217603,-9.6408397041972,0.009621899185038403,0.13278588808052266,0.0,0.13278588808052266,1.6946191988162254,0.7767365271733481,0.01502305719545247,0.006375857997841699,0.016707884280688822,0.006445503764532141,1.2092267609001763,6832.411273381301,2959.7768613824587,4.279727800950848,3.0181189219261406,0.0,0.0,advance_eq19_20,0.33418480569523906,0.07747942227844105,0.3614501489475036,0.08042971067224662,1.0815876209438715,1.0380783478638107,32.002458246039545,4.1591648293885555e-16,a1_station_hull_matched_sweep_free_surface_marching_not_benchmark_validated,41,8,12,10,3.0,2,16,15.0,False,none,0.0,1.0,0.02,0.0,1.0,True,3.0,11,9,40,True,True,True,True,A1_GRID_RECOMMENDED,"A1 Section 3.3 recommends control radius about 3B, inner free-surface panels greater than 10, outer/free-surface proxy panels greater than 8, and roughly 60 stations at Fn=0.2 or 40 at Fn=0.3."
