root_xi_scale,status,reason,kinematic_rms,kinematic_integral,kinematic_convergence_integral,dipole_coefficient,condition_number,root_thickness,interface_s_lambda,measured_s_lambda,root_relative_mismatch,jet_reached_tip,jet_point_count,condition_number_ratio,matching_surface_shift_panels
0.97,REJECTED_PHYSICAL,"No shallow-water-compatible outer/jet matching surface remains. Last root error: The jet root requires thickness>0, S_lambda>0, S_tau<0 and delta_lambda>0; invalid=S_lambda<=0; thickness=0.090399012320021857, S_lambda=-1.7745438851537303, S_tau=-4.1582546804405247, delta_lambda=0.0020563529749853529.",,,,,,,,,,,,,
0.95,PHYSICAL,,0.18208618830396134,0.6459708452136862,0.6475132957270758,7.945201448705277,203565.5966542971,0.028913502833419095,0.7459404999943738,6.906837906290722,8.25923435762345,True,1962.0,1.0001467662716657,0.0
0.93,PHYSICAL,,0.28795139216499005,1.5984242671525584,1.6218802732120774,7.760589152299965,206015.59851494263,4.135413793508182e-05,1.8272729735194828,4.534966042678587,1.4818218779561203,True,1925.0,1.0121839743193768,0.0
0.9,PHYSICAL,,0.9802107806651189,19.009743768796724,20.217809008460037,7.4884072178390335,200141.91381081863,0.043266868905291356,1.0663209884033238,18.11051201960139,15.984109115885934,True,1849.0,0.9833257248927542,0.0
