step_factor,normalized_objective,normalized_relative_decrease,predicted_normalized_objective,trust_ratio,maximum_grid_objective_ratio,maximum_leading_panel_objective_ratio,maximum_root_relative_mismatch,maximum_condition_number,maximum_condition_number_ratio,maximum_displacement_ratio,curvature_energy,curvature_energy_ratio,maximum_turning_angle_deg,dipole_coefficient,feasibility_repair,accepted,rejection_reason
1.0,1.001390954327859,-0.001390954327858962,1.0013878047521314,-inf,1.001390954327859,0.987656918263104,0.0009473087787113799,253405.23357346014,0.9999787256284844,0.05098264756163466,23.913892317741634,1.000245595025823,5.942727094928715,7.8879287816704275,False,False,insufficient_objective_decrease
0.75,1.0007561122894744,-0.0007561122894743644,1.0007479329498656,-inf,1.0007561122894744,0.9903537510967274,0.000947689947645895,253406.564228861,0.9999839766135302,0.03823700861040158,23.912296098771773,1.0001788300269645,5.938612679322358,7.888125639158396,False,False,insufficient_objective_decrease
0.5,1.0003122820247081,-0.0003122820247081215,1.0003033415570886,-inf,1.0003122820247083,0.9933099623776338,0.0009477717375448312,253407.89411307953,0.9999892245553637,0.025491355811663875,23.910785218634295,1.0001156344926683,5.934478068174679,7.8883223952540185,False,False,insufficient_objective_decrease
0.25,1.000059685020444,-5.968502044395585e-05,1.0000540305738,-inf,1.0000596850204437,0.996525359451372,0.0009475538141406267,253409.2232509671,0.9999944695520523,0.012745689234833938,23.909359874871733,1.0000560166855392,5.930323192279734,7.888519049040071,False,False,insufficient_objective_decrease
