step,time_s,panels,newly_exposed,edge_extrapolated,relative_phi_eta_error
1,0.00625,152,0,0,1.8069008900648406e-06
2,0.0125,150,0,0,3.7447264110270755e-06
3,0.018750000000000003,150,0,0,5.673369764209343e-06
4,0.025,150,0,0,7.502590411749848e-06
5,0.03125,150,0,0,9.361542386012736e-06
6,0.037500000000000006,148,0,0,1.1447174028729147e-05
7,0.043750000000000004,148,0,0,1.3650004321342915e-05
8,0.05,148,0,0,1.5926128271070035e-05
9,0.05625,148,0,0,1.832009226807308e-05
10,0.0625,146,0,0,2.0882719460521027e-05
11,0.06875,146,0,0,2.363913125433207e-05
12,0.07500000000000001,146,0,0,2.656549257717368e-05
13,0.08125,146,0,0,2.9678632731949594e-05
14,0.08750000000000001,144,0,0,3.296806293297417e-05
15,0.09375,144,0,0,3.6497976196127365e-05
16,0.1,144,0,0,4.027369007926999e-05
17,0.10625000000000001,144,0,0,4.429746378305132e-05
18,0.1125,144,0,0,4.8581420677561363e-05
19,0.11875000000000001,142,0,0,5.3074724154226486e-05
20,0.125,142,0,0,5.7881311262703367e-05
21,0.13125,142,0,0,6.299969204775901e-05
22,0.1375,142,0,0,6.84334017515111e-05
23,0.14375000000000002,142,0,0,7.419019600591306e-05
24,0.15000000000000002,140,0,0,8.025673215698348e-05
25,0.15625,140,0,0,8.66292159881207e-05
26,0.1625,140,0,0,9.337299599041738e-05
27,0.16875,140,0,0,0.00010048602382362684
28,0.17500000000000002,140,0,0,0.00010796742456898055
29,0.18125000000000002,140,0,0,0.00011581515438800711
30,0.1875,140,0,0,0.00012402424383394146
31,0.19375,140,0,0,0.00013258531615532572
32,0.2,140,0,0,0.00014148319196973728
33,0.20625000000000002,138,0,0,0.00015067024584323243
34,0.21250000000000002,138,0,0,0.0001601443199131453
35,0.21875,138,0,0,0.0001698696884765976
36,0.225,138,0,0,0.0001797916408449883
37,0.23125,138,0,0,0.0001898436775261525
38,0.23750000000000002,138,0,0,0.00019994680532579268
39,0.24375000000000002,138,0,0,0.0002100095441341481
40,0.25,138,0,0,0.0002199288249232074
41,0.25625000000000003,138,0,2,0.00022959193024193932
42,0.2625,138,0,2,0.00023887955282408938
43,0.26875,138,0,2,0.00024766992476048266
44,0.275,138,0,2,0.0002558438111516734
45,0.28125,138,0,2,0.00026328999494948396
46,0.28750000000000003,138,0,2,0.0002699107419591581
47,0.29375,138,0,2,0.0002756266674003058
48,0.30000000000000004,140,2,2,0.0002803449711771718
49,0.30625,140,2,0,0.00028392693230980693
50,0.3125,140,0,2,0.00028649038563604374
51,0.31875000000000003,140,0,2,0.0002880620625291681
52,0.325,140,0,2,0.00028869392815228194
53,0.33125000000000004,140,0,2,0.00028846022204151233
54,0.3375,140,0,2,0.0002874537906905237
55,0.34375,140,0,2,0.0002857824402452616
56,0.35000000000000003,140,0,2,0.00028356573974357293
57,0.35625,142,2,2,0.00028053066555220815
58,0.36250000000000004,142,2,0,0.00027687266816583885
59,0.36875,142,0,2,0.00027281399858993557
60,0.375,142,0,2,0.0002684424570660822
61,0.38125000000000003,142,0,2,0.00026383599552907706
62,0.3875,144,2,2,0.00025905510817437566
63,0.39375000000000004,144,2,0,0.0002540143841411275
64,0.4,144,0,2,0.00024886042991715927
65,0.40625,144,0,2,0.00024364316641014257
66,0.41250000000000003,144,0,2,0.00023841310520774164
67,0.41875,146,2,2,0.0002331828400487922
