reuse_step,step_factor,source_curvature_energy,source_maximum_turning_angle_deg,normalized_objective,normalized_relative_decrease,maximum_root_relative_mismatch,maximum_condition_number,maximum_condition_number_ratio,maximum_displacement_ratio,curvature_energy,curvature_energy_ratio,maximum_turning_angle_deg,dipole_coefficient,accepted,rejection_reason,outer_shape_dipole_coefficient
1,0.5,21.185235740944727,6.930673251131192,0.8890443418603933,0.11095565813960673,0.00014823460764049054,1373454.2050007808,1.0001521197266163,0.17298908520731304,21.27005777000772,1.0040038274815635,6.951564394971822,7.6298451533714635,True,,7.619579501935488
2,0.5,21.27005777000772,6.951564394971822,0.8856940723455943,0.11430592765440573,0.00023615915093560576,1373662.9616455182,1.000152016553023,0.1725732204197279,21.35913342120043,1.0041878424664323,6.970403489772768,7.639775071490604,True,,7.6298451533714635
3,0.5,21.35913342120043,6.970403489772768,0.8828085727040078,0.11719142729599219,0.0003317853455904001,1373868.278310505,1.0001494726630846,0.17222874783457726,21.452553741822552,1.0043737879613317,6.986993904609052,7.649559907379099,True,,7.639775071490604
4,0.5,21.452553741822552,6.986993904609052,0.8807266940107015,0.11927330598929853,0.0004349266828848512,1374073.4849971847,1.0001493823816379,0.1718983748416265,21.55041263934136,1.0045616432755056,7.001112704742348,7.659221714166521,True,,7.649559907379099
5,0.5,21.55041263934136,7.001112704742348,0.8799164601766294,0.12008353982337061,0.0005454112331537615,1374278.2025628886,1.0001490037212042,0.1715522731049555,21.652806676281184,1.0047513724518156,7.012535815675513,7.668762887065349,True,,7.659221714166521
6,0.5,21.652806676281184,7.012535815675513,0.8810177157055686,0.11898228429443136,0.0006626827175013246,1374481.9561202116,1.0001482681895606,0.171190478242355,21.759835081362656,1.0049429344972036,7.021039877479997,7.678183635185262,True,,7.668762887065349
7,0.5,21.759835081362656,7.021039877479997,0.8848607757582392,0.11513922424176082,0.0007872893784776399,1374681.766242029,1.000145377232001,0.17081308580800308,21.871599756865074,1.005136283206399,7.050806001965773,7.687483602323389,True,,7.678183635185262
8,0.5,21.871599756865074,7.050806001965773,0.8924571448508347,0.10754285514916528,0.0009187230831463022,1374882.0773352778,1.0001457317120641,0.17042025330055338,21.988205281896946,1.0053313669931836,7.096654434660744,7.696662663616898,True,,7.687483602323389
9,0.5,21.988205281896946,7.096654434660744,0.9050365750443014,0.09496342495569865,0.000495769034991812,1375075.2108673376,1.0001404898148463,0.17001220048298815,22.109758912008353,1.005528128765083,7.142004392133709,7.705720654907495,True,,7.696662663616898
10,0.5,22.109758912008353,7.142004392133709,0.9230619047321087,0.0769380952678913,0.0006401740968144527,1375273.4844407248,1.0001442079824374,0.16958920808773317,22.236370575910566,1.0057265058568072,7.186627635712236,7.7146573190573715,True,,7.705720654907495
11,0.5,22.236370575910566,7.186627635712236,0.9472634093768885,0.052736590623111534,0.0007908817529359923,1375470.4907892297,1.000143254527919,0.1691516150509802,22.3681528701302,1.0059264300246191,7.230275058660332,7.723472475995362,True,,7.7146573190573715
12,0.5,22.3681528701302,7.230275058660332,0.976771504541258,0.02322849545874195,0.0009477122301300977,1375666.151586008,1.0001422554808692,0.1687115887161348,22.505221052228308,1.0061278274917884,7.27267668782489,7.732165924158551,True,,7.723472475995362
