case,mode,omega,unit,identity_relative_residual,nodal_vs_piecewise_force_difference,eq32_like_vs_direct_difference,edge_only_vs_direct_difference,bulk_real,bulk_imag,chain_real,chain_imag,lower_edge_real,lower_edge_imag,upper_edge_real,upper_edge_imag,time_real,time_imag,direct_real,direct_imag,transformed_real,transformed_imag,residual_real,residual_imag,index_gradient_nodal_real,index_gradient_nodal_imag,eulerian_nodal_real,eulerian_nodal_imag,eq32_like_cut_real,eq32_like_cut_imag,eq32_like_with_edges_real,eq32_like_with_edges_imag
fn167,3,8.6966,N/m_wave_amplitude,8.428432633113949e-17,0.0864486982230032,1929.7214075116442,277.6100456208403,341.68246601005256,-222.2901882923963,-111.11073164002012,67.8167859129876,1586.0052105799225,804.7820860827209,0.00023074034528019116,3.0942845054845873e-06,-3031.657019333446,538.380099537555,-1215.0798436431458,1188.6887863351512,-1215.0798436431458,1188.6887863351517,0.0,-4.547473508864641e-13,-1103.973063056522,1120.7751217992602,-1215.1181505880672,1188.6112882358505,-3031.8627860320817,538.208616880831,-1445.8573447118138,1342.9907060578364
fn167,5,8.6966,N_m/m_wave_amplitude,1.292377832610964e-16,0.12428491207033605,777.9863291967474,192.06470696241792,-453.480359215467,-1041.7688091119514,78.60050191066763,-43.88828221831068,769.2125271312624,390.3193117501196,-0.0002522556085508505,-3.382809451951928e-06,99.40632856607176,685.8106190466236,493.73874613692635,-9.527163916328732,493.73874613692624,-9.52716391632839,1.1368683772161603e-13,-3.410605131648481e-13,415.0166310662204,34.27798004259846,493.6995925509186,-9.645120417086709,-110.97919618443353,-498.9951798802426,658.2330786912203,-108.67587151293243
fn226,3,10.4354,N/m_wave_amplitude,1.3220036574201964e-16,0.2632465080690273,1980.2730576760207,353.2747890249388,360.99843287352024,-400.5593651025987,-125.15770799772073,137.6286275046812,1519.693749217003,1178.665360266777,0.00024121496135695177,-7.014304263351533e-05,-2761.220822797777,402.43661246602676,-1005.6861074900141,1318.1711649918439,-1005.6861074900135,1318.1711649918436,-6.821210263296962e-13,2.2737367544323206e-13,-880.3140810705636,1180.698737759728,-1005.5060025370235,1318.3631569966742,-2761.450190952711,402.32518111686323,-1241.756200520747,1580.9904712405976
fn226,5,10.4354,N_m/m_wave_amplitude,4.42409193972979e-17,0.09034884658443056,927.2313292750483,180.33624096597185,-371.5244594277534,-1023.4665279695183,66.44815557109436,-66.18002953986591,737.0514683702463,571.6526997293869,-0.00021437144576134308,6.233720070619846e-05,-75.92304193611817,447.982547334931,356.05190820602337,-70.0112481078657,356.05190820602337,-70.01124810786558,0.0,-1.1368683772161603e-13,289.5570522178123,-3.855493802066929,356.0807713451878,-70.09686255335657,-253.24857445950946,-768.9467671743399,483.80267953929115,-197.29400510775233
fn282,3,12.10175,N/m_wave_amplitude,9.324734267191028e-17,0.34139606130580163,1932.4278500808182,432.210865102306,336.27715958411005,-577.1740606635533,-118.39919625674237,203.97679768644088,1438.8847121576844,1367.4488441498727,0.00024024579145406747,-0.00012216628925224886,-2530.539215344123,410.0831501819366,-873.7762996132792,1404.3346091884073,-873.7762996132794,1404.3346091884077,2.2737367544323206e-13,-4.547473508864641e-13,-755.070258306596,1200.5095198811039,-873.4951971930492,1404.5283427683978,-2530.7706759246366,410.0272962109213,-1091.8857235211608,1777.4760181945048
fn282,5,12.10175,N_m/m_wave_amplitude,1.1486353898194006e-16,0.08074417939132117,998.9567092544514,159.31641441035146,-334.1418055669889,-1001.646528704852,48.00626344407838,-70.04833142509167,697.8590853964766,663.2126894126882,-0.00018243489110768838,9.276913256990601e-05,-180.8264203505912,323.7472358723221,230.89694048808383,-84.73484207580111,230.89694048808383,-84.73484207580083,0.0,-2.8421709430404007e-13,182.88231414645685,-14.678465195491178,230.94763832330648,-84.79768594590246,-375.62962682424256,-878.4854515929269,322.229276137343,-215.27266941110614
