run,far_radius,outer_panel_count,panels_per_radius,kinematic_convergence_integral,kinematic_absolute_pass,pressure_peak,vertical_force,dipole_coefficient,root_relative_mismatch,checkpoint_sha256
self_similar_wedge_30deg_v725_finalscore_n160,20.0,160,8.0,0.0007479576643724109,True,6.8876793595751815,14.058485807330845,3.1040562622390273,5.5629297431184125e-05,2ddf9a09e661c3d7c9d027c4f73f392e18189a1c2fdfa1f6ec21b8d0284eb354
self_similar_wedge_30deg_v725_far24_n192,24.0,192,8.0,0.0008350421153643932,True,6.887670302848964,14.057515317223514,3.0913818870545597,7.922703167313598e-05,f1cf682140cb711bfe388ac9d61c2db57f87a345a1d531565412f564a45bd877
self_similar_wedge_30deg_v725_far28_n224,28.0,224,8.0,0.0008095002980025953,True,6.887673432389096,14.056950259109115,3.082107630725501,9.801193275739433e-05,6e3f7922cabf4466cb48d13d9171a6d4809fae553c785bd049996942a5a4cf96
