coarse_far_radius,fine_far_radius,panel_density_relative_change,coarse_kinematic_integral,fine_kinematic_integral,kinematic_relative_change_diagnostic,free_surface_nrmse_by_combined_range,free_surface_relative_l2_diagnostic,free_surface_maximum_absolute_difference,pressure_curve_nrmse_by_combined_range,pressure_curve_relative_l2_diagnostic,pressure_peak_relative_change,vertical_force_relative_change,dipole_coefficient_relative_change
20.0,24.0,0.0,0.0007479576643724109,0.0008350421153643932,0.1042874956719766,1.1098843985593342e-05,8.386859382765032e-05,2.97031930636682e-05,0.00019438953344671147,8.641502256759397e-05,1.3149169328389735e-06,6.903233539029045e-05,0.004083165417667156
24.0,28.0,0.0,0.0008350421153643932,0.0008095002980025953,0.030587460071582237,7.515601998721294e-06,6.275235532396949e-05,2.6774448405625373e-05,0.00015069067506978906,6.697505865274786e-05,4.543682511446042e-07,4.019615854206001e-05,0.0030000357988431182
