case_code,fn_b,omega0_rad_s,omega_e_rad_s,wavenumber_rad_m,wave_amplitude_m,source_wave_amplitude_m,wave_amplitude_scale,component,heave_force_real_n_per_m,heave_force_imag_n_per_m,pitch_moment_real_nm_per_m,pitch_moment_imag_nm_per_m,response_calibration_used
C4,2.82,4.08,13.855552124752114,1.7,0.032,0.032,1.0,total,5168.954560841409,-1343.043796288515,2125.996404334348,831.6880622257148,False
C4,2.82,4.08,13.855552124752114,1.7,0.032,0.032,1.0,bem,3145.052424496036,-2625.620386982605,613.3427746089789,134.72309524831888,False
C4,2.82,4.08,13.855552124752114,1.7,0.032,0.032,1.0,front,2023.9021363453694,1282.5765906940906,1512.6536297253688,696.9649669773958,False
C4,2.82,4.08,13.855552124752114,1.7,0.032,0.032,1.0,transom,0.0,0.0,0.0,0.0,False
C4,2.82,4.08,13.855552124752114,1.7,0.032,0.032,1.0,raw_bem,3145.052424496036,-2625.620386982605,613.3427746089789,134.72309524831888,False
C4,2.82,4.08,13.855552124752114,1.7,0.032,0.032,1.0,resolved_station,3207.437332308146,-2496.3417503587893,572.2355118214159,50.182020441855634,False
C4,2.82,4.08,13.855552124752114,1.7,0.032,0.032,1.0,transom_extrapolation,-62.38490781211012,-129.27863662381574,41.10726278756278,84.54107480646319,False
C4,2.82,4.08,13.855552124752114,1.7,0.032,0.032,1.0,pre_chine_bem,1749.818468689738,-898.56536359269,650.8219738357519,-306.7750142943888,False
C4,2.82,4.08,13.855552124752114,1.7,0.032,0.032,1.0,post_chine_bem,1395.2339558062986,-1727.0550233899164,-37.47919922677289,441.49810954270794,False
