case_code,omega_e_rad_s,time_step_s,bem_substeps_per_plane,maximum_harmonic_residual_nrmse,maximum_potential_bvp_relative_residual,maximum_pressure_bvp_relative_residual,maximum_free_surface_pressure_abs_pa,minimum_active_plane_count,maximum_active_plane_count,response_calibration_used
C4,13.855552124752114,0.0014305431266172946,16,0.04473528442528427,2.2100858807606863e-15,2.8786311730614025e-15,7.91033905045424e-13,6,11,False
