phase,outer_iteration,source_shape_dipole_coefficient,target_shape_dipole_coefficient,source_formal_exact_objective,rebased_formal_exact_objective,formal_exact_relative_change,maximum_displacement_ratio,rebased_root_relative_mismatch,rebased_condition_number
pre_linearization,1,8.095460887823755,8.095459058003826,0.0010018110035407547,0.001001810972956676,-3.052879092394387e-08,3.2159612109241724e-09,2.99619195697959e-08,253067.7605686835
final_synchronization,1,8.095459058003826,8.095902025266998,0.0010003518910494634,0.0010003514929499714,-3.979594535869855e-07,8.984576033982089e-06,3.4441551748491114e-09,253064.0666550659
