outer_iteration,coefficient_index,unscaled_step,trust_scaled_step,trust_region_step_scale
1,0,2.7497132589986748e-05,2.7497132589986748e-05,1.0
1,1,6.909107479158709e-05,6.909107479158709e-05,1.0
1,2,2.4098044062220383e-05,2.4098044062220383e-05,1.0
1,3,2.531903906606952e-05,2.531903906606952e-05,1.0
1,4,1.6280054994449448e-05,1.6280054994449448e-05,1.0
1,5,1.6428669917988812e-05,1.6428669917988812e-05,1.0
1,6,1.1679970807345975e-05,1.1679970807345975e-05,1.0
1,7,1.1419189097193126e-05,1.1419189097193126e-05,1.0
1,8,8.280000443897554e-06,8.280000443897554e-06,1.0
1,9,8.006743225810547e-06,8.006743225810547e-06,1.0
1,10,5.634197372780678e-06,5.634197372780678e-06,1.0
1,11,5.810072864251343e-06,5.810072864251343e-06,1.0
1,12,3.456523987781336e-06,3.456523987781336e-06,1.0
1,13,4.078265853983495e-06,4.078265853983495e-06,1.0
1,14,3.04582808017023e-06,3.04582808017023e-06,1.0
1,15,8.655647885285666e-07,8.655647885285666e-07,1.0
