case,omega,mode,original_real,original_imag,delta_real,delta_imag,candidate_real,candidate_imag,normal_real,normal_imag,tangent_real,tangent_imag,complex_relative_change
fn167,8.6966,3,-87.18234221876754,-5309.48304142269,-61.03680963376781,-97.88273676263314,-148.21915185253536,-5407.365778185323,80.69064590737314,127.10309207215832,-141.72745554114098,-224.9858288347915,0.021723085194178336
fn167,8.6966,5,1176.9655287960188,-831.9455862528232,-39.28528437431612,-68.5539117718813,1137.6802444217028,-900.4994980247045,52.14129273917424,90.39549180575267,-91.42657711349035,-158.94940357763394,0.0548198189098222
fn226,10.4354,3,-771.5067285039906,-4707.632354688437,-123.45351749027189,-110.23152669117346,-894.9602459942626,-4817.863881379611,151.14703293613692,137.15539177500332,-274.60055042640886,-247.38691846617687,0.034693828637465306
fn226,10.4354,5,675.4083925587096,-469.5367070838134,-58.81393803322544,-57.7646312860346,616.5944545254841,-527.3013383698479,73.06770360666047,73.63901310122398,-131.8816416398859,-131.40364438725862,0.10021715987872655
fn282,12.10175,3,-1165.3641564951683,-4186.118018763136,-182.72847585256565,-103.76560028095604,-1348.092632347734,-4289.8836190440925,219.9413079911704,128.55171419484648,-402.669783843736,-232.31731447580262,0.04835926582349723
fn282,12.10175,5,450.1231793675215,-180.7625196820847,-61.8134317649119,-41.28451599159149,388.3097476026096,-222.0470356736762,76.36422611663065,53.082075306664514,-138.1776578815425,-94.36659129825598,0.1532429051804858
