index,time_s,component,coarse_jet_count,fine_jet_count,coarse_jet_increment,fine_jet_increment,coarse_sorted_panel,fine_sorted_panel,overlap_left_m,overlap_right_m,coarse_value,fine_value,difference,coarse_span_fraction,fine_span_fraction
10,0.007775962305832999,velocity_z,18,18,2,2,18,19,0.04170628551559765,0.04172244548663566,-0.01992858250019125,0.0698358476492425,-0.08976443014943375,0.9498160226191555,0.9501840486667215
11,0.008553558536416298,pressure,18,18,0,0,19,18,0.04311716483008856,0.043149129153350466,702.6327446357843,550.8336959080872,151.79904872769714,0.9503521347845859,0.9496481260723605
11,0.008553558536416298,velocity_y,18,18,0,0,19,18,0.04311716483008856,0.043149129153350466,1.179939107669128,0.897234099106067,0.2827050085630609,0.9503521347845859,0.9496481260723605
11,0.008553558536416298,velocity_z,18,18,0,0,19,18,0.04311716483008856,0.043149129153350466,0.12074778212923837,0.017851573934313802,0.10289620819492457,0.9503521347845859,0.9496481260723605
12,0.009331154766999597,pressure,20,20,2,2,18,19,0.04388587706089185,0.04394937397561551,466.28500248313327,557.8676148093559,-91.58261232622266,0.9493137323296009,0.9506872606066842
12,0.009331154766999597,velocity_y,20,20,2,2,18,19,0.04388587706089185,0.04394937397561551,0.837027195444786,1.0941058446599585,-0.25707864921517254,0.9493137323296009,0.9506872606066842
12,0.009331154766999597,velocity_z,20,20,2,2,18,19,0.04388587706089185,0.04394937397561551,-0.004061946895725588,0.08950702928396015,-0.09356897617968574,0.9493137323296009,0.9506872606066842
13,0.010108750997582898,pressure,22,22,2,2,18,19,0.04477761615514468,0.04485612954983905,390.52326447358683,460.1083985298685,-69.58513405628167,0.9491685893799999,0.9508328684213694
13,0.010108750997582898,velocity_y,22,22,2,2,18,19,0.04477761615514468,0.04485612954983905,0.8076762255383796,1.0503071254236946,-0.24263089988531505,0.9491685893799999,0.9508328684213694
13,0.010108750997582898,velocity_z,22,22,2,2,18,19,0.04477761615514468,0.04485612954983905,-0.01474482628849988,0.07356559918297673,-0.0883104254714766,0.9491685893799999,0.9508328684213694
14,0.010886347228166197,pressure,24,24,2,2,18,19,0.04570090888436227,0.045750956750472666,352.24096369932766,420.197641261572,-67.95667756224435,0.9494803882128171,0.9505201808231557
14,0.010886347228166197,velocity_y,24,24,2,2,18,19,0.04570090888436227,0.045750956750472666,0.7916432772762475,1.0321368554889039,-0.24049357821265638,0.9494803882128171,0.9505201808231557
14,0.010886347228166197,velocity_z,24,24,2,2,18,19,0.04570090888436227,0.045750956750472666,-0.020580342223446735,0.06695216177813001,-0.08753250400157675,0.9494803882128171,0.9505201808231557
15,0.011663943458749498,pressure,24,24,0,0,18,19,0.04706995400587743,0.04715667440854489,505.50808220729436,680.700381769545,-175.19229956225058,0.9491264822682327,0.9508751270770712
15,0.011663943458749498,velocity_y,24,24,0,0,18,19,0.04706995400587743,0.04715667440854489,0.8765913657461849,1.1571243511070066,-0.2805329853608217,0.9491264822682327,0.9508751270770712
15,0.011663943458749498,velocity_z,24,24,0,0,18,19,0.04706995400587743,0.04715667440854489,0.01033823343742124,0.11244388983859782,-0.10210565640117658,0.9491264822682327,0.9508751270770712
16,0.012441539689332797,pressure,26,26,2,2,18,19,0.04787450498944895,0.04790861418596551,427.5928388678783,512.2942923398696,-84.70145347199127,0.9496618172197077,0.9503384237257165
16,0.012441539689332797,velocity_y,26,26,2,2,18,19,0.04787450498944895,0.04790861418596551,0.822301776946172,1.0758566810529409,-0.25355490410676884,0.9496618172197077,0.9503384237257165
16,0.012441539689332797,velocity_z,26,26,2,2,18,19,0.04787450498944895,0.04790861418596551,-0.009421560916335059,0.08286487693075079,-0.09228643784708584,0.9496618172197077,0.9503384237257165
17,0.013219135919916096,pressure,28,28,2,2,18,19,0.04873653114816938,0.048783201493787655,357.5354230523025,420.81795339422,-63.28253034191749,0.9495455727896108,0.9504548623721554
17,0.013219135919916096,velocity_y,28,28,2,2,18,19,0.04873653114816938,0.048783201493787655,0.7942778041295698,1.0359278724364354,-0.24165006830686553,0.9495455727896108,0.9504548623721554
17,0.013219135919916096,velocity_z,28,28,2,2,18,19,0.04873653114816938,0.048783201493787655,-0.019621452867462086,0.06833197910463079,-0.08795343197209288,0.9495455727896108,0.9504548623721554
18,0.013996732150499397,pressure,28,28,0,0,18,19,0.0501308254482939,0.05022934015064927,508.37275930849034,656.6968163314368,-148.32405702294648,0.9490683834691348,0.9509334472991486
18,0.013996732150499397,velocity_y,28,28,0,0,18,19,0.0501308254482939,0.05022934015064927,0.8802546618982978,1.1608871925154287,-0.2806325306171309,0.9490683834691348,0.9509334472991486
18,0.013996732150499397,velocity_z,28,28,0,0,18,19,0.0501308254482939,0.05022934015064927,0.01167156419609322,0.11381345210752836,-0.10214188791143514,0.9490683834691348,0.9509334472991486
19,0.014774328381082696,pressure,30,30,2,2,18,19,0.050837415136056434,0.050912337715465425,411.948174176441,490.4013158180512,-78.45314164161022,0.9493009901564887,0.9507000400221771
19,0.014774328381082696,velocity_y,30,30,2,2,18,19,0.050837415136056434,0.050912337715465425,0.8167510614608222,1.0672108258643878,-0.25045976440356554,0.9493009901564887,0.9507000400221771
19,0.014774328381082696,velocity_z,30,30,2,2,18,19,0.050837415136056434,0.050912337715465425,-0.011441856131881867,0.07971804299234331,-0.09115989912422517,0.9493009901564887,0.9507000400221771
20,0.015551924611665997,pressure,32,32,2,2,18,19,0.051683832267768626,0.05175261211539563,340.3593499352387,403.5144316646615,-63.15508172942282,0.9493687192532431,0.950632120843005
20,0.015551924611665997,velocity_y,32,32,2,2,18,19,0.051683832267768626,0.05175261211539563,0.7870211560282161,1.02743595655374,-0.240414800525524,0.9493687192532431,0.950632120843005
20,0.015551924611665997,velocity_z,32,32,2,2,18,19,0.051683832267768626,0.05175261211539563,-0.022262656776899203,0.06524117449143824,-0.08750383126833744,0.9493687192532431,0.950632120843005
21,0.016329520842249295,pressure,32,32,0,0,18,19,0.053024156299247956,0.05313068485852061,471.1520264129318,614.4572610943989,-143.30523468146708,0.9490476112666484,0.9509543021367269
21,0.016329520842249295,velocity_y,32,32,0,0,18,19,0.053024156299247956,0.05313068485852061,0.8578842348268467,1.1316987610661247,-0.27381452623927793,0.9490476112666484,0.9509543021367269
21,0.016329520842249295,velocity_z,32,32,0,0,18,19,0.053024156299247956,0.05313068485852061,0.003529394614262049,0.10318973187506286,-0.09966033726080081,0.9490476112666484,0.9509543021367269
22,0.017107117072832596,pressure,34,34,2,2,18,19,0.05378005859555718,0.05383725412080799,385.21977212847196,465.6201273809857,-80.40035525251375,0.9494953703538971,0.9505051663237938
22,0.017107117072832596,velocity_y,34,34,2,2,18,19,0.05378005859555718,0.05383725412080799,0.8050198099432727,1.0547769678389625,-0.24975715789568975,0.9494953703538971,0.9505051663237938
22,0.017107117072832596,velocity_z,34,34,2,2,18,19,0.05378005859555718,0.05383725412080799,-0.015711682494959633,0.07519248877399509,-0.09090417126895473,0.9494953703538971,0.9505051663237938
23,0.017884713303415897,pressure,34,34,0,0,18,19,0.05530164991394606,0.055411636010937786,550.4555981318591,715.2190603582706,-164.76346222641143,0.9490571764374408,0.9509446986871525
23,0.017884713303415897,velocity_y,34,34,0,0,18,19,0.05530164991394606,0.055411636010937786,0.9021500998474936,1.1981549493679409,-0.29600484952044726,0.9490571764374408,0.9509446986871525
23,0.017884713303415897,velocity_z,34,34,0,0,18,19,0.05530164991394606,0.055411636010937786,0.019640851875822596,0.1273778062997129,-0.10773695442389031,0.9490571764374408,0.9509446986871525
24,0.018662309533999194,pressure,36,36,2,2,18,19,0.05583254063712312,0.05595876109699899,404.37006298450115,468.37300043912956,-64.00293745462841,0.9489285910326515,0.9510738310984397
24,0.018662309533999194,velocity_y,36,36,2,2,18,19,0.05583254063712312,0.05595876109699899,0.8138546904756283,1.059925984427734,-0.2460712939521057,0.9489285910326515,0.9510738310984397
24,0.018662309533999194,velocity_z,36,36,2,2,18,19,0.05583254063712312,0.05595876109699899,-0.012496048957884587,0.07706657754805069,-0.08956262650593527,0.9489285910326515,0.9510738310984397
25,0.019439905764582495,pressure,38,36,2,0,19,19,0.05737974755718111,0.05972996459127739,359.2819258087092,706.0753509369919,-346.79342512828265,0.980326314855714,0.9694555246183899
25,0.019439905764582495,velocity_y,38,36,2,0,19,19,0.05737974755718111,0.05972996459127739,1.0033282653607172,1.2053407480352305,-0.20201248267451333,0.980326314855714,0.9694555246183899
25,0.019439905764582495,velocity_z,38,36,2,0,19,19,0.05737974755718111,0.05972996459127739,0.05646669248029551,0.12999322312403677,-0.07352653064374126,0.980326314855714,0.9694555246183899
26,0.020217501995165796,pressure,38,38,0,2,19,19,0.05806430672601942,0.0608964895274466,537.204257413158,464.10985026082585,73.09440715233211,0.973168912306587,0.9767459272003628
26,0.020217501995165796,velocity_y,38,38,0,2,18,19,0.057851665051074266,0.05806430672601942,0.8358876562938566,1.0580953961641182,-0.22220773987026154,0.9482604666912575,0.9517459272003628
26,0.020217501995165796,velocity_z,38,38,0,2,18,19,0.057851665051074266,0.05806430672601942,-0.004476705227444644,0.0764002979088973,-0.08087700313634194,0.9482604666912575,0.9517459272003628
27,0.020995098225749097,pressure,40,38,2,0,19,19,0.059374788860369856,0.061840512978457655,401.97432759173813,700.8138374638347,-298.8395098720966,0.9800638448863874,0.9697258630905792
27,0.020995098225749097,velocity_y,40,38,2,0,19,19,0.059374788860369856,0.061840512978457655,1.0225349249270255,1.1906896960632858,-0.16815477113626032,0.9800638448863874,0.9697258630905792
27,0.020995098225749097,velocity_z,40,38,2,0,19,19,0.059374788860369856,0.061840512978457655,0.06345734486211635,0.12466067630556049,-0.06120333144344414,0.9800638448863874,0.9697258630905792
28,0.021772694456332394,pressure,40,40,0,2,19,19,0.06016408924201316,0.06304279179701436,617.3297077902652,454.1191260886529,163.21058170161228,0.9727275727240746,0.9771686621662469
28,0.021772694456332394,velocity_y,40,40,0,2,18,19,0.059890652207163636,0.06016408924201316,0.8557414261033115,1.0545804205891787,-0.19883899448586717,0.9478411940878708,0.9521686621662468
28,0.021772694456332394,velocity_z,40,40,0,2,18,19,0.059890652207163636,0.06016408924201316,0.002749476021169539,0.07512095142544711,-0.07237147540427757,0.9478411940878708,0.9521686621662468
29,0.022550290686915695,pressure,42,40,2,0,19,19,0.061381081175388486,0.06400478508104589,425.7975359114968,675.4233342153116,-249.62579830381475,0.9795038456707953,0.9703036396772851
29,0.022550290686915695,velocity_y,42,40,2,0,19,18,0.06080454582699359,0.061381081175388486,1.032215919369691,0.8816056580253753,0.15061026134431565,0.9545038456707953,0.9455384576934207
29,0.022550290686915695,velocity_z,42,40,2,0,19,18,0.06080454582699359,0.061381081175388486,0.06698093867734262,0.012163286572958787,0.05481765210438383,0.9545038456707953,0.9455384576934207
30,0.023327886917498996,pressure,42,42,0,2,19,19,0.062284622140195055,0.06517315699379135,658.9912772130746,440.4454025190017,218.5458746940729,0.9720287770610523,0.9778395355784938
30,0.023327886917498996,velocity_y,42,42,0,2,18,19,0.061914499144101784,0.062284622140195055,0.8672987596738652,1.0500847704278427,-0.1827860107539775,0.9471773382079997,0.9528395355784938
30,0.023327886917498996,velocity_z,42,42,0,2,18,19,0.061914499144101784,0.062284622140195055,0.006956001428337466,0.07348466858304731,-0.06652866715470984,0.9471773382079997,0.9528395355784938
31,0.024105483148082293,pressure,44,42,2,0,19,19,0.06336543216653716,0.0661607887730902,429.31842147427426,639.8690324076043,-210.55061093333006,0.9788745217643927,0.9709545542847869
31,0.024105483148082293,velocity_y,44,42,2,0,19,18,0.06285274933443569,0.06336543216653716,1.033106466586564,0.8719221427211554,0.16118432386540849,0.9538745217643929,0.9461568265705478
31,0.024105483148082293,velocity_z,44,42,2,0,19,18,0.06285274933443569,0.06336543216653716,0.06730507135649377,0.008638775239162011,0.05866629611733176,0.9538745217643929,0.9461568265705478
32,0.024883079378665594,pressure,44,44,0,2,19,19,0.06435055359253226,0.0672691017291979,658.5970405735927,428.85540875403916,229.74163181955356,0.97154309928232,0.9783069190635643
32,0.024883079378665594,velocity_y,44,44,0,2,18,19,0.063905646642738,0.06435055359253226,0.8678437916185051,1.0450705790397223,-0.17722678742121722,0.946715944318204,0.9533069190635644
32,0.024883079378665594,velocity_z,44,44,0,2,18,19,0.063905646642738,0.06435055359253226,0.007154376832909537,0.07165965216885739,-0.06450527533594785,0.946715944318204,0.9533069190635644
33,0.025660675609248895,pressure,46,44,2,0,19,19,0.06532435966913411,0.06828400445003344,419.2237446698223,611.9944382455046,-192.77069357568234,0.9783284181651573,0.971520781497862
33,0.025660675609248895,velocity_y,46,44,2,0,19,18,0.06486980422753176,0.06532435966913411,1.0280375158731612,0.863100014747664,0.1649375011254972,0.9533284181651573,0.9466947424229689
33,0.025660675609248895,velocity_z,46,44,2,0,19,18,0.06486980422753176,0.06532435966913411,0.06546012417785224,0.005427783253923291,0.06003234092392895,0.9533284181651573,0.9466947424229689
34,0.026438271839832193,pressure,46,46,0,2,19,19,0.06634846434147396,0.06934010720536042,632.8592825960268,417.81086497548057,215.04841762054622,0.97141768275197,0.9784277600334084
34,0.026438271839832193,velocity_y,46,46,0,2,18,19,0.0658731018450924,0.06634846434147396,0.8601475306280318,1.039063642748436,-0.17891611212040426,0.9465967986143714,0.9534277600334082
34,0.026438271839832193,velocity_z,46,46,0,2,18,19,0.0658731018450924,0.06634846434147396,0.004353166917232587,0.06947330615969605,-0.06512013924246346,0.9465967986143714,0.9534277600334082
35,0.027215868070415494,pressure,48,46,2,0,19,19,0.06726498335265459,0.07037638546802315,401.9270063339316,588.4664803423584,-186.5394740084268,0.9778945587026326,0.9719715508892895
35,0.027215868070415494,velocity_y,48,46,2,0,19,18,0.06685756619462199,0.06726498335265459,1.0198507294124903,0.8544649110207474,0.16538581839174293,0.9528945587026328,0.9471229733448252
35,0.027215868070415494,velocity_z,48,46,2,0,19,18,0.06685756619462199,0.06726498335265459,0.062480377591875524,0.0022848625275240786,0.060195515064351446,0.9528945587026328,0.9471229733448252
36,0.027993464300998794,pressure,48,48,0,2,19,19,0.06829607263675462,0.07139536576092753,595.2967817168459,405.2095375490098,190.0872441678361,0.9715556206549697,0.9782948578584841
36,0.027993464300998794,velocity_y,48,48,0,2,18,19,0.06782559747288115,0.06829607263675462,0.8484021786157364,1.0318961154108963,-0.1834939367951599,0.9467278396222211,0.953294857858484
36,0.027993464300998794,velocity_z,48,48,0,2,18,19,0.06782559747288115,0.06829607263675462,7.820839377969957e-05,0.0668645395555415,-0.0667863311617618,0.9467278396222211,0.953294857858484
37,0.028771060531582092,pressure,50,48,2,0,19,19,0.06919058106849606,0.07244495124071357,381.6863024008462,564.102597136898,-182.41629473605178,0.9775390133026373,0.9723415645299033
37,0.028771060531582092,velocity_y,50,48,2,0,19,18,0.06882270367867789,0.06919058106849606,1.0106146950424837,0.8454486157880696,0.16516607925441407,0.9525390133026373,0.9474744863034082
37,0.028771060531582092,velocity_z,50,48,2,0,19,18,0.06882270367867789,0.06919058106849606,0.0591187359985324,-0.0009968005605271446,0.060115536559059546,0.9525390133026373,0.9474744863034082
38,0.029548656762165393,pressure,50,50,0,2,19,19,0.07021242458450097,0.07343709109461802,553.727500833815,390.7251885562449,163.00231227757013,0.9718154635930877,0.9780447015121942
38,0.029548656762165393,velocity_y,50,50,0,2,18,19,0.06976523653988712,0.07021242458450097,0.8357316351484355,1.0239246525850767,-0.18819301743664119,0.9469746904134333,0.9530447015121942
38,0.029548656762165393,velocity_z,50,50,0,2,18,19,0.06976523653988712,0.07021242458450097,-0.0045334922802935385,0.06396316436338317,-0.06849665664367671,0.9469746904134333,0.9530447015121942
39,0.030326252992748694,pressure,52,50,2,0,19,19,0.07110076137174633,0.0744919411339366,360.92170787339614,537.3307044810999,-176.40899660770378,0.9772379420473624,0.9726553183955141
39,0.030326252992748694,velocity_y,52,50,2,0,19,18,0.07076734407723977,0.07110076137174633,1.0014415940252717,0.8361342770417732,0.16530731698349843,0.9522379420473622,0.9477725524757384
39,0.030326252992748694,velocity_z,52,50,2,0,19,18,0.07076734407723977,0.07110076137174633,0.05578000027234992,-0.004386942616050105,0.06016694288840002,0.9522379420473622,0.9477725524757384
40,0.031103849223331995,pressure,52,52,0,2,19,19,0.07210718897846455,0.07546106761431914,512.6254132104733,375.0274649375681,137.59794827290523,0.9720933914440449,0.9777774238962783
40,0.031103849223331995,velocity_y,52,52,0,2,18,19,0.07168801423360319,0.07210718897846455,0.8237446585700179,1.0155650452040361,-0.19182038663401824,0.9472387218718427,0.9527774238962783
40,0.031103849223331995,velocity_z,52,52,0,2,18,19,0.07168801423360319,0.07210718897846455,-0.008896394953685105,0.060920516106532874,-0.06981691106021798,0.9472387218718427,0.9527774238962783
41,0.031881445453915296,pressure,54,52,2,0,19,19,0.07299180356152378,0.0765120866534337,340.3930537863161,508.95444052008486,-168.56138673376876,0.9769952484248974,0.9729085237940145
41,0.031881445453915296,velocity_y,54,52,2,0,19,18,0.07268648232076202,0.07299180356152378,0.9924965584977071,0.8268351159681513,0.16566144252955584,0.9519952484248976,0.9480130976043141
41,0.031881445453915296,velocity_z,54,52,2,0,19,18,0.07268648232076202,0.07299180356152378,0.05252427359586387,-0.007771560450495485,0.06029583404635935,0.9519952484248976,0.9480130976043141
42,0.03265904168449859,pressure,54,52,0,0,19,19,0.07458753604821652,0.07787183936553106,473.6357941300604,691.8598584003927,-218.2240642703323,0.9789121244337251,0.9709156134976216
42,0.03265904168449859,velocity_y,54,52,0,0,19,18,0.0739782473972545,0.07458753604821652,1.0608358490261456,0.8981221153152582,0.16271373371088738,0.9539121244337251,0.9461198328227404
42,0.03265904168449859,velocity_z,54,52,0,0,19,18,0.0739782473972545,0.07458753604821652,0.07739774117908499,0.018174785402005678,0.05922295577707931,0.9539121244337251,0.9461198328227404
43,0.03343663791508189,pressure,54,54,0,2,19,19,0.07554736776508363,0.07875216701862259,684.5071696320241,421.4123550541362,263.0948145778879,0.9701500024483258,0.9796526281443081
43,0.03343663791508189,velocity_y,54,54,0,2,18,19,0.07481455866769146,0.07554736776508363,0.8805564788402059,1.039241036527687,-0.15868455768748102,0.9453925023259093,0.9546526281443078
43,0.03343663791508189,velocity_z,54,54,0,2,18,19,0.07481455866769146,0.07554736776508363,0.011781416579146331,0.0695378722150864,-0.05775645563594006,0.9453925023259093,0.9546526281443078
44,0.03421423414566519,pressure,56,54,2,0,19,19,0.07624450933101182,0.07987451208811255,417.581430681672,577.6490990203102,-160.06766833863827,0.9772768392431848,0.9726147603906413
44,0.03421423414566519,velocity_y,56,54,2,0,19,18,0.07588078648370693,0.07624450933101182,1.0255780734805293,0.8508893996670974,0.1746886738134319,0.9522768392431846,0.9477340223711092
44,0.03421423414566519,velocity_z,56,54,2,0,19,18,0.07588078648370693,0.07624450933101182,0.06456496035404219,0.0009834828225146475,0.06358147753152754,0.9522768392431846,0.9477340223711092
45,0.03499183037624849,pressure,56,56,0,2,19,19,0.07735410538672931,0.08074064382568875,605.0852742331039,371.91428819077333,233.17098604233053,0.9707953508151063,0.9790282918335984
45,0.03499183037624849,velocity_y,56,56,0,2,18,19,0.07670361163440431,0.07735410538672931,0.8470990357461452,1.0157032443971967,-0.16860420865105152,0.946005583274351,0.9540282918335984
45,0.03499183037624849,velocity_z,56,56,0,2,18,19,0.07670361163440431,0.07735410538672931,-0.00039609682174823746,0.06097081649924291,-0.061366913320991145,0.946005583274351,0.9540282918335984
46,0.03576942660683179,pressure,58,56,2,0,19,19,0.07801239389246047,0.08190414437069433,359.17023734984565,499.8137832323203,-140.64354588247465,0.9762420417908282,0.97369599732716
46,0.03576942660683179,velocity_y,58,56,2,0,19,18,0.07780893715215961,0.07801239389246047,0.9998156487510824,0.8243735986076572,0.17544205014342518,0.9512420417908282,0.948761197460802
46,0.03576942660683179,velocity_z,58,56,2,0,19,18,0.07780893715215961,0.07801239389246047,0.055188204590000345,-0.008667479500845898,0.06385568409084624,0.9512420417908282,0.948761197460802
47,0.036547022837415094,pressure,58,56,0,0,19,19,0.07959214513223377,0.0833213465003062,497.4113741527537,676.473033920572,-179.0616597678183,0.9776215728339273,0.9722555962889486
47,0.036547022837415094,velocity_y,58,56,0,0,19,18,0.0791552791752909,0.07959214513223377,1.0710351652289767,0.8884326906244605,0.18260247460451617,0.9526215728339272,0.9473928164745012
47,0.036547022837415094,velocity_z,58,56,0,0,19,18,0.0791552791752909,0.07959214513223377,0.0811099886867857,0.014648123227390786,0.06646186545939492,0.9526215728339272,0.9473928164745012
48,0.03732461906799839,pressure,58,58,0,2,19,19,0.0807994363710035,0.08403262769510524,709.9152707718625,403.76072654586113,306.1545442260014,0.9690071360386303,0.9807622859549704
48,0.03732461906799839,velocity_y,58,58,0,2,19,19,0.0807994363710035,0.08403262769510524,1.190676547246409,1.0322498372391684,0.1584267100072405,0.9690071360386303,0.9807622859549704
48,0.03732461906799839,velocity_z,58,58,0,2,19,19,0.0807994363710035,0.08403262769510524,0.12465589052760034,0.0669932837722425,0.05766260675535784,0.9690071360386303,0.9807622859549704
49,0.03810221529858169,pressure,60,58,2,0,19,19,0.08121469825787003,0.08522331787356081,410.1367546018074,542.9138292435462,-132.77707464173875,0.9764816735858719,0.9734451935215876
49,0.03810221529858169,velocity_y,60,58,2,0,19,18,0.08096215197988277,0.08121469825787003,1.0210825724499388,0.8390164166270915,0.18206615582284735,0.951481673585872,0.9485229338455083
49,0.03810221529858169,velocity_z,60,58,2,0,19,18,0.08096215197988277,0.08121469825787003,0.06292873179079356,-0.0033379295959945487,0.0662666613867881,0.951481673585872,0.9485229338455083
50,0.03887981152916499,pressure,60,58,0,0,19,19,0.08292230377759247,0.0867711742092489,580.1800678668321,716.1578781630142,-135.97781029618204,0.9778217220941664,0.9720473065960673
50,0.03887981152916499,velocity_y,60,58,0,0,19,18,0.08243261549878646,0.08292230377759247,1.1077345176230848,0.9158320524961906,0.19190246512689424,0.9528217220941664,0.9471949412662639
