node,y_over_Vt,material_dphi_dt_over_V2,auxiliary_psi_over_V2,difference_over_V2
47,0.8267279606679654,-5.850547297360315,-1.576900022559067,4.273647274801248
48,1.6534559213359308,-6.142001795166274,-1.6439872939439317,4.498014501222342
49,2.480183882003896,-6.600908402588007,-1.7508585614022594,4.850049841185747
50,3.3069118426718616,-7.311252387716488,-1.913520324428157,5.3977320632883306
51,4.133639803339826,-8.451258411413393,-2.1681583726574414,6.283100038755952
52,4.960367764007792,-10.479374944734374,-2.604258609779907,7.875116334954467
53,5.787095724675758,-15.425031323698462,-3.513742211401363,11.9112891122971
