component,sigma,damping_center_from_cg_m,damping_center_from_transom_m,damping_center_from_transom_over_beam,response_calibration_used
bem,1.4,0.09162316250942217,0.5590831625094221,1.7581231525453527,False
front,1.4,0.6219042788200282,1.0893642788200282,3.425673832767384,False
longitudinal_bin_aft_post_chine,1.4,-0.34666630174466356,0.12079369825533642,0.3798543970293598,False
longitudinal_bin_forward_post_chine,1.4,0.12534439585522922,0.5928043958552291,1.8641647668403432,False
longitudinal_bin_middle_post_chine,1.4,-0.11215285836142343,0.3553071416385766,1.117318055467222,False
longitudinal_bin_pre_chine,1.4,0.36635995898361323,0.8338199589836133,2.622075342715765,False
post_chine_bem,1.4,-0.06202132789152357,0.4054386721084764,1.2749643776996114,False
pre_chine_bem,1.4,0.36635995898361323,0.8338199589836133,2.622075342715765,False
raw_bem,1.4,0.09162316250942217,0.5590831625094221,1.7581231525453527,False
resolved_station_bem,1.4,0.10827304489805256,0.5757330448980525,1.810481273264316,False
total,1.4,0.14154495004079262,0.6090049500407926,1.9151099057886558,False
transom,1.4,nan,nan,nan,False
transom_extrapolation,1.4,-0.43149610961958806,0.03596389038041192,0.11309399490695574,False
