coarse_far_radius,fine_far_radius,panel_density_relative_change,coarse_kinematic_integral,fine_kinematic_integral,kinematic_relative_change_diagnostic,free_surface_nrmse_by_combined_range,free_surface_relative_l2_diagnostic,free_surface_maximum_absolute_difference,pressure_curve_nrmse_by_combined_range,pressure_curve_relative_l2_diagnostic,pressure_peak_relative_change,vertical_force_relative_change,dipole_coefficient_relative_change
30.0,40.0,0.0,0.0005637981083991676,0.0008840199391704667,0.3622337196056732,0.018517855688392662,0.13402419980541705,0.012153193623939034,0.0005606906744921004,0.0005694085239961751,8.914374093747295e-05,0.00046363590842001293,0.009315392618231073
