run,far_radius,outer_panel_count,panels_per_radius,kinematic_convergence_integral,kinematic_absolute_pass,pressure_peak,vertical_force,dipole_coefficient,root_relative_mismatch,checkpoint_sha256
self_similar_wedge_20deg_n600_far30_global16_local1_fixed2_exact_root8_trust1_v304,30.0,600,20.0,0.0005637981083991676,True,17.781024830153584,42.611913341124804,8.14206872967082,0.0004250566595108242,c5c2076516b2c0fac9b4026f25eaaec5148e49cce6736d69df0e6577c1b329a9
self_similar_wedge_20deg_n800_far40_global16_local1_fixed2_exact_root8_trust1_v301,40.0,800,20.0,0.0008840199391704667,True,17.77943976308252,42.631678918307564,8.066222162729314,0.0007402373664882492,014efcac3482598f99407d4869e115000b1e063d3615051b690877367cd39545
