benchmark,variant_name,row_count,pass_count,fail_count,max_gate_error_ratio,median_gate_error_ratio,improved_row_count,worsened_row_count,candidate_default_gate_eligible,diagnostic_conclusion,gate_role,path_diagnostic_status
ma2005_wigley_iii_coefficients,damping_divide_omega,4,0,4,69.48483166144871,17.581896291323183,4,0,False,simple_conversion_variant_does_not_close_gate,diagnostic_coefficient_conversion_chain_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,added_mass_sign_flipped_current,4,0,4,74.57608864309132,41.594792787883165,0,4,False,simple_conversion_variant_does_not_close_gate,diagnostic_coefficient_conversion_chain_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,damping_sign_flipped_current,4,0,4,171.0440080442964,90.07993330883662,0,4,False,simple_conversion_variant_does_not_close_gate,diagnostic_coefficient_conversion_chain_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,damping_no_sqrt,4,0,4,299.8884632259417,144.14496539972836,0,4,False,simple_conversion_variant_does_not_close_gate,diagnostic_coefficient_conversion_chain_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,damping_inverse_sqrt,4,0,4,544.893296051422,266.001570438812,0,4,False,simple_conversion_variant_does_not_close_gate,diagnostic_coefficient_conversion_chain_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,damping_multiply_omega,4,0,4,754.7211580648543,170.49141561955466,0,4,False,simple_conversion_variant_does_not_close_gate,diagnostic_coefficient_conversion_chain_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,length_power_2,8,2,6,131.0156494621489,8.709249064375635,8,0,False,simple_conversion_variant_does_not_close_gate,diagnostic_coefficient_conversion_chain_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,length_power_1,8,0,8,406.38028171978016,34.92812612121649,5,2,False,simple_conversion_variant_does_not_close_gate,diagnostic_coefficient_conversion_chain_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,length_power_0,8,0,8,1232.4741784926737,111.45104503031615,0,6,False,simple_conversion_variant_does_not_close_gate,diagnostic_coefficient_conversion_chain_not_hard_gate,INFO
