benchmark,probe_row,source_row,coefficient,current_gate_omega_e_sqrt_l_over_g,current_gate_reference_value,journee_omega_e_sqrt_l_over_g,journee_reference_value,omega_abs_delta_vs_current_gate,source_table,source_url,source_lines,reference_value,computed_value,raw_computed_value,abs_error,rel_error,tolerance,effective_abs_tolerance,gate_error_ratio,error_metric,status,provider_route,provider_formulation,solver_status,hydro_model,candidate_default_gate_eligible,gate_role,path_diagnostic_status
ma2005_wigley_iii_coefficients,0,0,A33,1.0,1.0,1.68,1.035,0.6799999999999999,Table 2-III,https://www.scribd.com/document/493001264/0909-DUT-92,1788,1.035,6.65807084017924,18.94515912375481,5.62307084017924,5.432918686163518,0.15,0.15524999999999997,36.21945790775679,relative,FAIL,matched_bie_station_sweep,matched_bie,a1_station_hull_matched_sweep_free_surface_marching_not_benchmark_validated,matched_bie_provider,False,journee_frequency_probe_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,1,1,B33,2.0,2.1,2.23,1.965,0.22999999999999998,Table 2-III,https://www.scribd.com/document/493001264/0909-DUT-92,1789,1.965,25.55634955523929,227.72410464274625,23.59134955523929,12.005775855083607,0.15,0.29475,80.03850570055738,relative,FAIL,matched_bie_station_sweep,matched_bie,a1_station_hull_matched_sweep_free_surface_marching_not_benchmark_validated,matched_bie_provider,False,journee_frequency_probe_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,2,2,A35,1.5,-0.2,1.67,-0.182,0.16999999999999993,Table 3-III,https://www.scribd.com/document/493001264/0909-DUT-92,1922,-0.182,-0.5621130527025413,-1.5994604870714368,0.3801130527025413,2.08853325660737,0.3,0.054599999999999996,6.961777522024566,relative,FAIL,matched_bie_station_sweep,matched_bie,a1_station_hull_matched_sweep_free_surface_marching_not_benchmark_validated,matched_bie_provider,False,journee_frequency_probe_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,3,3,B35,2.5,0.13,2.23,0.117,0.27,Table 3-III,https://www.scribd.com/document/493001264/0909-DUT-92,1923,0.117,29.55452276370215,263.3504922117472,29.437522763702148,251.6027586641209,0.3,0.0351,838.6758622137364,relative,FAIL,matched_bie_station_sweep,matched_bie,a1_station_hull_matched_sweep_free_surface_marching_not_benchmark_validated,matched_bie_provider,False,journee_frequency_probe_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,4,4,A53,2.0,0.15,2.23,0.07,0.22999999999999998,Table 2-III,https://www.scribd.com/document/493001264/0909-DUT-92,1789,0.07,7.806223479845542,22.212161680346956,7.736223479845542,110.51747828350773,0.3,0.021,368.3915942783591,relative,FAIL,matched_bie_station_sweep,matched_bie,a1_station_hull_matched_sweep_free_surface_marching_not_benchmark_validated,matched_bie_provider,False,journee_frequency_probe_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,5,5,B53,2.0,-0.1,2.23,-0.105,0.22999999999999998,Table 2-III,https://www.scribd.com/document/493001264/0909-DUT-92,1789,-0.105,32.5235609225403,289.80660069900006,32.628560922540295,310.74819926228855,0.3,0.0315,1035.827330874295,relative,FAIL,matched_bie_station_sweep,matched_bie,a1_station_hull_matched_sweep_free_surface_marching_not_benchmark_validated,matched_bie_provider,False,journee_frequency_probe_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,6,6,A55,1.0,0.063,1.67,0.064,0.6699999999999999,Table 3-III,https://www.scribd.com/document/493001264/0909-DUT-92,1922,0.064,-1.195935101747404,-3.4029648149070337,1.259935101747404,19.68648596480319,0.15,0.0096,131.24323976535462,relative,FAIL,matched_bie_station_sweep,matched_bie,a1_station_hull_matched_sweep_free_surface_marching_not_benchmark_validated,matched_bie_provider,False,journee_frequency_probe_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,7,7,B55,1.0,0.09,1.67,0.082,0.6699999999999999,Table 3-III,https://www.scribd.com/document/493001264/0909-DUT-92,1922,0.082,37.29981826109589,332.3662363627303,37.21781826109589,453.8758324523889,0.15,0.0123,3025.838883015926,relative,FAIL,matched_bie_station_sweep,matched_bie,a1_station_hull_matched_sweep_free_surface_marching_not_benchmark_validated,matched_bie_provider,False,journee_frequency_probe_not_hard_gate,INFO
